repayment_id,loan_id,repayment_amount,repayment_date
RP12255,LN11198,7819.97,2024-12-01 21:46:52
RP12256,LN10510,10786.51,2022-08-18 18:27:09
RP12257,LN11386,11496.46,2023-03-31 14:05:27
RP12258,LN11651,16797.41,2023-09-07 04:10:48
RP12259,LN10357,7988.38,2024-12-30 14:34:29
RP12260,LN11993,16763.15,2022-10-13 03:11:31
RP12261,LN10281,2726.43,2024-04-08 15:03:56
RP12262,LN11233,1496.83,2024-03-16 07:11:10
RP12263,LN11081,4468.86,2023-10-16 06:22:00
RP12264,LN10967,11608.67,2025-01-13 10:45:26
RP12265,LN10813,15955.03,2022-08-01 17:55:00
RP12266,LN11775,19312.74,2023-05-25 17:06:41
RP12267,LN11668,6103.36,2022-10-01 04:47:07
RP12268,LN10759,7285.82,2023-09-09 11:46:35
RP12269,LN10611,5809.31,2024-01-07 06:10:13
RP12270,LN11007,6921.26,2023-06-20 11:32:42
RP12271,LN10165,8501.08,2022-11-16 10:39:36
RP12272,LN11126,12682.54,2025-05-24 12:18:17
RP12273,LN11947,11564.42,2025-03-15 16:59:10
RP12274,LN10634,2101.57,2023-04-28 23:32:07
RP12275,LN11702,11008.54,2025-03-21 09:56:51
RP12276,LN10643,15676.03,2024-09-11 10:47:53
RP12277,LN11277,13563.39,2024-10-17 17:53:30
RP12278,LN11595,13419.95,2024-08-15 19:54:01
RP12279,LN11589,2761.38,2022-04-01 17:52:41
RP12280,LN10772,10834.73,2025-07-17 08:27:57
RP12281,LN10390,5999.92,2025-01-22 11:12:54
RP12282,LN11399,15599.12,2025-10-13 09:44:34
RP12283,LN10598,2034.6,2024-02-19 11:34:51
RP12284,LN10815,12572.46,2025-03-12 03:11:16
RP12285,LN11192,3573.28,2023-09-04 14:02:50
RP12286,LN11878,10725.24,2022-02-21 23:12:36
RP12287,LN10531,1688.84,2022-04-23 18:47:11
RP12288,LN10939,10639.3,2023-01-23 15:13:55
RP12289,LN11370,13459.6,2025-06-14 16:04:00
RP12290,LN11831,7551.22,2024-01-27 14:45:33
RP12291,LN10192,18906.28,2023-04-07 16:56:39
RP12292,LN10844,9152.13,2022-09-15 15:53:54
RP12293,LN10650,6773.65,2025-09-06 19:39:44
RP12294,LN10000,16421.96,2024-05-22 19:03:19
RP12295,LN10332,4956.28,2023-11-20 18:46:58
RP12296,LN10053,16194.58,2022-03-22 18:30:52
RP12297,LN10895,17374.59,2022-05-22 17:54:17
RP12298,LN11201,6104.8,2022-05-22 20:32:06
RP12299,LN10107,13913.57,2024-03-29 01:42:45
RP12300,LN11095,9458.63,2024-08-26 00:36:51
RP12301,LN11212,11770.76,2024-06-19 04:30:43
RP12302,LN10353,12102.24,2025-05-06 06:12:05
RP12303,LN11342,4806.68,2025-07-20 21:38:00
RP12304,LN10546,17274.04,2023-12-04 07:26:48
RP12305,LN11815,19703.13,2022-06-18 13:28:07
RP12306,LN10002,10823.61,2024-05-25 14:00:06
RP12307,LN11191,3444.94,2022-02-11 06:39:33
RP12308,LN11545,14975.86,2023-11-17 10:18:04
RP12309,LN11058,4100.3,2022-05-29 17:27:14
RP12310,LN11201,1779.36,2024-06-20 16:02:41
RP12311,LN10680,9929.53,2023-11-08 13:14:27
RP12312,LN11012,13908.39,2024-06-15 03:19:30
RP12313,LN11955,10457.01,2024-11-28 15:18:13
RP12314,LN10491,4675.82,2022-05-29 20:44:29
RP12315,LN10940,10145.32,2023-03-06 10:23:14
RP12316,LN10553,4135.88,2022-03-14 05:19:50
RP12317,LN11293,18335.44,2024-05-19 12:55:19
RP12318,LN11251,9203.57,2023-02-10 20:08:30
RP12319,LN11918,7021.97,2025-09-04 03:39:27
RP12320,LN11781,15936.92,2025-07-07 01:18:07
RP12321,LN10535,11412.61,2023-01-20 23:16:01
RP12322,LN11896,3612.92,2023-08-29 06:23:44
RP12323,LN11766,3112.83,2023-03-26 21:09:25
RP12324,LN11840,6086.37,2023-06-12 04:59:43
RP12325,LN10631,15530.28,2023-05-14 17:39:13
RP12326,LN11288,9578.94,2022-01-16 06:40:30
RP12327,LN10940,4553.37,2023-12-01 00:19:19
RP12328,LN11734,1740.48,2025-01-09 01:22:02
RP12329,LN11343,8057.58,2022-12-05 00:36:22
RP12330,LN10425,5467.81,2025-02-22 15:21:45
RP12331,LN11706,19028.7,2022-09-05 02:10:51
RP12332,LN10614,4819.96,2024-08-21 12:35:12
RP12333,LN11268,14356.09,2025-05-31 08:04:10
RP12334,LN10930,5352.25,2024-11-17 17:48:32
RP12335,LN10716,2225.81,2024-03-21 03:36:56
RP12336,LN10743,1203.19,2025-10-09 21:47:52
RP12337,LN10873,6067.82,2025-09-03 07:10:33
RP12338,LN11973,18242.91,2022-07-11 06:43:43
RP12339,LN11967,5481.02,2024-02-23 19:21:49
RP12340,LN10985,11501.97,2023-11-28 06:25:27
RP12341,LN11201,5589.8,2023-04-04 18:38:41
RP12342,LN11718,14556.63,2025-08-23 10:55:57
RP12343,LN10900,15581.39,2022-05-03 17:07:52
RP12344,LN11521,4960.51,2023-12-12 03:26:28
RP12345,LN10848,1985.31,2022-11-29 11:13:57
RP12346,LN11407,3497.99,2022-07-12 22:24:09
RP12347,LN11324,10333.56,2022-07-21 00:26:14
RP12348,LN11022,8674.98,2023-12-19 13:13:27
RP12349,LN10522,2943.04,2023-04-07 08:38:11
RP12350,LN10125,3205.48,2022-12-25 04:34:14
RP12351,LN11429,11611.87,2024-06-09 20:20:37
RP12352,LN10171,19861.13,2025-04-28 02:11:32
RP12353,LN10555,18606.43,2025-06-06 13:20:37
RP12354,LN11584,17841.15,2025-09-10 07:48:28
RP12355,LN10950,2443.88,2024-10-22 02:26:23
RP12356,LN11902,3157.93,2024-02-27 08:54:57
RP12357,LN11680,14484.55,2022-06-28 09:34:35
RP12358,LN11898,17879.52,2025-06-06 02:11:03
RP12359,LN10564,6716.78,2025-08-08 08:18:29
RP12360,LN11728,10463.1,2022-03-07 10:54:29
RP12361,LN11503,8426.1,2025-01-25 20:59:09
RP12362,LN10494,3594.78,2022-03-16 17:56:06
RP12363,LN10014,8982.96,2025-02-09 03:43:22
RP12364,LN10143,9028.36,2023-04-30 20:02:06
RP12365,LN11269,13102.14,2022-04-07 09:33:03
RP12366,LN10763,15281.27,2023-02-18 00:03:40
RP12367,LN11292,15935.71,2022-02-20 17:34:23
RP12368,LN11239,4118.4,2024-08-26 18:33:21
RP12369,LN10034,12662.57,2024-01-14 16:06:59
RP12370,LN11213,5387.38,2022-12-01 09:03:53
RP12371,LN10520,15718.34,2022-06-01 05:38:28
RP12372,LN11485,10385.43,2022-03-21 00:33:55
RP12373,LN10323,7784.77,2022-04-15 14:05:09
RP12374,LN10615,17616.53,2025-05-19 00:59:29
RP12375,LN10161,17453.21,2022-05-27 01:18:54
RP12376,LN10688,18594.67,2023-02-20 05:11:45
RP12377,LN11461,11905.31,2024-05-05 06:39:08
RP12378,LN10769,13837.86,2024-03-19 08:48:06
RP12379,LN11588,9159.31,2023-04-30 20:41:52
RP12380,LN10663,18113.99,2025-03-12 08:16:01
RP12381,LN11724,10254.33,2022-09-13 16:35:10
RP12382,LN11826,15012.57,2023-02-06 03:20:54
RP12383,LN11229,17022.36,2023-08-27 10:11:28
RP12384,LN11559,9181.92,2025-04-16 20:35:57
RP12385,LN11472,16934.16,2025-04-11 12:56:04
RP12386,LN11999,17849.76,2024-06-25 07:41:21
RP12387,LN11524,1200.17,2022-03-14 13:12:10
RP12388,LN10192,9308.73,2022-04-28 20:32:59
RP12389,LN10155,19162.16,2022-11-07 13:18:38
RP12390,LN10643,2042.44,2022-04-06 08:29:40
RP12391,LN11517,9373.84,2022-11-18 13:45:38
RP12392,LN10663,16462.58,2024-08-27 17:45:59
RP12393,LN10782,10183.61,2022-10-20 08:38:19
RP12394,LN10791,14856.67,2022-11-26 08:07:31
RP12395,LN10307,17332.38,2023-05-12 06:43:35
RP12396,LN10448,4859.16,2025-02-28 23:03:27
RP12397,LN11594,5015.99,2024-11-01 08:28:27
RP12398,LN11510,15178.29,2022-11-04 11:00:36
RP12399,LN11822,7787.71,2023-04-15 15:45:26
RP12400,LN10326,6676.02,2022-05-19 07:16:30
RP12401,LN10650,12641.74,2022-09-25 13:58:41
RP12402,LN11412,19377.17,2022-03-14 16:56:20
RP12403,LN10157,4464.45,2024-10-30 21:18:45
RP12404,LN11071,14579.47,2025-01-13 17:06:02
RP12405,LN11387,13743.71,2024-01-16 05:18:05
RP12406,LN11463,15382.26,2023-01-28 20:49:46
RP12407,LN10681,11209.76,2022-06-26 09:46:35
RP12408,LN10612,15661.88,2025-05-26 00:33:25
RP12409,LN10394,1118.34,2022-05-30 20:33:38
RP12410,LN10504,11991.22,2022-10-29 12:45:58
RP12411,LN11825,3526.01,2025-06-09 00:31:36
RP12412,LN11711,12741.16,2025-05-01 05:44:47
RP12413,LN11439,15247.56,2025-10-04 07:41:41
RP12414,LN10022,9371.47,2024-09-30 14:08:37
RP12415,LN11321,13831.2,2022-07-21 12:11:21
RP12416,LN11340,19365.22,2024-03-19 12:26:36
RP12417,LN11025,19110.7,2023-02-18 16:59:46
RP12418,LN11196,6670.48,2022-09-07 19:51:29
RP12419,LN10433,4868.42,2024-11-25 17:30:17
RP12420,LN10904,13263.6,2025-01-19 05:41:06
RP12421,LN11187,10157.88,2024-04-23 17:31:34
RP12422,LN11169,2813.2,2024-11-18 05:24:51
RP12423,LN10752,2987.09,2023-10-10 20:01:55
RP12424,LN10715,6734.13,2023-01-25 23:00:32
RP12425,LN10447,19979.69,2022-07-27 11:47:21
RP12426,LN11600,7406.04,2022-03-25 15:02:27
RP12427,LN11851,2658.73,2025-07-25 00:54:34
RP12428,LN11825,7672.86,2022-01-05 19:05:54
RP12429,LN10195,5091.07,2024-06-28 17:44:08
RP12430,LN10453,7755.06,2023-07-09 23:34:50
RP12431,LN11175,10691.55,2022-07-14 08:10:48
RP12432,LN11823,18743.73,2024-08-28 12:53:17
RP12433,LN10366,1546.73,2023-08-18 13:50:26
RP12434,LN10100,15233.42,2024-07-27 07:36:44
RP12435,LN10283,1301.9,2025-08-26 00:40:21
RP12436,LN10713,2983.56,2022-07-29 15:00:00
RP12437,LN10700,8843.72,2022-02-10 20:26:48
RP12438,LN11485,17151.9,2023-09-18 18:18:53
RP12439,LN10508,11803.05,2024-06-20 06:49:32
RP12440,LN11558,13235.55,2025-06-26 02:47:44
RP12441,LN11702,1913.06,2022-08-01 10:19:48
RP12442,LN11637,16813.72,2025-09-09 12:58:03
RP12443,LN11883,7264.01,2025-07-05 18:24:16
RP12444,LN10296,4219.5,2024-01-01 06:34:11
RP12445,LN11512,1822.56,2023-05-15 08:38:01
RP12446,LN10494,17419.75,2023-01-07 01:50:13
RP12447,LN11772,8833.48,2023-02-08 02:32:18
RP12448,LN11152,15470.38,2024-05-12 19:07:15
RP12449,LN11699,11189.95,2022-06-28 01:07:42
RP12450,LN11693,11922.25,2022-11-21 17:53:26
RP12451,LN10603,19277.15,2025-02-15 23:56:30
RP12452,LN10654,13669.87,2023-04-13 07:09:08
RP12453,LN11263,12244.13,2025-02-23 19:13:23
RP12454,LN11116,11559.79,2022-01-18 10:53:41
RP12455,LN11574,11212.68,2023-04-03 01:21:46
RP12456,LN10358,19310.28,2024-03-04 03:11:49
RP12457,LN10916,7538.54,2025-05-24 02:29:50
RP12458,LN11184,1616.42,2023-05-24 14:53:57
RP12459,LN10080,3001.44,2025-05-19 17:13:17
RP12460,LN11257,16100.24,2023-02-17 05:55:47
RP12461,LN10378,18512.86,2025-02-18 12:59:09
RP12462,LN11562,2339.79,2023-07-22 20:09:04
RP12463,LN10024,2796.25,2023-06-27 14:25:45
RP12464,LN10815,2840.26,2025-07-27 12:32:18
RP12465,LN10044,4389.62,2025-01-29 04:45:18
RP12466,LN11567,3306.45,2022-02-10 14:17:49
RP12467,LN10105,8060.37,2024-11-12 13:48:19
RP12468,LN10696,8651.21,2022-09-07 20:57:10
RP12469,LN11870,10940.71,2023-07-30 07:07:16
RP12470,LN11646,15962.0,2025-02-14 07:45:39
RP12471,LN11409,12070.58,2025-03-03 07:35:54
RP12472,LN11930,2667.5,2023-12-28 12:21:46
RP12473,LN11602,16321.31,2022-04-17 22:30:46
RP12474,LN11616,15197.25,2024-01-03 18:00:06
RP12475,LN11688,15570.03,2025-02-14 21:34:40
RP12476,LN11847,11880.74,2023-09-06 02:05:35
RP12477,LN11449,8976.32,2025-02-14 18:00:58
RP12478,LN10536,4234.32,2025-03-07 04:28:05
RP12479,LN10163,19014.29,2022-02-09 18:00:49
RP12480,LN10206,17510.59,2022-05-28 07:42:04
RP12481,LN10488,5734.3,2023-03-08 13:28:32
RP12482,LN10311,7122.17,2023-08-09 07:14:40
RP12483,LN11650,2173.91,2022-08-16 09:22:21
RP12484,LN11522,15161.69,2022-04-13 15:48:30
RP12485,LN10478,13512.1,2023-04-13 01:47:44
RP12486,LN10681,15969.61,2023-03-30 00:03:19
RP12487,LN11622,2975.0,2023-07-15 14:58:25
RP12488,LN11112,3067.64,2023-08-06 15:35:35
RP12489,LN10274,17165.05,2024-12-16 04:34:13
RP12490,LN11891,14064.58,2024-06-30 18:15:35
RP12491,LN11708,6710.66,2023-09-28 23:08:52
RP12492,LN10832,9471.36,2024-06-29 13:09:40
RP12493,LN10207,8958.22,2022-04-11 23:50:35
RP12494,LN11799,10189.92,2023-06-06 15:19:48
RP12495,LN10155,8146.83,2025-03-08 04:05:01
RP12496,LN10535,19173.95,2024-09-04 14:05:23
RP12497,LN10195,7635.09,2024-06-09 23:39:45
RP12498,LN10063,8395.89,2025-02-22 19:21:16
RP12499,LN10470,17109.67,2022-05-04 16:18:31
RP12500,LN11425,1186.5,2023-03-21 19:10:30
RP12501,LN10270,15845.45,2024-11-08 14:04:05
RP12502,LN11141,5443.61,2022-01-04 14:49:53
RP12503,LN11773,12145.95,2023-04-15 05:18:22
RP12504,LN10209,5956.66,2024-07-08 04:57:44
RP12505,LN10225,17569.27,2025-06-10 21:35:01
RP12506,LN11716,18568.11,2025-02-24 10:23:28
RP12507,LN10554,4474.59,2022-10-16 15:03:00
RP12508,LN10175,17782.41,2024-05-21 22:02:10
RP12509,LN10873,3546.38,2023-09-12 00:01:11
RP12510,LN11287,9349.72,2024-09-20 15:18:29
RP12511,LN11611,1346.42,2023-12-27 00:32:44
RP12512,LN10999,8458.0,2024-11-27 16:57:55
RP12513,LN11484,2555.94,2024-06-04 06:01:34
RP12514,LN10087,13498.82,2023-06-06 16:30:58
RP12515,LN10192,13790.32,2022-03-04 15:52:35
RP12516,LN11482,3233.06,2022-04-05 08:01:39
RP12517,LN11419,16223.98,2023-08-13 14:02:32
RP12518,LN10271,5180.38,2022-09-09 03:09:36
RP12519,LN10929,6697.86,2023-07-05 18:07:58
RP12520,LN10876,3128.73,2023-03-02 20:36:29
RP12521,LN11167,16872.52,2023-06-19 00:00:14
RP12522,LN11973,10462.13,2022-07-30 06:33:56
RP12523,LN11428,17238.33,2023-07-03 03:24:15
RP12524,LN10703,9079.91,2022-12-25 05:08:28
RP12525,LN10805,8445.04,2022-04-11 21:26:46
RP12526,LN11336,9725.81,2022-09-21 04:14:54
RP12527,LN10346,10232.29,2022-04-13 09:07:18
RP12528,LN10206,8293.19,2024-04-21 07:00:31
RP12529,LN10911,9778.09,2022-12-23 07:49:50
RP12530,LN10560,10127.04,2025-03-22 12:18:40
RP12531,LN10854,19824.64,2022-05-01 22:12:37
RP12532,LN11058,12982.84,2024-06-18 11:12:46
RP12533,LN10408,17259.99,2024-08-20 00:36:22
RP12534,LN11278,10281.27,2024-09-05 06:40:56
RP12535,LN11243,12133.57,2023-09-05 07:55:59
RP12536,LN11018,1642.3,2023-02-03 15:01:01
RP12537,LN11835,6434.58,2022-11-05 19:36:48
RP12538,LN11431,16228.99,2022-09-16 11:03:36
RP12539,LN10387,7414.4,2023-12-31 11:30:22
RP12540,LN11385,14770.14,2024-05-01 01:42:30
RP12541,LN10709,1550.68,2024-05-02 19:01:40
RP12542,LN10397,11598.29,2025-02-24 06:06:03
RP12543,LN10450,19781.5,2025-06-15 10:03:14
RP12544,LN10340,14567.07,2025-07-13 00:48:04
RP12545,LN10673,14289.87,2025-01-14 18:04:09
RP12546,LN10997,10167.56,2022-05-12 15:23:49
RP12547,LN10641,6366.46,2022-09-29 15:11:12
RP12548,LN11515,8860.91,2024-02-20 05:52:44
RP12549,LN11286,10781.21,2022-05-26 20:44:35
RP12550,LN11442,14573.58,2023-08-10 03:04:07
RP12551,LN11558,4103.17,2024-06-30 13:44:25
RP12552,LN11875,8017.54,2025-02-25 07:18:40
RP12553,LN11248,17279.51,2025-07-24 06:59:13
RP12554,LN11560,1177.1,2025-08-14 23:48:36
RP12555,LN10126,16601.35,2025-07-28 20:43:31
RP12556,LN11764,2025.42,2022-04-05 12:50:44
RP12557,LN11146,15742.32,2023-04-22 04:27:35
RP12558,LN10363,19808.59,2023-07-13 23:42:42
RP12559,LN11859,15182.86,2023-04-05 12:18:27
RP12560,LN10099,11150.3,2025-10-30 18:43:27
RP12561,LN10902,3499.0,2023-08-05 20:33:15
RP12562,LN10529,2092.82,2025-06-11 06:29:54
RP12563,LN10696,8664.0,2024-08-01 06:53:59
RP12564,LN11589,8823.82,2024-12-17 17:30:05
RP12565,LN10949,5461.31,2022-09-21 01:26:03
RP12566,LN11295,8605.5,2025-08-19 03:27:55
RP12567,LN10138,6500.14,2022-01-20 12:39:58
RP12568,LN10204,2066.9,2024-03-24 00:52:02
RP12569,LN10765,9515.79,2024-03-03 11:14:46
RP12570,LN10257,10197.22,2022-07-05 02:46:51
RP12571,LN11836,14313.92,2024-05-08 10:31:54
RP12572,LN10691,11460.23,2025-07-28 01:04:37
RP12573,LN10893,18165.09,2023-02-23 09:36:22
RP12574,LN11009,7670.92,2023-08-15 03:01:34
RP12575,LN11623,5216.62,2024-12-12 06:24:13
RP12576,LN10679,2293.8,2024-10-21 23:23:07
RP12577,LN10867,8349.53,2023-11-24 07:33:04
RP12578,LN10581,1980.79,2025-01-24 06:20:27
RP12579,LN10039,10170.71,2023-04-07 02:13:13
RP12580,LN11691,17991.63,2023-04-23 17:05:18
RP12581,LN11432,11204.22,2024-05-28 21:57:33
RP12582,LN10596,13461.06,2025-07-12 20:18:56
RP12583,LN10971,17717.1,2024-05-16 06:06:57
RP12584,LN11191,3553.94,2025-05-23 14:04:09
RP12585,LN10234,11471.96,2025-08-11 03:00:47
RP12586,LN11229,7848.47,2023-05-05 09:09:20
RP12587,LN10107,12128.53,2024-07-27 00:24:38
RP12588,LN10276,3462.27,2024-04-07 22:38:14
RP12589,LN11108,7828.98,2023-01-30 21:52:03
RP12590,LN10730,14399.65,2022-07-12 06:53:22
RP12591,LN11458,11870.2,2022-01-08 21:19:05
RP12592,LN10496,15119.07,2024-01-14 10:08:01
RP12593,LN11972,9502.05,2023-09-04 01:40:58
RP12594,LN10229,4216.42,2025-10-08 04:30:08
RP12595,LN11112,5368.54,2024-05-08 14:00:42
RP12596,LN10198,15607.45,2023-09-26 07:21:02
RP12597,LN10254,7679.84,2025-08-03 14:47:51
RP12598,LN10138,8742.79,2022-03-13 15:37:20
RP12599,LN10266,16811.6,2024-03-22 18:37:19
RP12600,LN11625,5156.34,2024-07-21 18:57:16
RP12601,LN11467,16469.89,2025-09-29 05:40:40
RP12602,LN11048,3253.96,2023-10-08 21:04:54
RP12603,LN10391,3770.09,2024-04-04 10:28:57
RP12604,LN10793,7754.85,2022-03-31 12:35:17
RP12605,LN10633,16581.15,2025-06-25 07:05:56
RP12606,LN10617,14764.49,2023-08-23 17:34:10
RP12607,LN10647,15517.93,2025-02-15 22:30:50
RP12608,LN11229,4576.2,2023-08-07 20:23:08
RP12609,LN11111,19561.16,2024-11-02 21:48:10
RP12610,LN11266,2812.76,2023-11-11 11:24:11
RP12611,LN10393,3036.36,2023-10-21 14:23:44
RP12612,LN10491,7830.45,2024-10-11 05:40:20
RP12613,LN10881,11066.05,2022-12-19 16:35:07
RP12614,LN11724,15298.09,2025-10-08 09:29:27
RP12615,LN11711,13560.87,2022-09-14 13:46:25
RP12616,LN10341,17860.83,2022-03-05 16:18:24
RP12617,LN10974,12381.8,2023-09-07 16:42:56
RP12618,LN11713,2382.47,2023-08-26 03:28:29
RP12619,LN11922,9916.76,2023-05-05 01:45:27
RP12620,LN10548,15661.2,2024-07-06 10:12:14
RP12621,LN11244,10176.22,2023-07-06 16:16:32
RP12622,LN10068,3421.57,2025-04-20 09:54:47
RP12623,LN10107,14295.71,2023-09-17 23:37:49
RP12624,LN10449,14854.2,2024-07-16 14:48:00
RP12625,LN10725,15468.45,2025-04-04 04:45:29
RP12626,LN11684,7545.31,2022-01-18 20:43:02
RP12627,LN11097,14007.72,2023-08-09 03:37:24
RP12628,LN10463,15003.14,2023-07-24 02:52:42
RP12629,LN11349,8351.59,2024-10-27 19:57:18
RP12630,LN10817,8914.11,2022-09-08 02:28:11
RP12631,LN10933,10358.72,2024-01-17 14:09:58
RP12632,LN11510,12602.63,2025-07-24 22:50:43
RP12633,LN10647,6748.81,2023-06-06 02:56:29
RP12634,LN11325,4097.55,2022-12-16 08:34:53
RP12635,LN10951,5684.32,2024-02-20 07:49:59
RP12636,LN10094,11162.78,2022-12-01 23:51:37
RP12637,LN11856,15194.84,2023-08-11 19:21:56
RP12638,LN10089,17600.61,2025-04-16 03:47:49
RP12639,LN11376,18041.81,2023-01-10 08:53:38
RP12640,LN10306,11907.57,2023-05-06 13:17:22
RP12641,LN11177,17424.74,2023-07-17 05:42:51
RP12642,LN11535,5964.78,2024-06-14 04:24:43
RP12643,LN10455,9389.24,2024-08-16 03:35:53
RP12644,LN11099,5185.23,2024-04-28 19:51:44
RP12645,LN11733,3600.72,2022-01-02 08:16:49
RP12646,LN11041,13695.07,2023-08-19 21:38:21
RP12647,LN10595,5470.57,2024-12-19 18:54:34
RP12648,LN11442,11738.74,2023-08-29 08:16:03
RP12649,LN10428,2370.54,2025-03-18 06:29:25
RP12650,LN11190,4139.63,2025-01-04 18:30:59
RP12651,LN10845,6823.26,2024-10-31 06:25:08
RP12652,LN11503,8509.37,2024-09-02 17:51:38
RP12653,LN10797,5840.87,2024-06-11 04:53:29
RP12654,LN11842,14737.19,2025-06-30 20:16:25
RP12655,LN11316,2176.23,2023-10-30 07:34:27
RP12656,LN10555,11559.29,2024-09-05 15:43:12
RP12657,LN11644,1522.15,2024-07-21 13:50:12
RP12658,LN11815,18199.09,2022-11-07 23:50:34
RP12659,LN10592,12965.88,2023-08-08 08:49:17
RP12660,LN10408,13995.7,2025-01-09 02:42:18
RP12661,LN10962,14321.54,2022-05-22 15:44:47
RP12662,LN11573,11201.74,2025-01-24 04:42:09
RP12663,LN10242,3125.31,2025-10-02 05:59:15
RP12664,LN11913,8973.72,2022-01-15 07:57:42
RP12665,LN11167,15231.63,2022-02-07 18:48:31
RP12666,LN10314,19662.47,2022-05-24 16:33:03
RP12667,LN10937,6855.65,2023-12-30 01:19:37
RP12668,LN11796,13117.64,2022-04-17 23:16:24
RP12669,LN10997,19674.79,2022-07-14 08:33:05
RP12670,LN11901,11912.77,2023-06-05 21:10:56
RP12671,LN10900,16290.98,2022-01-14 19:45:47
RP12672,LN10320,12230.26,2023-08-11 01:46:14
RP12673,LN11304,9237.05,2023-08-10 13:13:25
RP12674,LN10608,13848.76,2025-01-09 11:34:21
RP12675,LN10386,17396.72,2025-08-13 19:44:23
RP12676,LN10505,15869.67,2022-01-08 20:21:16
RP12677,LN10774,17658.14,2024-01-26 05:48:15
RP12678,LN11092,19078.41,2022-07-22 13:59:37
RP12679,LN11316,15161.13,2024-02-19 21:25:15
RP12680,LN11511,16927.78,2025-05-23 13:09:00
RP12681,LN10893,6000.88,2024-01-11 22:22:52
RP12682,LN11071,3994.26,2023-06-03 10:23:22
RP12683,LN10603,8316.26,2025-01-14 00:01:46
RP12684,LN10748,6897.53,2025-04-16 23:17:05
RP12685,LN10984,8866.9,2024-02-14 21:13:28
RP12686,LN10078,3687.81,2023-07-01 00:31:30
RP12687,LN10250,8990.35,2023-03-23 09:58:44
RP12688,LN11118,16582.52,2024-11-06 14:31:44
RP12689,LN10674,1967.51,2024-05-06 06:33:13
RP12690,LN11139,5833.39,2022-12-10 10:05:11
RP12691,LN10524,8511.72,2024-11-25 22:44:14
RP12692,LN11042,12030.76,2024-09-13 11:40:27
RP12693,LN11613,9270.18,2025-04-28 22:02:48
RP12694,LN10935,1641.34,2022-02-06 01:04:31
RP12695,LN10851,13122.39,2023-04-28 11:12:46
RP12696,LN10371,14538.56,2023-02-01 09:47:42
RP12697,LN10121,3180.83,2022-10-29 18:50:32
RP12698,LN11785,1266.53,2024-07-12 06:53:45
RP12699,LN11381,11525.96,2023-10-10 14:13:14
RP12700,LN11139,17469.75,2025-09-23 22:50:33
RP12701,LN11983,15223.81,2023-03-14 12:02:35
RP12702,LN11748,10535.82,2025-03-11 07:16:31
RP12703,LN10654,7654.43,2025-01-05 19:13:08
RP12704,LN11597,1481.55,2022-05-03 09:35:09
RP12705,LN10732,15884.07,2024-11-06 05:08:28
RP12706,LN10986,5313.46,2023-05-07 04:11:35
RP12707,LN10410,19771.44,2022-04-27 04:34:57
RP12708,LN11455,2366.88,2025-03-04 03:34:14
RP12709,LN10680,17884.14,2025-02-22 17:22:01
RP12710,LN11862,5692.52,2023-02-23 11:03:23
RP12711,LN11320,18125.29,2022-07-16 20:37:50
RP12712,LN11400,9285.86,2023-05-27 17:23:56
RP12713,LN11964,5389.06,2025-09-07 08:10:32
RP12714,LN11444,3035.89,2023-08-30 22:06:12
RP12715,LN10942,3376.95,2022-07-26 20:43:29
RP12716,LN11375,18898.97,2022-06-12 13:53:27
RP12717,LN11083,6387.24,2024-07-03 19:21:51
RP12718,LN10739,19469.45,2022-03-17 11:32:29
RP12719,LN10290,16806.72,2024-07-14 19:46:31
RP12720,LN10402,15042.57,2023-01-17 06:37:31
RP12721,LN10616,14647.91,2023-03-24 10:56:50
RP12722,LN10091,17916.55,2023-04-19 09:23:49
RP12723,LN11030,5289.21,2022-08-19 11:05:13
RP12724,LN10851,18170.01,2025-04-17 13:18:24
RP12725,LN10941,9529.19,2025-01-25 08:31:51
RP12726,LN11712,15313.43,2023-08-27 05:19:52
RP12727,LN11127,16003.23,2024-11-22 15:28:23
RP12728,LN10113,16917.69,2022-05-09 03:22:30
RP12729,LN11431,9546.22,2024-01-25 06:50:39
RP12730,LN10860,5802.02,2025-03-12 20:09:59
RP12731,LN10269,17486.81,2023-01-28 06:54:23
RP12732,LN11946,2189.91,2024-11-12 01:02:10
RP12733,LN10994,11934.86,2025-06-28 10:13:23
RP12734,LN11399,15565.04,2025-09-03 13:03:17
RP12735,LN10741,17651.96,2025-07-17 04:39:04
RP12736,LN11588,3287.54,2023-02-08 13:27:20
RP12737,LN10964,9847.9,2022-07-22 00:01:22
RP12738,LN11424,14153.06,2024-05-19 17:52:40
RP12739,LN11125,18247.64,2024-02-20 14:33:26
RP12740,LN10843,12984.82,2022-09-26 15:39:44
RP12741,LN10126,5532.58,2024-02-03 10:13:19
RP12742,LN10387,3607.11,2023-09-24 00:39:44
RP12743,LN10844,8763.94,2025-01-28 13:09:20
RP12744,LN10774,4238.61,2024-10-15 02:54:48
RP12745,LN10179,14335.93,2022-04-22 19:53:42
RP12746,LN10894,11014.7,2023-01-12 20:21:56
RP12747,LN11588,5653.92,2022-05-13 21:45:55
RP12748,LN11892,12749.69,2025-01-25 04:53:59
RP12749,LN10747,2796.96,2023-12-07 02:43:55
RP12750,LN11380,12974.58,2024-12-16 09:28:38
RP12751,LN10107,13684.85,2023-06-10 11:11:40
RP12752,LN10800,1320.54,2022-02-24 04:11:10
RP12753,LN11717,13748.34,2024-09-16 02:56:49
