loan_id,customer_id,loan_amount,loan_type,status,applied_date
LN10379,CUST1293,743724.08,Education,Pending,2022-10-01 02:01:28
LN10380,CUST5419,534708.49,Home,Pending,2022-11-02 23:58:04
LN10381,CUST5504,434187.05,Education,Rejected,2022-07-17 13:47:02
LN10382,CUST5799,97489.87,Personal,Approved,2024-06-11 03:14:58
LN10383,CUST2705,410437.32,Education,Approved,2025-04-08 04:17:12
LN10384,CUST5269,536237.79,Education,Rejected,2023-08-08 00:06:28
LN10385,CUST3565,339490.53,Personal,Rejected,2022-06-19 04:41:25
LN10386,CUST3778,399169.17,Education,Pending,2022-08-09 03:43:42
LN10387,CUST2096,380614.44,Auto,Rejected,2023-05-18 00:52:46
LN10388,CUST4128,570966.63,Education,Pending,2022-05-10 05:51:38
LN10389,CUST5028,963429.55,Home,Approved,2022-03-09 03:44:16
LN10390,CUST5312,236260.2,Education,Approved,2023-01-21 16:39:56
LN10391,CUST3866,386730.86,Auto,Pending,2022-04-24 08:09:59
LN10392,CUST2398,996019.34,Auto,Approved,2023-09-25 18:17:31
LN10393,CUST3246,415346.65,Personal,Pending,2023-12-12 23:42:10
LN10394,CUST4366,797864.15,Home,Approved,2025-07-17 10:53:58
LN10395,CUST2667,424421.92,Personal,Rejected,2022-02-10 08:11:11
LN10396,CUST4399,518013.89,Education,Pending,2024-04-22 14:21:01
LN10397,CUST1504,783836.79,Home,Pending,2023-09-26 05:45:53
LN10398,CUST3134,574151.83,Home,Approved,2022-07-08 23:57:14
LN10399,CUST5379,499097.75,Home,Pending,2025-02-22 02:57:32
LN10400,CUST5833,180175.15,Education,Approved,2024-03-23 18:45:11
LN10401,CUST2206,999053.3,Auto,Pending,2024-07-19 14:07:31
LN10402,CUST1515,227670.2,Education,Pending,2022-03-23 09:28:21
LN10403,CUST2415,478090.6,Auto,Approved,2024-01-10 18:04:10
LN10404,CUST2984,643474.25,Home,Pending,2024-10-08 06:24:27
LN10405,CUST5175,99818.41,Education,Approved,2024-05-23 07:31:09
LN10406,CUST5924,227391.54,Personal,Approved,2023-12-18 23:24:16
LN10407,CUST1025,811573.59,Home,Approved,2023-12-14 07:36:29
LN10408,CUST2899,662358.97,Education,Approved,2022-06-10 19:25:52
LN10409,CUST3942,435855.13,Education,Rejected,2024-06-23 03:21:30
LN10410,CUST5531,632022.01,Personal,Approved,2024-09-12 17:42:16
LN10411,CUST2580,471390.97,Auto,Rejected,2024-04-18 14:10:15
LN10412,CUST2145,557180.71,Home,Pending,2023-05-03 14:11:30
LN10413,CUST3211,458683.42,Education,Pending,2024-04-19 13:03:34
LN10414,CUST3853,92768.65,Home,Pending,2024-04-14 10:59:17
LN10415,CUST3708,360950.61,Auto,Rejected,2025-08-23 01:44:28
LN10416,CUST1710,525356.08,Education,Pending,2025-03-19 23:36:07
LN10417,CUST1172,511911.61,Auto,Approved,2025-05-03 01:32:40
LN10418,CUST3452,110003.19,Home,Rejected,2025-09-20 20:49:14
LN10419,CUST3964,791392.36,Home,Approved,2023-10-25 23:19:53
LN10420,CUST2073,408211.74,Education,Pending,2024-10-15 15:17:40
LN10421,CUST5123,869299.9,Education,Pending,2023-10-18 15:42:35
LN10422,CUST1751,437908.01,Home,Rejected,2022-04-28 08:16:24
LN10423,CUST2620,829586.66,Education,Pending,2023-08-05 18:23:48
LN10424,CUST2097,295581.69,Auto,Pending,2025-09-28 23:03:23
LN10425,CUST4654,951424.55,Home,Rejected,2025-03-28 16:07:28
LN10426,CUST5246,257340.06,Auto,Rejected,2025-04-16 21:28:47
LN10427,CUST3614,219571.11,Auto,Approved,2025-02-03 05:17:48
LN10428,CUST1636,286975.39,Education,Pending,2023-02-02 22:37:44
LN10429,CUST4941,135162.91,Auto,Rejected,2023-07-16 11:38:23
LN10430,CUST4352,214884.65,Personal,Pending,2023-07-05 13:19:58
LN10431,CUST2550,136186.97,Home,Approved,2022-02-28 01:42:10
LN10432,CUST1602,238072.2,Personal,Rejected,2023-05-01 17:34:21
LN10433,CUST4912,184873.27,Auto,Rejected,2024-08-27 19:15:09
LN10434,CUST4780,785304.73,Auto,Pending,2025-10-09 18:25:36
LN10435,CUST1856,621337.12,Personal,Pending,2023-05-20 12:45:19
LN10436,CUST5430,330787.72,Education,Rejected,2023-05-02 12:12:29
LN10437,CUST5558,94963.6,Auto,Rejected,2025-03-12 22:44:31
LN10438,CUST4813,780089.78,Auto,Approved,2022-02-12 01:38:00
LN10439,CUST1151,800512.63,Auto,Rejected,2022-05-21 00:26:10
LN10440,CUST2828,899536.52,Education,Rejected,2023-12-06 06:20:54
LN10441,CUST2613,506460.79,Auto,Pending,2023-11-02 15:18:56
LN10442,CUST3544,930300.84,Auto,Rejected,2023-05-07 23:50:30
LN10443,CUST5062,770525.51,Education,Pending,2024-02-06 11:29:19
LN10444,CUST2822,54350.55,Personal,Rejected,2024-03-02 14:16:05
LN10445,CUST4177,781745.03,Home,Rejected,2024-12-06 14:14:27
LN10446,CUST5884,986043.39,Education,Rejected,2023-03-28 11:33:43
LN10447,CUST2196,762492.05,Home,Approved,2024-09-10 05:50:32
LN10448,CUST4668,967159.1,Personal,Approved,2024-07-27 03:59:02
LN10449,CUST1800,566442.04,Personal,Approved,2023-08-25 09:55:46
LN10450,CUST1224,423816.54,Auto,Approved,2025-03-29 12:59:24
LN10451,CUST5028,574845.35,Auto,Rejected,2024-11-10 23:48:12
LN10452,CUST3141,51813.41,Home,Approved,2024-07-04 16:56:21
LN10453,CUST5751,513787.94,Personal,Pending,2024-06-20 02:01:26
LN10454,CUST1312,667247.54,Education,Approved,2023-11-29 14:03:13
LN10455,CUST1244,601836.9,Education,Rejected,2024-06-29 02:44:19
LN10456,CUST4108,409491.89,Education,Pending,2024-09-12 04:40:22
LN10457,CUST3777,960667.17,Personal,Rejected,2022-12-08 04:42:14
LN10458,CUST5516,805418.12,Home,Rejected,2025-02-05 22:27:26
LN10459,CUST5363,853654.57,Personal,Rejected,2023-08-20 09:39:56
LN10460,CUST4373,423382.19,Home,Rejected,2024-03-04 19:11:24
LN10461,CUST1555,166691.87,Home,Rejected,2024-02-03 09:08:32
LN10462,CUST3627,237662.97,Personal,Rejected,2022-09-18 11:24:35
LN10463,CUST2779,466070.5,Education,Pending,2024-03-01 13:42:01
LN10464,CUST1534,330364.1,Auto,Pending,2023-12-15 23:41:21
LN10465,CUST1530,439176.53,Auto,Pending,2025-07-17 10:24:31
LN10466,CUST5220,278068.38,Education,Rejected,2024-04-04 21:35:26
LN10467,CUST2747,997363.15,Education,Approved,2025-09-06 22:53:16
LN10468,CUST5614,354768.63,Education,Pending,2024-09-17 12:46:14
LN10469,CUST3079,259473.32,Home,Approved,2024-02-22 09:00:16
LN10470,CUST2990,781605.91,Auto,Approved,2025-07-08 00:55:47
LN10471,CUST3343,450075.06,Education,Rejected,2023-12-14 01:17:50
LN10472,CUST2541,162597.7,Auto,Rejected,2023-02-22 18:37:25
LN10473,CUST2951,177611.22,Personal,Pending,2023-08-18 01:49:24
LN10474,CUST3952,521179.63,Personal,Pending,2023-04-03 21:29:11
LN10475,CUST5395,453412.05,Auto,Pending,2025-04-13 13:27:25
LN10476,CUST4888,409894.19,Personal,Pending,2023-01-19 20:54:38
LN10477,CUST3713,728975.23,Home,Rejected,2024-10-29 17:27:02
LN10478,CUST5826,909728.78,Personal,Rejected,2025-03-11 19:30:17
LN10479,CUST3257,645850.02,Home,Approved,2022-02-02 10:59:53
LN10480,CUST2058,594305.49,Auto,Approved,2025-08-20 03:37:42
LN10481,CUST1983,487498.5,Auto,Rejected,2025-06-15 15:14:15
LN10482,CUST2427,654456.64,Personal,Pending,2024-02-11 20:27:07
LN10483,CUST4892,905264.18,Education,Rejected,2022-05-04 06:37:53
LN10484,CUST4307,285227.07,Education,Rejected,2025-02-13 12:53:15
LN10485,CUST5021,937684.69,Education,Pending,2024-04-19 14:57:40
LN10486,CUST4407,867960.21,Personal,Rejected,2024-06-01 02:50:35
LN10487,CUST4664,468614.9,Personal,Rejected,2023-02-12 14:41:00
LN10488,CUST2639,95288.94,Home,Approved,2022-01-10 22:37:22
LN10489,CUST1081,647278.73,Auto,Approved,2023-06-02 21:38:45
LN10490,CUST2034,218979.48,Personal,Approved,2023-11-05 06:49:45
LN10491,CUST5343,93496.67,Education,Approved,2025-09-04 20:12:24
LN10492,CUST2129,397546.15,Education,Pending,2024-01-23 03:57:15
LN10493,CUST5981,864687.09,Personal,Rejected,2023-09-26 15:31:45
LN10494,CUST2946,187450.09,Personal,Rejected,2023-02-16 01:51:28
LN10495,CUST4454,933273.21,Education,Approved,2025-08-14 19:44:25
LN10496,CUST2836,111290.41,Home,Rejected,2025-05-10 13:44:23
LN10497,CUST4004,65596.95,Personal,Rejected,2025-07-06 03:45:46
LN10498,CUST1382,134432.84,Home,Approved,2024-01-18 22:28:03
LN10499,CUST2268,373348.96,Home,Pending,2023-12-17 10:32:40
LN10500,CUST5715,597150.18,Personal,Rejected,2025-07-17 03:44:48
LN10501,CUST1356,907824.36,Education,Pending,2022-04-14 15:30:35
LN10502,CUST3416,787359.34,Home,Rejected,2025-04-14 11:09:03
LN10503,CUST2272,873958.33,Auto,Rejected,2024-06-03 01:18:07
LN10504,CUST3138,926315.56,Home,Approved,2023-10-05 20:40:37
LN10505,CUST5932,360942.31,Auto,Rejected,2022-05-23 08:50:26
LN10506,CUST5435,442597.55,Auto,Approved,2023-05-03 11:49:16
LN10507,CUST3628,941291.46,Home,Approved,2022-04-20 02:43:10
LN10508,CUST4509,854336.52,Home,Pending,2022-12-23 11:44:02
LN10509,CUST2700,158085.42,Auto,Pending,2025-10-31 10:55:51
LN10510,CUST2148,219248.53,Home,Approved,2025-04-09 06:50:14
LN10511,CUST2590,924583.24,Personal,Rejected,2022-11-30 23:01:32
LN10512,CUST5207,323624.05,Education,Rejected,2023-07-20 13:52:42
LN10513,CUST5162,294046.82,Home,Rejected,2024-08-07 20:44:57
LN10514,CUST5344,887945.07,Personal,Approved,2025-07-28 00:35:00
LN10515,CUST1475,584255.04,Home,Rejected,2023-03-01 12:52:49
LN10516,CUST5592,562119.45,Home,Rejected,2025-07-07 07:44:30
LN10517,CUST3178,450121.23,Education,Rejected,2023-09-03 14:19:33
LN10518,CUST3684,682008.46,Home,Pending,2024-01-31 04:54:01
LN10519,CUST2284,396757.72,Education,Rejected,2023-08-06 04:09:01
LN10520,CUST5303,984419.65,Auto,Pending,2023-09-22 15:17:34
LN10521,CUST5714,435328.62,Education,Pending,2024-11-05 16:29:13
LN10522,CUST5018,241901.61,Auto,Approved,2022-09-22 13:46:53
LN10523,CUST5882,113576.01,Home,Rejected,2023-07-09 19:00:05
LN10524,CUST2992,618011.38,Personal,Rejected,2023-05-26 05:36:27
LN10525,CUST2818,677418.65,Education,Rejected,2022-08-12 17:38:53
LN10526,CUST1920,430487.34,Auto,Rejected,2025-08-02 07:47:23
LN10527,CUST3604,951374.93,Personal,Rejected,2025-04-11 14:45:56
LN10528,CUST1565,94849.17,Auto,Rejected,2024-03-25 05:40:24
LN10529,CUST2125,557005.65,Education,Rejected,2025-10-09 23:48:02
LN10530,CUST2689,757277.27,Auto,Rejected,2025-03-02 00:45:57
LN10531,CUST3848,478579.62,Auto,Rejected,2024-01-12 05:23:19
LN10532,CUST4483,660328.54,Auto,Rejected,2025-07-22 03:17:04
LN10533,CUST1656,836506.87,Personal,Pending,2023-05-22 13:59:58
LN10534,CUST5114,754891.74,Personal,Pending,2022-10-18 10:17:15
LN10535,CUST1856,567945.66,Home,Pending,2024-11-14 10:47:32
LN10536,CUST3343,952138.3,Auto,Pending,2025-07-22 20:38:41
LN10537,CUST2651,998639.45,Auto,Approved,2025-10-06 01:02:22
LN10538,CUST5030,610782.59,Home,Approved,2025-10-16 12:20:39
LN10539,CUST4117,142704.22,Auto,Rejected,2024-03-18 07:32:40
LN10540,CUST2174,278001.25,Home,Rejected,2024-02-14 21:01:34
LN10541,CUST1786,784327.45,Education,Rejected,2024-03-08 02:09:17
LN10542,CUST5920,455745.93,Education,Rejected,2024-01-21 13:02:55
LN10543,CUST3383,639889.78,Home,Approved,2023-03-06 18:19:51
LN10544,CUST5044,86186.58,Personal,Approved,2025-08-22 12:10:35
LN10545,CUST4291,989929.75,Auto,Rejected,2024-01-02 09:15:38
LN10546,CUST3758,452091.31,Personal,Approved,2022-10-21 16:12:22
LN10547,CUST1749,788148.09,Home,Rejected,2022-08-19 21:38:46
LN10548,CUST5040,761451.54,Home,Pending,2025-06-29 01:55:36
LN10549,CUST3123,503308.58,Education,Approved,2023-08-10 05:12:56
LN10550,CUST3019,826597.98,Personal,Pending,2023-02-13 20:17:04
LN10551,CUST1929,366749.98,Auto,Rejected,2022-11-11 21:18:21
LN10552,CUST1383,103397.26,Personal,Approved,2023-07-08 16:11:55
LN10553,CUST4929,406935.44,Personal,Pending,2022-12-27 01:47:25
LN10554,CUST1895,608216.13,Education,Pending,2023-04-15 16:27:07
LN10555,CUST1070,96907.82,Auto,Approved,2025-07-03 13:46:55
LN10556,CUST5349,691152.99,Education,Rejected,2024-02-04 05:00:20
LN10557,CUST1582,964197.9,Education,Approved,2022-05-12 15:56:24
LN10558,CUST3468,263207.93,Personal,Approved,2025-06-09 00:19:34
LN10559,CUST1235,96901.09,Personal,Approved,2025-02-27 02:42:51
LN10560,CUST1845,128276.92,Education,Approved,2023-01-06 14:30:09
LN10561,CUST2082,104701.33,Home,Pending,2024-01-19 17:48:42
LN10562,CUST3335,906583.83,Home,Rejected,2024-12-01 13:12:06
LN10563,CUST2485,224818.29,Personal,Rejected,2025-09-17 11:27:28
LN10564,CUST3941,343722.87,Auto,Pending,2024-07-24 21:42:34
LN10565,CUST4006,931022.49,Personal,Approved,2022-05-22 16:31:18
LN10566,CUST5240,117388.98,Education,Approved,2024-09-23 23:26:35
LN10567,CUST2336,629393.9,Personal,Pending,2023-05-14 18:26:37
LN10568,CUST3110,296921.25,Home,Rejected,2022-07-09 16:36:13
LN10569,CUST4237,941242.45,Personal,Pending,2024-11-04 15:09:04
LN10570,CUST1613,51597.49,Auto,Pending,2022-05-29 17:29:54
LN10571,CUST3488,471500.09,Auto,Pending,2022-10-13 03:41:35
LN10572,CUST2124,939725.57,Home,Approved,2023-04-23 17:37:47
LN10573,CUST4281,637722.0,Home,Approved,2023-09-17 02:17:15
LN10574,CUST4382,314158.82,Auto,Approved,2022-12-16 01:38:46
LN10575,CUST3215,725576.83,Education,Rejected,2023-06-30 05:48:41
LN10576,CUST4295,653640.03,Auto,Approved,2024-12-11 15:38:40
LN10577,CUST5697,340388.12,Auto,Approved,2022-12-24 20:11:24
LN10578,CUST3417,977919.68,Education,Approved,2022-05-29 09:04:57
LN10579,CUST4776,886687.44,Personal,Rejected,2023-01-28 02:26:19
LN10580,CUST5937,742028.31,Education,Approved,2025-01-08 08:49:27
LN10581,CUST3684,550199.78,Education,Pending,2025-01-24 05:47:25
LN10582,CUST2934,298464.52,Personal,Pending,2024-02-05 06:27:39
LN10583,CUST2317,384912.56,Auto,Pending,2022-04-07 06:40:41
LN10584,CUST4856,492623.8,Home,Approved,2024-11-22 02:36:42
LN10585,CUST1772,60561.32,Personal,Approved,2023-03-15 19:05:27
LN10586,CUST5348,624867.05,Home,Approved,2022-10-10 11:06:37
LN10587,CUST3269,100187.32,Education,Rejected,2024-09-29 03:28:35
LN10588,CUST4119,462065.5,Personal,Approved,2023-03-30 21:19:26
LN10589,CUST1059,684077.44,Auto,Pending,2024-05-26 15:43:30
LN10590,CUST5216,471343.68,Education,Pending,2024-08-13 00:30:12
LN10591,CUST3825,379149.72,Personal,Approved,2025-03-30 00:54:24
LN10592,CUST3552,265331.57,Home,Pending,2022-10-21 17:44:45
LN10593,CUST4674,101584.78,Home,Approved,2022-05-08 11:54:24
LN10594,CUST5886,356396.84,Auto,Pending,2024-01-13 19:01:30
LN10595,CUST1912,589793.82,Personal,Rejected,2025-06-21 04:46:19
LN10596,CUST4301,319354.2,Auto,Pending,2024-04-13 10:02:21
LN10597,CUST5966,731507.59,Personal,Approved,2022-04-06 21:17:30
LN10598,CUST5480,452187.57,Education,Pending,2022-01-05 01:16:35
LN10599,CUST1619,458830.56,Home,Rejected,2022-06-18 04:47:47
LN10600,CUST4236,341286.62,Education,Pending,2022-12-06 21:34:29
LN10601,CUST3948,766660.71,Personal,Approved,2022-11-21 02:19:08
LN10602,CUST5546,377493.74,Education,Rejected,2024-03-07 23:09:05
LN10603,CUST5098,363885.58,Home,Pending,2022-05-10 04:01:11
LN10604,CUST3051,801912.24,Home,Pending,2023-07-16 13:58:58
LN10605,CUST1617,397920.88,Auto,Approved,2024-08-01 02:22:13
LN10606,CUST5131,54528.96,Education,Pending,2022-04-30 00:03:02
LN10607,CUST4687,509583.96,Auto,Pending,2025-05-19 19:22:14
LN10608,CUST5616,169317.18,Auto,Approved,2025-07-24 01:13:43
LN10609,CUST5331,976543.02,Personal,Pending,2022-02-07 16:55:29
LN10610,CUST1376,945277.72,Education,Rejected,2023-10-22 15:00:26
LN10611,CUST5687,901830.95,Home,Approved,2023-10-16 13:38:13
LN10612,CUST4231,881028.22,Auto,Rejected,2024-04-26 01:03:20
LN10613,CUST1361,907536.25,Auto,Rejected,2023-04-26 07:04:28
LN10614,CUST3929,727564.24,Auto,Rejected,2023-03-23 12:03:18
LN10615,CUST5344,91715.93,Auto,Approved,2024-12-24 14:35:00
LN10616,CUST4273,907673.76,Auto,Pending,2025-06-15 08:17:34
LN10617,CUST1368,195843.83,Home,Pending,2025-10-20 05:05:55
LN10618,CUST1164,277493.5,Auto,Approved,2024-04-10 08:31:13
LN10619,CUST3629,847074.93,Education,Approved,2022-04-24 07:23:01
LN10620,CUST3577,644629.83,Education,Rejected,2022-07-04 04:31:16
LN10621,CUST3928,436088.59,Personal,Pending,2023-11-21 08:35:32
LN10622,CUST2044,824778.34,Personal,Pending,2024-08-10 00:10:52
LN10623,CUST1779,378425.36,Auto,Rejected,2022-04-08 19:35:37
LN10624,CUST5493,443556.89,Home,Pending,2023-11-25 08:16:13
LN10625,CUST3849,65050.7,Auto,Approved,2025-10-22 08:05:50
LN10626,CUST2654,767249.31,Home,Rejected,2025-05-10 20:48:47
LN10627,CUST3501,217779.2,Personal,Rejected,2022-07-21 12:06:38
LN10628,CUST5275,221796.54,Home,Approved,2022-02-22 18:42:53
LN10629,CUST5442,103293.04,Personal,Approved,2022-10-04 06:53:33
LN10630,CUST5213,643704.09,Personal,Approved,2024-07-04 19:23:35
LN10631,CUST1378,328167.53,Education,Approved,2022-07-26 08:44:45
LN10632,CUST2674,291752.38,Education,Rejected,2024-01-24 09:29:13
LN10633,CUST5343,358707.91,Home,Approved,2025-08-22 02:06:57
LN10634,CUST4564,588814.68,Education,Pending,2024-09-07 02:46:29
LN10635,CUST2238,954508.33,Personal,Approved,2024-11-10 19:53:36
LN10636,CUST1068,907544.22,Education,Approved,2023-07-03 11:54:46
LN10637,CUST2904,76082.15,Auto,Approved,2024-06-19 04:29:49
LN10638,CUST4550,339096.83,Auto,Rejected,2025-06-10 06:43:12
LN10639,CUST5338,421154.29,Home,Rejected,2023-10-01 21:16:37
LN10640,CUST4958,55313.77,Education,Approved,2022-03-05 20:04:39
LN10641,CUST5162,938322.76,Personal,Rejected,2022-07-14 05:54:33
LN10642,CUST4640,514035.16,Personal,Pending,2023-03-21 11:49:23
LN10643,CUST2628,601045.6,Auto,Pending,2025-10-29 20:23:58
LN10644,CUST3995,216904.84,Personal,Pending,2023-07-16 03:09:55
LN10645,CUST2697,363775.68,Auto,Pending,2022-03-30 20:16:17
LN10646,CUST5958,748986.45,Personal,Rejected,2022-12-24 09:35:52
LN10647,CUST2356,58663.31,Personal,Pending,2024-09-06 03:37:57
LN10648,CUST1299,192124.97,Auto,Rejected,2024-02-24 02:45:37
LN10649,CUST5974,89729.33,Personal,Rejected,2024-08-02 19:41:53
LN10650,CUST5219,471934.1,Auto,Approved,2025-02-17 22:17:31
LN10651,CUST3165,218056.65,Auto,Approved,2025-04-26 20:14:09
LN10652,CUST5717,516718.3,Home,Pending,2023-07-07 06:48:08
LN10653,CUST2174,733368.72,Auto,Approved,2022-10-16 09:46:41
LN10654,CUST4152,315934.37,Auto,Pending,2022-03-10 00:47:40
LN10655,CUST4183,409952.64,Auto,Pending,2023-11-19 06:55:59
LN10656,CUST3421,128544.85,Home,Approved,2025-02-02 13:24:32
LN10657,CUST4540,721418.01,Home,Approved,2024-03-07 00:38:37
LN10658,CUST2473,473334.6,Education,Pending,2022-04-12 07:33:05
LN10659,CUST2359,559798.38,Home,Rejected,2022-07-25 03:53:10
LN10660,CUST2488,335100.32,Personal,Approved,2023-10-13 01:02:15
LN10661,CUST1808,420010.89,Auto,Rejected,2025-02-16 05:06:10
LN10662,CUST3933,196921.89,Auto,Rejected,2023-03-08 14:01:47
LN10663,CUST1098,83580.72,Education,Approved,2022-12-30 06:20:05
LN10664,CUST3776,644373.7,Home,Pending,2025-07-10 04:53:30
LN10665,CUST1537,102203.2,Personal,Rejected,2025-06-24 10:41:47
LN10666,CUST2131,559597.97,Personal,Pending,2022-11-08 01:25:10
LN10667,CUST1827,98067.66,Auto,Approved,2023-07-24 18:39:25
LN10668,CUST3805,756585.09,Auto,Approved,2024-01-21 00:56:08
LN10669,CUST5256,104656.2,Personal,Approved,2022-04-03 15:52:23
LN10670,CUST3641,953968.4,Personal,Rejected,2023-05-20 10:25:15
LN10671,CUST5592,483465.24,Education,Rejected,2022-06-07 11:16:12
LN10672,CUST4031,304089.65,Education,Pending,2024-05-19 13:48:19
LN10673,CUST1013,202859.63,Home,Approved,2024-08-04 17:57:03
LN10674,CUST5887,518626.23,Auto,Approved,2022-05-05 21:16:55
LN10675,CUST1359,612088.25,Home,Approved,2023-05-14 21:07:36
LN10676,CUST4894,97156.5,Home,Pending,2025-02-05 14:10:22
LN10677,CUST3116,936012.65,Education,Pending,2023-12-23 00:46:27
LN10678,CUST5280,422406.93,Personal,Approved,2025-04-16 05:45:00
LN10679,CUST2753,798920.79,Personal,Rejected,2024-06-06 23:23:14
LN10680,CUST2720,390063.21,Home,Rejected,2022-09-17 23:21:25
LN10681,CUST3402,441677.82,Home,Approved,2023-01-12 17:45:24
LN10682,CUST2322,106774.56,Education,Rejected,2025-07-27 15:09:34
LN10683,CUST3934,404775.69,Auto,Approved,2022-07-02 09:22:24
LN10684,CUST3424,302542.33,Personal,Approved,2025-02-27 05:43:53
LN10685,CUST5509,795176.22,Education,Approved,2024-06-18 00:39:36
LN10686,CUST5645,254059.4,Education,Approved,2023-01-06 04:14:18
LN10687,CUST4137,965589.42,Auto,Approved,2025-10-22 13:35:16
LN10688,CUST4400,742809.72,Auto,Pending,2024-01-10 13:19:29
LN10689,CUST3752,594269.78,Auto,Pending,2025-06-10 21:58:19
LN10690,CUST3388,462976.37,Education,Rejected,2025-02-07 08:20:25
LN10691,CUST4482,662837.35,Personal,Approved,2022-10-11 10:02:38
LN10692,CUST3294,960508.85,Auto,Approved,2024-07-03 11:44:47
LN10693,CUST2907,986988.54,Personal,Rejected,2022-02-05 19:55:54
LN10694,CUST3155,79291.64,Home,Rejected,2023-12-13 09:16:06
LN10695,CUST4216,554620.98,Auto,Rejected,2022-03-11 16:45:58
LN10696,CUST1382,513557.08,Auto,Pending,2023-08-01 02:20:42
LN10697,CUST4191,856612.46,Personal,Rejected,2025-06-01 03:07:23
LN10698,CUST4894,876547.22,Auto,Pending,2024-05-23 01:35:06
LN10699,CUST4806,662294.86,Personal,Pending,2022-04-30 17:44:30
LN10700,CUST3649,563207.04,Personal,Pending,2022-02-28 05:18:28
LN10701,CUST4907,95486.63,Education,Pending,2024-10-23 08:37:37
LN10702,CUST3826,841908.7,Education,Pending,2022-02-13 13:37:28
LN10703,CUST5982,148583.63,Home,Pending,2023-10-24 18:20:47
LN10704,CUST3146,768565.77,Auto,Approved,2024-08-30 03:03:09
LN10705,CUST4150,432257.14,Personal,Pending,2023-04-11 06:17:20
LN10706,CUST3975,562544.88,Personal,Rejected,2022-04-30 15:00:57
LN10707,CUST3668,201512.89,Personal,Pending,2025-02-10 08:14:42
LN10708,CUST3807,111450.61,Education,Rejected,2024-05-01 11:37:02
LN10709,CUST2349,877964.06,Personal,Approved,2025-09-25 16:21:25
LN10710,CUST1342,184425.9,Auto,Rejected,2023-07-27 12:09:49
LN10711,CUST1663,239008.83,Personal,Approved,2024-12-08 18:12:12
LN10712,CUST1973,81436.26,Education,Pending,2024-06-06 16:36:23
LN10713,CUST2618,353494.44,Education,Pending,2022-01-16 14:19:52
LN10714,CUST2264,379692.33,Personal,Approved,2025-02-09 16:23:27
LN10715,CUST4225,437592.57,Home,Rejected,2025-07-31 06:07:41
LN10716,CUST2130,584916.05,Education,Rejected,2025-03-06 12:31:31
LN10717,CUST4486,830856.06,Auto,Approved,2024-11-22 03:54:55
LN10718,CUST3842,610491.52,Home,Approved,2025-06-10 11:23:00
LN10719,CUST2908,699108.69,Personal,Pending,2022-12-17 20:03:06
LN10720,CUST4858,592927.46,Education,Approved,2025-07-27 12:11:35
LN10721,CUST4867,834556.6,Home,Pending,2025-04-08 01:01:46
LN10722,CUST1874,466614.42,Education,Rejected,2024-12-09 14:06:31
LN10723,CUST4829,358386.29,Personal,Rejected,2025-08-25 11:53:03
LN10724,CUST2079,601471.64,Home,Pending,2024-11-26 12:05:59
LN10725,CUST4245,438892.22,Education,Rejected,2022-11-29 16:00:09
LN10726,CUST2421,490132.93,Auto,Pending,2022-09-07 21:41:16
LN10727,CUST4176,529079.93,Education,Pending,2022-03-03 00:55:32
LN10728,CUST5933,495389.85,Home,Approved,2022-10-08 10:27:24
LN10729,CUST3684,305066.63,Auto,Approved,2022-11-07 13:54:28
LN10730,CUST1902,427778.86,Personal,Approved,2024-01-04 11:22:12
LN10731,CUST2487,955833.74,Personal,Pending,2024-04-01 01:45:58
LN10732,CUST1248,443835.22,Education,Pending,2025-08-30 15:18:57
LN10733,CUST5770,234705.18,Personal,Approved,2023-10-28 22:40:21
LN10734,CUST5602,88246.23,Personal,Approved,2023-01-17 13:22:12
LN10735,CUST5510,558428.86,Personal,Pending,2022-01-08 05:44:04
LN10736,CUST5935,686242.17,Personal,Approved,2022-06-23 22:50:13
LN10737,CUST3921,533885.23,Personal,Pending,2023-03-29 22:02:22
LN10738,CUST5909,661825.17,Home,Rejected,2022-10-05 22:30:21
LN10739,CUST4152,385849.94,Auto,Pending,2025-03-10 02:04:04
LN10740,CUST5662,114971.59,Home,Rejected,2022-04-27 05:41:21
LN10741,CUST3042,448771.39,Auto,Rejected,2024-09-04 00:16:58
LN10742,CUST2316,540764.13,Education,Pending,2022-05-27 15:44:12
LN10743,CUST2306,771557.31,Home,Rejected,2024-01-20 06:51:43
LN10744,CUST3687,925988.76,Personal,Approved,2024-01-13 13:35:55
LN10745,CUST3587,737140.89,Personal,Approved,2024-12-31 01:27:01
LN10746,CUST5333,616234.39,Education,Approved,2022-11-28 12:03:19
LN10747,CUST1513,194436.35,Personal,Rejected,2023-02-22 09:49:59
LN10748,CUST3487,62326.5,Personal,Pending,2024-12-13 14:40:39
LN10749,CUST3327,321346.13,Personal,Pending,2024-04-07 04:37:04
LN10750,CUST5846,194266.3,Home,Pending,2024-09-05 20:00:22
LN10751,CUST3106,206339.18,Home,Approved,2024-02-24 21:37:05
LN10752,CUST2793,875120.11,Auto,Pending,2024-10-09 15:16:29
LN10753,CUST2371,910675.24,Auto,Approved,2023-02-10 09:51:47
LN10754,CUST3340,956452.31,Education,Approved,2025-02-26 19:21:19
LN10755,CUST2183,132235.9,Auto,Approved,2024-08-16 19:26:17
LN10756,CUST3886,148966.93,Home,Approved,2023-05-30 04:20:51
LN10757,CUST2086,288059.72,Home,Pending,2023-02-27 15:04:18
