customer_id,credit_score,last_updated
CUST5857,541,2025-07-13 10:46:45
CUST5042,445,2022-11-05 21:54:39
CUST1130,574,2023-02-23 16:53:33
CUST4587,791,2022-10-21 06:24:14
CUST4901,478,2023-11-23 02:36:32
CUST3566,383,2022-01-03 15:34:49
CUST2312,658,2023-04-16 16:23:35
CUST3204,884,2022-03-05 00:59:27
CUST3726,413,2022-11-25 20:41:38
CUST1751,773,2025-07-14 17:14:38
CUST1462,431,2024-04-29 18:50:01
CUST3846,541,2022-02-25 00:27:09
CUST3030,632,2022-04-11 10:08:25
CUST1332,517,2022-01-25 21:45:05
CUST3308,501,2023-02-20 22:58:01
CUST1858,601,2025-10-22 22:02:20
CUST4849,713,2025-01-25 18:35:57
CUST4454,744,2022-12-01 19:16:49
CUST3223,837,2023-09-15 00:08:54
CUST3576,728,2024-06-27 08:24:42
CUST4922,341,2023-07-20 11:02:23
CUST5724,861,2022-07-29 20:39:55
CUST1743,788,2022-04-24 02:01:28
CUST1478,497,2022-07-12 03:43:02
CUST3319,853,2023-07-07 02:22:09
CUST5795,856,2024-03-17 00:02:38
CUST5196,544,2025-01-20 18:18:42
CUST2432,582,2024-04-11 08:25:13
CUST2776,516,2024-07-21 15:24:55
CUST1533,659,2024-01-12 09:47:27
CUST1640,714,2025-06-07 11:55:41
CUST1495,624,2022-03-25 21:09:42
CUST3648,619,2024-05-06 05:24:01
CUST3509,715,2024-06-22 04:45:32
CUST4996,514,2024-09-26 23:10:08
CUST4370,538,2022-02-03 16:46:38
CUST4826,511,2024-08-03 07:20:31
CUST3735,493,2023-11-05 01:14:10
CUST3618,699,2023-12-02 15:01:13
CUST2249,562,2024-12-18 17:09:46
CUST1612,861,2024-09-02 00:19:17
CUST3380,362,2024-01-11 23:18:22
CUST1978,723,2023-08-28 03:37:42
CUST1032,504,2023-01-15 23:44:30
CUST1822,383,2025-10-28 10:34:38
CUST5427,413,2023-11-08 04:53:50
CUST2338,772,2022-10-25 18:44:02
CUST5860,463,2025-07-17 15:09:52
CUST3236,346,2025-03-19 15:47:35
CUST2907,416,2023-09-14 14:55:08
CUST3911,892,2024-11-24 22:17:06
CUST5094,607,2025-02-09 13:51:02
CUST4599,378,2022-08-17 01:23:36
CUST5922,893,2023-06-07 17:17:21
CUST2606,854,2024-11-26 00:24:41
CUST2267,747,2022-05-02 16:16:00
CUST3439,775,2024-12-17 18:47:11
CUST3430,344,2024-10-20 15:20:15
CUST1335,571,2023-08-27 14:43:03
CUST3825,835,2023-09-24 09:09:21
CUST5205,689,2022-02-04 23:42:59
CUST5240,830,2024-12-11 06:14:02
CUST3683,710,2025-01-27 08:57:55
CUST3905,850,2022-01-05 00:58:42
CUST1450,829,2023-10-29 08:45:34
CUST3917,620,2023-01-29 10:03:32
CUST3796,738,2022-09-27 16:57:06
CUST3916,487,2024-11-14 17:56:04
CUST1113,502,2024-06-20 05:30:26
CUST3327,802,2025-10-02 17:55:50
CUST2705,493,2022-09-24 01:28:22
CUST2414,415,2023-12-01 12:49:42
CUST4681,400,2022-12-06 09:21:09
CUST2996,497,2022-09-03 23:13:48
CUST5810,753,2022-07-23 14:08:34
CUST3085,769,2022-01-27 13:31:11
CUST3767,751,2023-08-25 18:55:06
CUST5539,420,2022-10-01 07:15:07
CUST3451,641,2024-11-07 08:34:53
CUST3672,790,2023-12-29 04:59:23
CUST2532,573,2024-04-28 22:05:36
CUST3700,826,2025-03-03 18:34:53
CUST2466,805,2023-02-02 08:22:19
CUST5820,771,2022-10-01 13:48:10
CUST4806,414,2022-02-03 10:00:11
CUST4752,792,2024-11-17 08:21:44
CUST1841,334,2023-11-11 16:53:59
CUST4002,645,2023-08-18 20:17:07
CUST3995,592,2024-08-26 16:35:15
CUST3808,578,2023-07-04 21:36:24
CUST4941,421,2025-06-20 02:03:51
CUST2153,341,2022-09-19 21:38:12
CUST3934,767,2024-06-16 00:23:20
CUST3776,652,2022-02-02 09:04:08
CUST2370,547,2022-01-27 12:04:43
CUST3901,384,2024-06-16 20:13:52
CUST2459,859,2022-03-30 14:03:04
CUST3458,600,2022-06-14 21:13:28
CUST4597,380,2024-05-31 14:38:31
CUST5001,413,2023-01-16 00:00:02
CUST2861,552,2023-03-26 02:32:47
CUST2420,489,2022-11-22 11:30:29
CUST1175,808,2025-07-04 00:34:11
CUST1661,773,2025-05-16 16:21:38
CUST1137,488,2023-01-29 11:02:13
CUST2486,651,2024-09-16 07:17:38
CUST1934,314,2023-11-25 19:16:48
CUST4986,877,2023-08-15 21:18:01
CUST3168,597,2024-01-23 04:47:51
CUST4250,605,2023-08-08 10:01:43
CUST2299,830,2024-02-11 15:18:53
CUST3107,728,2022-10-07 16:57:53
CUST5274,780,2024-11-17 18:05:15
CUST4042,448,2025-06-04 18:09:26
CUST4638,611,2024-02-26 06:29:36
CUST1007,671,2023-12-28 03:22:24
CUST4662,510,2022-11-12 04:42:07
CUST5731,605,2024-10-10 01:49:03
CUST2230,819,2024-06-03 08:21:53
CUST5747,331,2023-02-11 03:28:53
CUST3704,411,2024-12-10 14:42:10
CUST3914,866,2023-02-04 08:35:43
CUST1159,333,2025-08-23 21:11:10
CUST5523,575,2024-01-13 06:31:55
CUST4717,710,2022-03-11 07:43:29
CUST5217,349,2025-07-24 13:14:01
CUST2647,867,2025-10-25 14:28:55
CUST2005,672,2023-03-26 13:17:55
CUST1695,490,2023-02-02 20:51:24
CUST5683,554,2024-05-04 19:30:50
CUST1506,891,2022-11-27 08:59:27
CUST4210,376,2024-05-09 08:17:26
CUST4816,512,2022-01-26 15:40:56
CUST4189,562,2025-07-21 21:09:11
CUST1147,379,2024-09-27 07:47:31
CUST5851,528,2024-02-15 18:26:15
CUST3863,640,2023-01-23 14:55:06
CUST1307,328,2023-10-27 14:52:26
CUST5037,463,2025-07-12 19:38:52
CUST5404,329,2022-09-17 11:59:57
CUST5229,512,2025-05-15 00:54:28
CUST2820,461,2022-07-27 04:31:36
CUST3028,480,2025-09-29 07:22:39
CUST1087,327,2024-04-14 17:36:31
CUST3408,554,2024-05-28 19:55:28
CUST3371,639,2022-03-12 05:41:33
CUST1742,563,2025-09-05 01:55:17
CUST1383,829,2022-06-08 08:13:37
CUST1000,348,2023-03-17 13:24:50
CUST1484,619,2023-05-18 11:25:58
CUST1888,415,2023-04-16 04:23:49
CUST4786,815,2024-01-13 10:31:03
CUST4876,605,2023-01-29 00:17:43
CUST1859,717,2024-12-22 05:28:18
CUST5784,334,2022-11-13 23:03:42
CUST5703,514,2022-08-31 18:04:30
CUST5786,802,2024-06-07 11:17:53
CUST2563,762,2024-04-13 08:43:15
CUST3581,322,2024-09-17 00:29:24
CUST1896,620,2023-10-13 07:46:24
CUST2531,838,2022-09-14 03:46:08
CUST3304,383,2025-10-17 02:10:23
CUST4463,786,2022-04-18 07:31:54
CUST5497,715,2022-09-10 03:34:24
CUST3693,523,2024-09-11 02:27:03
CUST4656,767,2022-02-02 04:16:27
CUST3183,711,2024-03-20 21:01:20
CUST5086,321,2025-02-14 20:28:03
CUST2485,560,2023-01-14 12:24:03
CUST2544,686,2022-01-09 13:04:38
CUST1258,666,2022-12-06 00:03:10
CUST4827,656,2025-10-26 09:54:10
CUST3532,892,2023-12-19 21:51:55
CUST4437,745,2022-02-03 11:17:09
CUST3524,783,2025-10-14 20:05:43
CUST1026,398,2022-03-11 11:42:38
CUST5627,886,2025-07-10 09:30:44
CUST1754,399,2024-08-30 13:18:22
CUST2855,756,2024-09-25 14:05:03
CUST5336,347,2023-05-11 03:47:34
CUST4249,658,2023-09-11 04:33:26
CUST1930,706,2024-12-23 21:21:51
CUST1387,870,2025-02-08 21:05:09
CUST2843,543,2024-12-25 19:26:52
CUST4831,694,2025-08-23 08:43:40
CUST5287,401,2023-02-15 05:06:31
CUST3575,740,2022-10-30 04:55:11
CUST5959,682,2025-07-20 19:43:18
CUST4818,469,2025-04-04 07:02:54
CUST1095,404,2022-12-26 23:40:54
CUST1494,455,2022-08-09 11:28:51
CUST1424,756,2024-03-30 03:09:04
CUST5230,752,2023-01-30 01:09:54
CUST3806,872,2025-01-29 07:24:21
CUST1134,477,2022-07-27 21:01:37
CUST5562,669,2025-08-06 22:20:40
CUST1223,473,2022-09-03 20:58:35
CUST5571,352,2024-10-05 23:53:27
CUST3980,792,2022-09-09 00:52:01
CUST3893,620,2022-04-17 22:20:25
CUST4010,481,2023-10-17 12:54:12
CUST4380,528,2025-07-31 06:57:48
CUST4456,327,2025-07-17 16:05:50
CUST4719,687,2025-02-19 06:39:49
CUST4489,312,2022-09-17 15:21:10
CUST2877,487,2024-08-06 22:39:23
CUST4090,358,2022-06-11 13:49:09
CUST5830,634,2025-10-04 15:15:01
CUST5305,414,2024-10-08 04:38:53
CUST3224,856,2022-01-25 01:19:34
CUST5658,695,2023-04-24 18:53:19
CUST2974,660,2022-04-09 02:16:43
CUST3118,363,2022-01-01 03:01:58
CUST3229,842,2025-08-11 13:59:40
CUST4152,759,2022-08-19 04:12:35
CUST3872,701,2022-12-04 16:47:50
CUST3053,430,2025-07-12 05:52:03
CUST3974,696,2024-11-06 12:33:54
CUST4028,360,2025-02-04 02:35:46
CUST2077,625,2022-05-06 08:48:40
CUST2627,434,2022-12-11 18:08:51
CUST5872,737,2024-10-10 19:23:27
CUST4355,651,2023-07-02 20:46:02
CUST3966,417,2023-10-12 00:11:35
CUST4362,744,2024-12-30 22:20:58
CUST4667,680,2024-04-25 23:41:14
CUST2683,598,2025-01-09 21:20:59
CUST3368,791,2022-04-07 15:12:32
CUST3572,404,2024-04-14 12:15:11
CUST2012,862,2025-07-02 15:58:49
CUST3522,702,2023-12-29 00:20:14
CUST3185,396,2025-01-26 02:33:00
CUST5056,344,2022-12-27 11:01:16
CUST1018,759,2024-09-18 12:16:39
CUST1537,704,2025-02-28 07:51:12
CUST2365,545,2024-09-02 11:15:52
CUST1216,878,2024-09-26 18:49:41
CUST4205,761,2025-08-21 11:35:19
CUST4836,746,2025-04-21 07:55:45
CUST4149,744,2025-01-30 11:37:19
CUST1231,488,2022-02-27 16:45:06
CUST3774,536,2023-06-16 02:42:28
CUST3888,375,2022-11-20 14:07:10
CUST4953,317,2024-05-02 21:58:49
CUST2221,856,2025-02-10 22:25:51
CUST2499,581,2022-08-06 12:55:51
CUST2670,404,2025-09-13 21:51:08
CUST3431,792,2024-09-19 07:33:38
CUST5705,572,2024-07-13 18:32:41
CUST4373,695,2022-03-28 22:01:21
CUST3101,531,2023-01-17 14:53:16
CUST4568,666,2022-09-29 15:14:03
CUST2399,493,2023-11-26 07:44:49
CUST2428,686,2024-08-21 05:35:25
CUST4976,463,2024-06-29 11:06:11
CUST5411,756,2023-02-05 15:01:55
CUST1582,851,2025-02-07 18:38:13
CUST5362,409,2025-09-22 13:55:40
CUST1984,752,2024-12-03 08:40:08
CUST2118,578,2023-10-31 02:11:55
CUST2862,817,2022-09-20 06:53:40
CUST5173,801,2024-09-02 23:04:53
CUST1106,553,2023-09-26 19:52:16
CUST4642,844,2025-04-18 18:25:59
CUST1891,449,2023-11-11 17:01:14
CUST3602,431,2022-11-23 08:22:22
CUST1345,670,2022-10-26 11:59:01
CUST2860,591,2024-12-17 02:37:16
CUST1214,848,2025-07-01 12:40:28
CUST2537,895,2025-04-27 07:44:04
CUST5941,869,2023-01-09 23:30:14
CUST4379,398,2023-11-09 04:43:59
CUST1439,698,2023-05-18 00:22:57
CUST2507,487,2024-06-05 06:53:15
CUST5924,703,2022-08-29 19:06:38
CUST5249,706,2023-01-02 04:05:42
CUST4830,397,2025-01-14 20:21:59
CUST2083,805,2024-05-29 20:16:19
CUST5859,577,2024-04-23 19:59:13
CUST1177,417,2022-06-22 16:19:33
CUST4778,564,2025-09-21 21:06:26
CUST5157,878,2024-03-21 15:57:58
CUST1362,598,2022-09-18 08:49:06
CUST2350,517,2025-01-12 13:40:03
CUST4661,702,2022-06-30 12:58:25
CUST2049,312,2024-11-24 21:37:53
CUST5998,393,2024-05-01 20:14:35
CUST4111,583,2022-01-11 22:41:02
CUST2309,898,2025-02-14 21:45:17
CUST3632,664,2023-12-15 01:07:35
CUST3498,462,2023-04-09 07:45:42
CUST2064,836,2022-06-01 17:40:54
CUST4459,807,2022-03-22 19:17:24
CUST2051,418,2025-10-09 19:30:37
CUST1202,472,2022-02-03 14:28:25
CUST4753,845,2024-12-22 08:17:40
CUST5598,855,2022-09-22 03:52:51
CUST3106,630,2022-03-24 22:10:13
CUST4074,352,2024-06-07 22:47:45
CUST3526,671,2023-02-18 05:15:24
CUST5170,676,2022-10-16 01:32:17
CUST2516,562,2023-07-21 22:10:46
CUST3763,854,2025-05-04 05:04:15
CUST5828,849,2024-04-22 09:27:00
CUST5301,377,2023-03-01 03:22:47
CUST5608,501,2025-06-01 05:48:20
CUST4066,724,2024-03-05 09:33:20
CUST4741,699,2023-12-08 18:44:33
CUST4377,736,2022-08-07 23:39:42
CUST4317,778,2022-02-02 22:06:58
CUST3396,394,2023-06-10 09:10:11
CUST4692,607,2024-02-13 03:11:19
CUST4867,812,2025-10-15 05:56:55
CUST3350,753,2022-09-26 03:24:58
CUST2057,819,2023-03-31 17:01:55
CUST4643,841,2024-01-17 20:46:10
CUST2048,523,2022-02-02 07:50:16
CUST1746,764,2024-05-08 03:25:58
CUST5535,593,2022-07-20 20:14:33
CUST1244,527,2024-01-28 18:44:39
CUST3292,499,2023-08-22 02:08:56
CUST5895,388,2024-12-07 20:38:31
CUST3554,595,2025-03-27 14:42:04
CUST3074,782,2024-04-12 17:47:25
CUST1254,876,2023-10-24 01:49:38
CUST2934,536,2022-07-16 23:02:53
CUST5577,780,2025-02-22 13:06:46
CUST2481,413,2022-05-19 00:56:35
CUST1826,659,2025-03-19 13:19:22
CUST1485,873,2025-10-15 07:58:32
CUST4413,433,2023-04-22 10:01:38
CUST2613,332,2022-03-28 14:34:26
CUST2392,780,2023-01-17 12:46:51
CUST4689,618,2025-02-14 21:04:18
CUST2085,589,2025-01-04 05:02:37
CUST1454,433,2025-07-21 19:06:58
CUST3599,371,2025-07-18 11:21:36
CUST5973,567,2025-02-27 22:12:09
CUST1670,784,2024-05-05 00:02:34
CUST2590,591,2024-09-20 22:57:57
CUST2725,560,2022-03-31 22:23:23
CUST1802,423,2025-05-15 05:49:09
CUST4765,460,2024-08-28 00:30:13
CUST5343,494,2022-04-24 23:27:52
CUST5416,395,2024-11-03 06:45:46
CUST5827,309,2024-01-09 18:08:57
CUST3048,442,2023-11-07 08:01:13
CUST2579,414,2022-10-19 13:59:13
CUST1085,721,2025-02-22 06:09:50
CUST1284,517,2023-06-04 14:27:05
CUST2223,700,2025-07-13 16:11:58
CUST3705,323,2023-07-26 06:37:12
CUST1049,873,2023-06-12 20:42:42
CUST5633,758,2024-02-22 06:41:50
CUST1625,895,2025-08-09 22:15:39
CUST5985,674,2024-07-03 19:04:00
CUST3624,346,2023-02-08 13:54:50
CUST3879,373,2024-01-31 13:24:31
CUST4916,475,2024-06-28 17:20:25
CUST1129,545,2023-10-16 11:21:16
CUST2018,873,2025-10-26 19:57:36
CUST2693,767,2024-01-04 20:22:34
CUST1319,606,2023-03-21 16:00:14
CUST3720,614,2025-04-03 06:39:45
CUST2427,842,2022-06-22 03:40:19
CUST4858,739,2023-04-01 23:25:05
CUST2393,844,2023-05-17 19:28:07
CUST4452,429,2024-02-15 23:05:34
CUST1642,873,2022-06-13 11:03:19
CUST4900,688,2022-04-23 21:51:10
CUST4464,525,2025-04-20 18:34:35
CUST3820,764,2022-08-15 22:15:21
CUST1273,388,2025-05-15 07:26:12
CUST2284,485,2025-01-27 10:46:35
CUST2731,530,2025-03-12 00:53:48
CUST5871,404,2023-11-08 19:20:50
CUST1569,352,2022-03-21 15:57:39
CUST2287,437,2024-11-28 19:31:43
CUST5566,551,2024-03-13 14:43:13
CUST5246,320,2024-02-04 00:51:43
CUST2377,738,2023-12-04 15:36:42
CUST2646,811,2025-04-30 14:11:32
CUST5118,779,2022-03-05 04:57:02
CUST1093,652,2022-09-02 00:30:22
CUST3780,606,2024-07-03 10:59:30
CUST1641,634,2024-04-03 16:09:09
CUST2729,452,2025-05-08 04:53:38
CUST2126,483,2024-10-03 13:58:05
CUST4576,441,2024-09-06 07:34:11
CUST4606,694,2024-06-10 02:21:42
CUST1962,682,2025-01-29 20:09:03
CUST2653,552,2022-06-03 09:09:08
CUST5126,457,2024-03-01 00:50:57
CUST4707,560,2023-07-05 15:01:38
CUST2621,495,2022-01-11 18:00:01
CUST4476,882,2022-12-30 00:37:52
CUST4617,613,2022-11-16 08:38:24
CUST2034,413,2023-09-13 04:46:38
CUST5728,623,2023-01-28 10:18:11
CUST1620,727,2023-11-23 08:52:33
CUST5725,773,2024-06-07 19:18:39
CUST1152,733,2022-01-06 10:42:58
CUST5515,372,2024-02-14 08:18:28
CUST4572,888,2022-04-15 17:01:54
CUST4803,479,2025-08-19 05:27:56
CUST2367,890,2024-01-16 22:31:59
CUST2936,454,2022-06-28 00:35:12
CUST4896,564,2023-07-23 22:37:06
CUST1796,317,2022-03-02 00:40:39
CUST5272,693,2022-01-07 02:48:08
CUST3318,465,2025-01-24 01:08:32
CUST3326,719,2022-08-30 12:08:41
CUST3647,309,2025-06-21 05:42:48
CUST1145,378,2024-03-28 23:20:32
CUST1009,438,2025-10-10 14:29:43
CUST4320,491,2022-03-27 00:40:19
CUST5960,342,2023-05-17 10:45:12
CUST1881,638,2023-12-21 11:19:30
CUST2691,459,2023-01-21 08:21:38
CUST5938,760,2022-04-17 09:49:20
CUST5581,724,2024-11-03 22:40:12
CUST4457,883,2022-08-08 19:13:28
CUST2140,350,2024-05-22 22:17:26
CUST4478,554,2024-09-08 14:02:20
CUST5550,823,2023-06-08 12:56:12
CUST5224,786,2022-03-22 13:18:43
CUST1105,726,2025-08-16 14:32:49
CUST4015,856,2022-04-19 04:44:17
CUST2129,473,2025-07-26 21:17:14
CUST3064,785,2025-03-30 13:51:07
CUST5092,892,2025-07-06 10:54:41
CUST2237,469,2024-04-22 05:35:49
CUST1801,387,2024-09-20 07:06:01
CUST1086,688,2022-10-09 18:32:09
CUST5892,726,2024-04-28 18:33:20
CUST2574,651,2023-03-04 06:16:08
CUST3798,353,2025-07-19 12:08:48
CUST3354,314,2024-01-18 01:16:51
CUST3662,318,2022-05-13 09:00:56
CUST1504,884,2025-04-04 23:15:28
CUST1395,751,2022-07-31 21:48:33
CUST1311,873,2022-06-10 01:28:17
CUST3625,524,2024-07-17 00:30:43
CUST4998,603,2024-01-22 04:23:15
CUST4690,650,2025-05-20 07:51:12
CUST5028,451,2025-05-05 19:11:44
CUST3823,588,2023-04-01 05:22:15
CUST5796,805,2022-08-30 15:14:07
CUST3788,862,2023-04-28 14:01:22
CUST3468,622,2023-02-23 18:59:07
CUST4450,815,2024-12-06 23:04:31
CUST1862,852,2022-08-21 15:12:58
CUST1039,753,2025-02-07 23:29:10
CUST3165,674,2022-02-16 01:39:03
CUST1976,371,2025-01-18 00:25:19
CUST4739,438,2023-07-29 00:57:49
CUST1226,816,2023-12-24 07:02:19
CUST5317,887,2022-01-25 09:22:46
CUST3686,620,2022-08-06 18:53:46
CUST1928,736,2022-12-08 17:52:59
CUST5963,682,2024-01-29 19:35:24
CUST2054,589,2025-08-19 06:07:05
CUST5792,898,2023-05-18 14:28:01
CUST2648,381,2023-10-05 09:34:39
CUST1844,689,2022-07-22 23:54:04
CUST3690,486,2022-03-31 00:05:18
CUST2225,898,2022-05-07 15:32:12
CUST1598,771,2025-09-05 07:40:01
CUST5359,369,2022-02-18 08:30:04
CUST1983,855,2023-01-22 14:09:06
CUST1428,573,2025-07-23 16:56:57
CUST1528,805,2024-03-06 13:50:49
CUST4406,673,2025-10-18 02:44:51
CUST2886,682,2025-03-18 02:23:20
CUST1952,741,2023-07-14 15:48:45
CUST4117,531,2022-05-21 21:57:48
CUST2649,732,2024-02-26 16:58:35
CUST4410,335,2022-12-14 22:38:30
CUST4584,476,2025-04-08 06:02:28
CUST1522,867,2024-02-12 10:37:11
CUST3895,728,2025-04-05 01:06:54
CUST2764,302,2024-02-26 17:25:18
CUST5508,789,2024-07-13 07:48:00
CUST2824,791,2022-04-11 08:17:37
CUST2701,773,2025-04-09 17:54:41
CUST5033,661,2023-10-30 02:31:42
CUST1970,636,2025-08-27 23:10:40
CUST3149,325,2023-06-14 23:47:16
CUST2099,440,2024-11-28 15:50:01
CUST2487,514,2023-08-03 04:11:53
CUST3629,495,2024-09-10 00:56:52
CUST1384,819,2022-05-10 09:44:04
CUST4329,367,2023-10-31 04:38:47
CUST5147,388,2023-02-21 12:57:31
CUST1870,378,2025-05-05 14:24:22
CUST4637,741,2025-04-21 11:32:27
CUST4400,716,2023-02-05 16:26:29
CUST5782,679,2025-05-31 01:11:05
CUST3029,861,2022-12-15 08:49:13
CUST3201,774,2025-01-11 11:40:01
CUST3518,509,2025-09-16 22:04:16
CUST3248,410,2023-02-23 05:53:50
CUST3243,774,2025-01-25 10:48:25
CUST1732,303,2023-12-01 06:09:46
CUST1827,497,2023-02-26 22:24:17
CUST1995,852,2024-06-01 20:16:35
CUST3052,304,2023-01-25 12:38:33
CUST1597,442,2024-12-07 22:39:41
CUST1760,423,2025-07-12 20:37:16
CUST5068,844,2025-06-07 00:57:48
CUST3519,880,2022-05-21 00:54:51
CUST4635,337,2025-02-09 20:17:50
CUST3557,620,2023-07-09 08:13:49
CUST1417,370,2023-10-13 09:51:42
CUST2978,495,2024-01-04 10:49:58
CUST2334,705,2023-01-22 10:43:18
CUST3673,393,2024-04-25 07:22:32
CUST3685,777,2023-03-29 21:39:22
CUST3440,608,2023-03-31 11:43:00
CUST1614,473,2022-10-04 09:28:22
CUST5117,887,2025-05-13 01:22:58
CUST4671,566,2023-12-07 14:47:04
CUST4385,670,2024-01-06 14:11:02
CUST1655,692,2025-07-02 07:42:45
CUST3815,442,2023-01-02 07:18:49
CUST5612,501,2023-01-12 16:01:16
CUST5168,842,2022-09-30 00:09:39
CUST4790,367,2023-07-11 08:41:56
CUST3135,760,2022-12-23 00:04:41
CUST3827,301,2022-08-07 17:47:24
CUST4041,464,2022-02-06 08:59:32
CUST5653,720,2022-10-21 11:28:56
CUST4032,311,2023-12-07 01:58:37
CUST4581,439,2022-10-13 19:40:17
CUST5668,377,2024-11-16 00:03:21
CUST2348,323,2025-06-25 08:01:16
CUST3258,863,2025-05-05 10:26:46
CUST4228,729,2025-02-19 05:30:59
CUST1680,753,2023-02-26 01:43:39
CUST2187,583,2024-05-04 13:20:02
CUST5400,364,2024-03-14 20:39:37
CUST1279,593,2023-04-13 13:38:06
CUST2181,800,2022-07-11 11:23:13
CUST1318,595,2023-02-28 15:46:12
CUST4718,392,2023-10-22 10:40:24
CUST3378,785,2024-08-14 00:31:06
CUST4559,477,2023-02-10 07:10:41
CUST2074,369,2023-09-02 20:19:40
CUST2700,361,2024-08-09 20:29:13
CUST5371,559,2022-08-07 09:13:23
CUST2628,378,2023-08-12 10:17:01
CUST1907,553,2024-12-09 18:59:33
CUST5804,326,2023-01-25 03:43:53
CUST3979,503,2024-12-05 11:22:40
CUST5696,325,2022-07-18 06:21:41
CUST1019,805,2023-09-13 18:27:10
CUST5418,587,2024-08-31 23:24:38
CUST1423,407,2025-06-01 08:16:43
CUST4342,831,2025-07-06 21:46:17
CUST2226,680,2022-07-16 08:45:14
CUST5919,738,2025-07-14 13:19:24
CUST1721,801,2025-09-03 16:04:54
CUST3324,440,2024-05-07 09:28:15
CUST3817,800,2025-09-30 21:57:26
CUST3680,794,2024-07-07 00:45:38
CUST2811,656,2024-10-02 16:54:55
CUST3301,590,2025-04-25 15:30:41
CUST3812,850,2023-02-01 18:37:29
CUST1956,478,2022-12-14 22:05:09
CUST3196,432,2024-02-21 21:33:16
CUST2448,564,2025-01-01 09:52:28
CUST5367,305,2022-07-26 19:57:43
CUST1178,596,2022-04-01 00:02:47
CUST3902,410,2022-12-15 11:24:21
CUST5141,648,2025-10-28 15:13:10
CUST4432,450,2025-10-18 05:48:17
CUST3483,709,2022-08-25 13:43:39
CUST3198,577,2025-01-02 15:25:58
CUST5710,896,2024-04-15 12:34:47
CUST3933,681,2022-07-26 12:06:27
CUST2332,513,2023-01-30 03:26:44
CUST2870,701,2022-10-28 07:59:21
CUST1005,546,2023-03-30 02:07:39
CUST5505,345,2023-01-05 22:59:08
CUST5834,338,2023-06-10 14:43:03
CUST3677,445,2024-03-02 23:16:27
CUST3552,521,2022-06-02 02:26:57
CUST3521,759,2023-10-24 19:31:32
CUST2917,412,2023-05-23 13:21:22
CUST1690,396,2022-10-10 18:19:23
CUST4403,657,2022-07-14 20:43:11
CUST4983,461,2024-03-22 09:56:10
CUST1217,728,2024-07-25 22:10:52
CUST4133,885,2023-03-30 11:42:44
CUST5280,618,2024-06-08 16:30:17
CUST3261,377,2025-03-30 18:49:54
CUST1212,800,2022-08-24 01:22:20
CUST4549,551,2023-11-26 18:54:01
CUST4893,759,2022-10-03 09:28:41
CUST2472,692,2023-01-22 12:25:22
CUST2179,507,2024-08-14 16:55:10
CUST1991,810,2024-06-03 21:22:18
CUST3926,803,2023-09-02 04:38:33
CUST1638,839,2024-01-06 19:48:22
CUST5772,434,2025-04-23 02:47:50
CUST4658,718,2022-07-26 22:34:00
CUST2684,715,2023-02-03 01:54:06
CUST2113,347,2025-07-29 08:25:50
CUST2885,479,2023-02-08 19:01:12
CUST5396,674,2025-10-19 08:48:27
CUST3379,569,2023-09-12 12:32:05
CUST3076,704,2022-01-18 11:52:09
CUST5776,810,2022-03-02 05:21:18
CUST2260,739,2023-03-25 03:37:14
CUST1988,301,2022-03-11 23:57:03
CUST3254,462,2023-04-23 14:29:16
CUST2101,849,2023-06-25 07:50:36
CUST1944,498,2024-02-26 16:48:50
CUST3861,400,2024-08-24 06:27:09
CUST3838,534,2025-04-29 08:53:09
CUST4110,461,2024-07-14 22:59:20
CUST2867,413,2024-06-28 07:08:17
CUST5450,472,2023-10-08 22:10:24
CUST3503,420,2023-05-01 04:33:50
CUST5813,479,2023-12-07 18:08:58
CUST3982,828,2022-01-16 05:15:02
CUST4057,827,2024-07-28 02:04:12
CUST1438,602,2024-05-02 03:20:16
CUST4217,813,2022-05-14 13:35:15
CUST1654,714,2025-08-01 05:51:01
CUST3169,835,2025-08-07 16:32:22
CUST5480,646,2024-01-10 14:56:41
CUST3586,879,2022-02-20 15:34:07
CUST1738,715,2023-01-01 19:35:14
CUST2977,821,2023-11-13 19:46:24
CUST2310,661,2023-03-05 06:24:51
CUST5628,609,2024-08-12 05:47:45
CUST3835,584,2022-01-14 15:51:42
CUST3434,575,2022-06-29 04:52:54
CUST4232,470,2024-12-28 20:18:51
CUST5877,427,2023-05-25 03:34:37
CUST4078,892,2025-06-19 00:05:42
CUST1276,788,2022-02-23 08:04:43
CUST3004,388,2025-05-06 14:20:29
CUST2815,368,2024-10-29 01:27:19
CUST1370,661,2025-10-04 02:48:55
CUST4347,887,2024-12-10 09:59:36
CUST5715,316,2023-10-23 03:07:54
CUST4841,391,2025-06-06 13:49:34
CUST5079,894,2024-12-10 14:26:16
CUST5528,828,2025-10-31 21:53:25
CUST5138,569,2022-08-04 16:38:20
CUST2723,846,2022-05-22 16:57:32
CUST1486,372,2025-09-15 11:30:53
CUST1698,771,2025-06-04 16:57:35
CUST1741,526,2023-08-20 20:16:29
CUST2091,818,2025-03-31 11:18:35
CUST2562,765,2022-07-05 08:41:35
CUST2047,671,2022-04-24 04:23:18
CUST3482,324,2023-11-25 14:44:35
CUST5216,370,2023-07-19 14:22:13
CUST2052,347,2025-06-04 07:13:43
CUST5436,579,2025-10-25 11:48:07
CUST2780,655,2022-04-26 06:26:32
CUST3649,548,2025-05-07 04:40:01
