txn_id,customer_id,amount,txn_type,timestamp
CBS105363,CUST1102,52811.09,Transfer,2024-03-06 14:02:10
CBS105364,CUST5804,39532.45,Deposit,2022-05-05 12:21:24
CBS105365,CUST2846,45797.51,Transfer,2025-09-06 01:14:51
CBS105366,CUST2931,30194.53,Deposit,2024-08-31 00:15:50
CBS105367,CUST5396,97685.72,Transfer,2025-01-28 18:32:55
CBS105368,CUST4752,13756.65,Deposit,2022-03-01 20:51:16
CBS105369,CUST4423,69669.34,Deposit,2024-03-07 15:12:55
CBS105370,CUST5573,45421.35,Deposit,2024-11-29 23:05:22
CBS105371,CUST5574,15679.63,Deposit,2024-05-06 14:26:13
CBS105372,CUST4225,58982.8,Deposit,2025-10-26 23:56:02
CBS105373,CUST3095,59676.62,Withdrawal,2024-09-12 18:54:45
CBS105374,CUST2848,18385.32,Deposit,2025-03-16 23:03:40
CBS105375,CUST2092,46367.16,Transfer,2025-05-06 16:35:56
CBS105376,CUST2197,89915.23,Transfer,2023-04-19 19:51:35
CBS105377,CUST3600,11850.92,Transfer,2023-01-04 14:53:00
CBS105378,CUST1106,97565.09,Withdrawal,2025-08-30 18:10:24
CBS105379,CUST3827,1318.38,Withdrawal,2025-07-10 03:48:08
CBS105380,CUST3318,62470.08,Transfer,2024-04-16 08:26:08
CBS105381,CUST1212,56376.92,Transfer,2023-01-13 11:08:54
CBS105382,CUST1356,1634.68,Transfer,2022-09-30 12:24:45
CBS105383,CUST5816,62226.66,Transfer,2025-01-12 07:53:13
CBS105384,CUST3038,79782.24,Deposit,2024-11-29 21:22:04
CBS105385,CUST1925,6316.54,Deposit,2024-08-29 04:35:43
CBS105386,CUST2179,50424.4,Deposit,2022-05-23 05:09:01
CBS105387,CUST5904,73142.68,Withdrawal,2025-04-10 20:49:58
CBS105388,CUST2920,79404.06,Withdrawal,2024-12-28 15:50:25
CBS105389,CUST2086,82368.88,Deposit,2022-10-24 12:51:41
CBS105390,CUST4490,8617.16,Withdrawal,2022-08-07 21:33:19
CBS105391,CUST4503,66518.84,Withdrawal,2022-05-05 05:08:11
CBS105392,CUST3538,72204.17,Deposit,2023-01-16 02:23:28
CBS105393,CUST1147,27838.0,Deposit,2024-10-09 04:59:21
CBS105394,CUST2868,97532.04,Deposit,2022-05-25 05:24:55
CBS105395,CUST3526,71972.32,Deposit,2024-06-13 15:07:29
CBS105396,CUST3213,91748.44,Deposit,2022-04-17 14:34:59
CBS105397,CUST3070,69560.18,Transfer,2025-07-11 01:54:02
CBS105398,CUST1907,13441.95,Deposit,2022-02-05 13:03:03
CBS105399,CUST4333,26281.6,Deposit,2024-09-11 09:57:36
CBS105400,CUST5614,42618.9,Deposit,2025-03-31 01:17:34
CBS105401,CUST3317,43152.24,Deposit,2023-12-27 23:11:19
CBS105402,CUST5111,64737.89,Deposit,2023-07-18 12:53:58
CBS105403,CUST4821,58133.29,Deposit,2022-10-17 21:53:24
CBS105404,CUST4345,9034.29,Deposit,2024-12-14 13:14:32
CBS105405,CUST1220,84134.82,Transfer,2024-01-19 09:34:56
CBS105406,CUST4352,85408.39,Deposit,2024-05-19 08:52:07
CBS105407,CUST3610,85197.24,Deposit,2024-08-16 23:32:32
CBS105408,CUST5913,22375.76,Deposit,2025-03-14 01:35:26
CBS105409,CUST4732,32229.69,Transfer,2023-09-09 12:42:04
CBS105410,CUST1574,73722.4,Withdrawal,2022-08-18 11:45:51
CBS105411,CUST3586,40852.86,Deposit,2024-04-01 18:26:22
CBS105412,CUST5249,45022.41,Transfer,2024-04-19 14:34:13
CBS105413,CUST2298,59886.19,Transfer,2023-03-15 14:44:05
CBS105414,CUST4296,3804.0,Transfer,2024-01-15 15:42:07
CBS105415,CUST1057,3549.6,Withdrawal,2024-02-25 07:01:58
CBS105416,CUST5858,6471.02,Transfer,2024-11-23 21:18:04
CBS105417,CUST3287,22666.18,Transfer,2022-07-09 19:47:50
CBS105418,CUST2523,98149.21,Transfer,2024-12-21 01:35:48
CBS105419,CUST3446,10271.16,Deposit,2025-08-07 21:08:34
CBS105420,CUST5076,88451.93,Deposit,2023-06-10 18:25:38
CBS105421,CUST5545,12434.15,Transfer,2024-03-28 03:19:53
CBS105422,CUST4280,73811.78,Deposit,2024-07-06 15:41:35
CBS105423,CUST3478,63845.19,Deposit,2025-09-30 01:26:49
CBS105424,CUST3093,72944.61,Deposit,2023-09-12 18:49:22
CBS105425,CUST3031,9123.17,Withdrawal,2024-05-12 08:59:57
CBS105426,CUST2738,75306.21,Transfer,2023-06-29 23:16:53
CBS105427,CUST2094,33009.71,Withdrawal,2024-07-31 01:34:34
CBS105428,CUST5663,25555.46,Transfer,2023-01-26 04:42:55
CBS105429,CUST3179,62643.55,Deposit,2022-08-31 01:31:33
CBS105430,CUST1857,10520.68,Transfer,2025-10-07 14:20:40
CBS105431,CUST5980,24510.05,Deposit,2022-05-25 16:10:45
CBS105432,CUST3895,55502.35,Transfer,2024-01-23 19:37:37
CBS105433,CUST2605,78081.44,Transfer,2024-12-21 09:04:21
CBS105434,CUST2568,86956.75,Transfer,2024-08-28 22:44:28
CBS105435,CUST4854,42932.91,Transfer,2022-09-05 13:03:55
CBS105436,CUST3835,97614.23,Deposit,2023-10-16 15:17:23
CBS105437,CUST4531,77479.13,Withdrawal,2025-01-04 11:21:10
CBS105438,CUST3942,40546.61,Withdrawal,2024-08-31 17:45:36
CBS105439,CUST5183,39454.21,Transfer,2022-02-25 23:11:09
CBS105440,CUST5192,44262.46,Deposit,2024-03-06 02:27:36
CBS105441,CUST5845,74845.99,Withdrawal,2022-09-01 22:17:42
CBS105442,CUST1523,32320.59,Transfer,2022-06-03 05:44:45
CBS105443,CUST3318,10673.83,Withdrawal,2022-11-24 13:45:14
CBS105444,CUST5795,56502.24,Deposit,2024-09-03 20:03:21
CBS105445,CUST5679,61877.41,Deposit,2023-05-12 23:07:41
CBS105446,CUST5122,94062.66,Withdrawal,2024-08-04 04:47:53
CBS105447,CUST4172,13892.66,Withdrawal,2022-05-09 17:40:56
CBS105448,CUST1692,53575.1,Transfer,2022-09-24 05:34:20
CBS105449,CUST4066,22024.08,Transfer,2025-09-11 17:31:45
CBS105450,CUST1550,75746.28,Deposit,2024-05-29 07:03:28
CBS105451,CUST3322,35704.63,Withdrawal,2025-06-02 11:04:42
CBS105452,CUST5724,63975.6,Deposit,2025-07-23 23:09:31
CBS105453,CUST1013,17654.18,Deposit,2025-02-12 17:32:55
CBS105454,CUST4398,58319.02,Transfer,2025-02-27 15:20:54
CBS105455,CUST2953,2019.29,Withdrawal,2022-09-10 02:01:25
CBS105456,CUST3775,84154.22,Transfer,2024-12-05 11:05:59
CBS105457,CUST2660,59246.77,Transfer,2025-04-06 08:04:12
CBS105458,CUST5888,22440.7,Transfer,2022-12-22 20:44:57
CBS105459,CUST2448,33787.98,Transfer,2022-07-08 09:06:11
CBS105460,CUST4889,15422.64,Withdrawal,2025-08-11 14:57:23
CBS105461,CUST5206,67464.58,Deposit,2022-01-14 05:22:21
CBS105462,CUST4662,37780.09,Withdrawal,2023-12-16 01:53:28
CBS105463,CUST1322,95455.11,Withdrawal,2025-08-22 22:41:00
CBS105464,CUST1867,89521.72,Deposit,2024-02-23 21:18:43
CBS105465,CUST1870,81507.92,Withdrawal,2023-03-24 05:57:20
CBS105466,CUST1216,26857.82,Withdrawal,2023-09-27 01:34:41
CBS105467,CUST1512,29495.95,Transfer,2023-11-10 20:24:24
CBS105468,CUST2963,41180.96,Deposit,2024-12-25 08:01:38
CBS105469,CUST2647,91868.78,Deposit,2024-07-27 05:56:01
CBS105470,CUST1610,47631.06,Deposit,2024-09-10 12:32:37
CBS105471,CUST2678,10032.81,Deposit,2023-06-15 02:01:31
CBS105472,CUST5837,23715.24,Transfer,2023-08-14 06:53:42
CBS105473,CUST1899,5237.09,Withdrawal,2025-01-04 19:45:45
CBS105474,CUST3987,6220.34,Deposit,2022-06-07 20:20:18
CBS105475,CUST3633,92326.98,Withdrawal,2023-11-18 21:44:39
CBS105476,CUST4016,61890.19,Withdrawal,2025-01-09 22:18:38
CBS105477,CUST2211,10580.56,Withdrawal,2022-05-18 11:21:46
CBS105478,CUST4629,58577.59,Withdrawal,2024-04-16 21:41:54
CBS105479,CUST1794,97150.19,Transfer,2022-09-11 01:00:40
CBS105480,CUST2898,2011.34,Deposit,2022-12-02 21:45:27
CBS105481,CUST3075,74631.82,Deposit,2022-09-19 15:26:53
CBS105482,CUST1106,18047.88,Withdrawal,2024-02-09 17:44:43
CBS105483,CUST5703,38021.07,Transfer,2022-11-21 23:48:39
CBS105484,CUST5022,11852.59,Withdrawal,2024-04-30 07:20:25
CBS105485,CUST4640,1142.61,Deposit,2024-05-16 10:05:53
CBS105486,CUST1635,10492.92,Deposit,2022-07-22 01:59:15
CBS105487,CUST1762,57491.86,Transfer,2024-10-14 11:43:52
CBS105488,CUST5634,90158.84,Deposit,2024-01-03 05:17:54
CBS105489,CUST1713,2643.06,Deposit,2025-09-26 19:52:44
CBS105490,CUST1122,6753.57,Withdrawal,2025-01-02 10:23:55
CBS105491,CUST5667,16706.79,Deposit,2024-05-24 08:37:23
CBS105492,CUST2354,97321.82,Deposit,2024-01-03 03:45:51
CBS105493,CUST1071,17437.04,Deposit,2025-02-17 07:25:08
CBS105494,CUST2940,47208.75,Transfer,2025-06-05 04:39:36
CBS105495,CUST5551,4665.31,Withdrawal,2025-07-12 14:41:49
CBS105496,CUST1292,85142.97,Deposit,2023-03-02 07:22:34
CBS105497,CUST4991,94780.34,Deposit,2022-05-11 01:16:42
CBS105498,CUST1621,75744.49,Transfer,2023-01-17 14:37:53
CBS105499,CUST3316,56545.21,Transfer,2024-05-28 03:58:45
CBS105500,CUST2909,25261.81,Transfer,2024-10-09 22:47:06
CBS105501,CUST5410,18298.96,Transfer,2024-10-27 03:17:05
CBS105502,CUST3948,51802.33,Transfer,2023-11-13 22:05:40
CBS105503,CUST2559,29412.15,Transfer,2022-12-23 17:30:29
CBS105504,CUST1842,67209.41,Deposit,2025-07-07 04:00:28
CBS105505,CUST2495,26876.81,Withdrawal,2022-04-30 01:07:01
CBS105506,CUST1986,17436.97,Withdrawal,2024-09-05 20:29:42
CBS105507,CUST4241,58364.12,Transfer,2025-07-30 05:23:52
CBS105508,CUST1646,76203.55,Withdrawal,2024-02-15 04:02:56
CBS105509,CUST3419,7839.52,Transfer,2024-02-07 23:44:41
CBS105510,CUST3199,62102.55,Withdrawal,2022-01-12 13:10:51
CBS105511,CUST2508,81642.23,Withdrawal,2023-08-08 01:39:16
CBS105512,CUST3686,1130.62,Deposit,2023-11-23 08:54:16
CBS105513,CUST1364,22781.14,Deposit,2023-05-22 12:00:08
CBS105514,CUST3607,30208.43,Deposit,2023-10-29 21:13:33
CBS105515,CUST2941,1897.54,Transfer,2022-06-17 09:55:24
CBS105516,CUST3983,67959.77,Deposit,2023-04-19 16:12:44
CBS105517,CUST2327,42228.84,Withdrawal,2024-06-08 09:28:33
CBS105518,CUST4356,64914.06,Deposit,2024-11-17 16:25:43
CBS105519,CUST3064,40790.53,Deposit,2022-02-26 13:56:34
CBS105520,CUST2769,17806.53,Transfer,2023-03-18 02:07:05
CBS105521,CUST5614,51818.58,Deposit,2024-11-14 12:21:03
CBS105522,CUST2314,72463.45,Transfer,2024-03-03 04:05:51
CBS105523,CUST2228,15892.69,Withdrawal,2023-05-04 06:41:47
CBS105524,CUST5229,35698.08,Deposit,2024-04-27 16:17:54
CBS105525,CUST3939,73578.23,Withdrawal,2023-03-29 21:34:55
CBS105526,CUST4433,65810.89,Deposit,2023-07-25 00:59:55
CBS105527,CUST2506,99954.55,Deposit,2024-10-26 15:22:41
CBS105528,CUST3589,17761.33,Deposit,2022-07-27 13:08:42
CBS105529,CUST5872,34736.49,Transfer,2022-06-26 09:15:35
CBS105530,CUST4933,20210.0,Withdrawal,2022-04-19 14:05:22
CBS105531,CUST4197,24793.44,Transfer,2022-09-02 22:02:14
CBS105532,CUST2735,19973.14,Transfer,2024-08-18 13:32:40
CBS105533,CUST4398,98914.94,Deposit,2025-07-08 23:33:53
CBS105534,CUST3793,64811.98,Withdrawal,2023-04-30 17:26:26
CBS105535,CUST5826,8921.91,Withdrawal,2023-03-06 15:22:58
CBS105536,CUST2176,52296.07,Withdrawal,2022-11-15 20:08:03
CBS105537,CUST5449,8740.64,Transfer,2023-06-22 15:50:35
CBS105538,CUST2395,39357.71,Deposit,2023-02-19 07:41:37
CBS105539,CUST3684,64194.04,Deposit,2022-02-10 01:51:13
CBS105540,CUST1974,5221.7,Deposit,2022-04-03 03:27:49
CBS105541,CUST3713,5114.4,Withdrawal,2023-11-10 05:04:13
CBS105542,CUST5599,25434.49,Deposit,2022-09-06 13:32:51
CBS105543,CUST5022,66077.59,Deposit,2025-01-01 01:38:36
CBS105544,CUST4290,92494.76,Deposit,2022-05-17 05:30:22
CBS105545,CUST2680,27544.27,Deposit,2024-09-17 05:24:44
CBS105546,CUST1694,95669.4,Withdrawal,2024-12-14 23:05:02
CBS105547,CUST3235,55056.91,Withdrawal,2024-02-13 08:39:42
CBS105548,CUST5269,50526.43,Withdrawal,2023-03-09 11:54:09
CBS105549,CUST1431,10768.7,Deposit,2025-03-25 19:28:06
CBS105550,CUST4133,95568.54,Deposit,2024-04-09 07:10:21
CBS105551,CUST2167,79251.15,Transfer,2024-03-26 01:30:31
CBS105552,CUST3427,822.6,Transfer,2022-05-21 23:30:36
CBS105553,CUST1234,79396.32,Withdrawal,2024-07-12 02:53:16
CBS105554,CUST4520,55557.44,Transfer,2022-02-02 22:07:50
CBS105555,CUST1815,10424.46,Transfer,2025-06-11 03:00:26
CBS105556,CUST2998,70275.95,Transfer,2024-08-07 06:53:53
CBS105557,CUST1160,66774.33,Deposit,2023-08-24 10:54:53
CBS105558,CUST3246,68359.47,Withdrawal,2022-02-12 11:37:43
CBS105559,CUST4399,87625.12,Deposit,2024-02-01 20:43:39
CBS105560,CUST1937,76128.64,Withdrawal,2025-10-15 18:57:12
CBS105561,CUST5614,91142.89,Withdrawal,2023-09-09 06:50:16
CBS105562,CUST3983,38520.44,Withdrawal,2025-04-14 19:41:57
CBS105563,CUST4564,56436.63,Deposit,2025-02-25 00:40:49
CBS105564,CUST3189,98587.38,Deposit,2022-03-30 01:13:45
CBS105565,CUST3882,59219.11,Deposit,2025-02-06 17:42:03
CBS105566,CUST4499,42528.82,Transfer,2023-03-27 02:19:08
CBS105567,CUST1825,46984.02,Deposit,2025-07-06 07:50:24
CBS105568,CUST4233,74004.26,Transfer,2024-10-07 22:13:59
CBS105569,CUST4583,36833.67,Transfer,2023-07-06 10:02:54
CBS105570,CUST5701,5286.89,Withdrawal,2023-10-12 10:43:27
CBS105571,CUST2464,91504.71,Transfer,2023-07-08 11:19:02
CBS105572,CUST5764,48449.13,Transfer,2022-04-07 22:24:51
CBS105573,CUST4819,52118.08,Transfer,2022-06-24 04:38:55
CBS105574,CUST1344,36514.34,Transfer,2023-08-25 03:57:15
CBS105575,CUST3115,92051.41,Withdrawal,2023-01-17 04:04:35
CBS105576,CUST3298,18866.85,Transfer,2024-05-03 10:29:46
CBS105577,CUST2024,39376.79,Transfer,2025-02-25 17:46:57
CBS105578,CUST4700,38241.42,Deposit,2024-11-04 02:01:42
CBS105579,CUST4507,50537.4,Withdrawal,2025-01-22 06:10:18
CBS105580,CUST1321,96927.36,Transfer,2023-06-23 18:15:27
CBS105581,CUST5087,20421.51,Deposit,2025-02-16 20:19:41
CBS105582,CUST4048,63683.84,Withdrawal,2024-01-04 00:07:34
CBS105583,CUST4891,56008.29,Deposit,2023-01-23 00:39:08
CBS105584,CUST5630,26605.58,Transfer,2022-04-17 14:56:29
CBS105585,CUST5244,41629.65,Deposit,2024-08-07 17:55:13
CBS105586,CUST2721,42516.71,Withdrawal,2024-09-02 17:18:57
CBS105587,CUST4336,23547.26,Transfer,2023-10-01 08:54:38
CBS105588,CUST1198,48706.32,Withdrawal,2025-03-28 13:07:21
CBS105589,CUST4153,18983.18,Transfer,2025-10-17 07:58:10
CBS105590,CUST5174,21044.16,Transfer,2025-05-03 13:25:30
CBS105591,CUST2977,84976.82,Transfer,2025-10-12 02:22:20
CBS105592,CUST1175,93414.77,Withdrawal,2024-04-09 16:13:48
CBS105593,CUST3383,39269.51,Deposit,2025-04-02 01:39:55
CBS105594,CUST5028,1539.69,Withdrawal,2023-04-06 23:50:11
CBS105595,CUST1723,89082.15,Deposit,2023-12-16 05:21:40
CBS105596,CUST3540,79228.68,Transfer,2024-12-07 09:38:52
CBS105597,CUST3162,41889.71,Transfer,2022-01-26 03:46:02
CBS105598,CUST3496,62134.73,Transfer,2024-05-06 08:20:57
CBS105599,CUST2321,91451.41,Deposit,2022-06-10 00:04:40
CBS105600,CUST4387,98763.72,Deposit,2023-02-26 15:32:26
CBS105601,CUST3380,46864.39,Withdrawal,2024-11-28 08:17:58
CBS105602,CUST5090,47179.29,Withdrawal,2023-07-10 22:39:37
CBS105603,CUST3922,87178.11,Transfer,2022-02-28 07:18:01
CBS105604,CUST5732,74706.97,Deposit,2024-02-26 03:05:43
CBS105605,CUST5074,79714.26,Deposit,2025-09-27 14:30:50
CBS105606,CUST1945,62089.6,Withdrawal,2025-05-21 16:21:57
CBS105607,CUST4693,36808.86,Deposit,2022-07-30 16:25:01
CBS105608,CUST3762,19485.21,Deposit,2024-11-01 07:42:02
CBS105609,CUST2804,95308.93,Transfer,2022-12-05 12:21:20
CBS105610,CUST3026,15630.53,Withdrawal,2023-11-25 11:30:10
CBS105611,CUST3334,45040.11,Withdrawal,2025-01-12 21:27:19
CBS105612,CUST1486,48040.24,Transfer,2024-04-21 15:54:01
CBS105613,CUST3345,89110.78,Withdrawal,2023-01-07 18:53:15
CBS105614,CUST2605,71154.69,Transfer,2024-02-22 07:46:23
CBS105615,CUST4045,24431.04,Transfer,2023-07-18 14:27:58
CBS105616,CUST3929,20442.56,Withdrawal,2025-04-10 00:44:47
CBS105617,CUST3713,94739.82,Withdrawal,2022-09-18 16:17:48
CBS105618,CUST3062,4840.37,Transfer,2025-04-28 22:31:56
CBS105619,CUST4479,89537.88,Withdrawal,2025-09-08 14:55:01
CBS105620,CUST2361,22193.82,Transfer,2023-08-10 12:32:59
CBS105621,CUST4527,9453.32,Deposit,2025-06-03 19:10:55
CBS105622,CUST5200,28753.65,Withdrawal,2022-11-13 14:52:09
CBS105623,CUST2954,55444.6,Transfer,2024-12-14 20:35:53
CBS105624,CUST3843,86134.95,Transfer,2023-07-18 19:43:31
CBS105625,CUST3716,67820.86,Deposit,2024-12-24 17:20:35
CBS105626,CUST5334,77428.35,Transfer,2022-11-04 00:21:41
CBS105627,CUST5717,91422.55,Transfer,2022-09-07 21:12:34
CBS105628,CUST5285,1047.09,Withdrawal,2023-06-20 08:26:32
CBS105629,CUST3305,65283.6,Deposit,2023-11-06 17:42:27
CBS105630,CUST2105,38852.66,Transfer,2025-07-27 00:20:21
CBS105631,CUST1192,61482.91,Deposit,2025-09-24 08:46:12
CBS105632,CUST4436,5759.88,Withdrawal,2023-06-16 07:38:58
CBS105633,CUST1397,15463.24,Deposit,2024-04-22 23:17:45
CBS105634,CUST1795,71936.37,Transfer,2025-04-24 21:10:38
CBS105635,CUST3936,88205.13,Transfer,2025-08-01 13:17:07
CBS105636,CUST4515,50011.21,Deposit,2024-05-28 22:05:01
CBS105637,CUST3515,19785.03,Transfer,2024-06-16 05:52:32
CBS105638,CUST5385,73810.14,Deposit,2022-11-28 08:09:42
CBS105639,CUST1166,5617.11,Withdrawal,2025-05-08 18:22:39
CBS105640,CUST1259,73030.92,Withdrawal,2025-04-21 08:49:28
CBS105641,CUST1746,80965.16,Deposit,2024-11-17 15:24:42
CBS105642,CUST3752,6567.7,Withdrawal,2022-07-03 01:10:52
CBS105643,CUST5268,40636.62,Transfer,2023-11-14 14:17:03
CBS105644,CUST5935,12679.82,Transfer,2022-11-24 08:00:34
CBS105645,CUST5411,82139.01,Withdrawal,2025-06-07 22:17:50
CBS105646,CUST3447,82137.64,Deposit,2022-02-20 03:53:06
CBS105647,CUST5207,92271.16,Withdrawal,2024-07-10 02:55:25
CBS105648,CUST5652,13663.28,Deposit,2022-01-07 04:54:19
CBS105649,CUST2822,72132.41,Withdrawal,2022-04-27 08:55:42
CBS105650,CUST1646,88963.58,Withdrawal,2025-01-05 18:59:53
CBS105651,CUST5086,44320.03,Deposit,2024-08-27 15:15:26
CBS105652,CUST2330,33162.98,Withdrawal,2025-03-02 10:15:14
CBS105653,CUST2412,71591.72,Transfer,2022-04-25 14:28:31
CBS105654,CUST1808,40946.79,Transfer,2022-12-15 15:17:38
CBS105655,CUST2603,44817.78,Transfer,2025-07-10 18:15:02
CBS105656,CUST3825,72343.94,Withdrawal,2023-04-15 03:01:59
CBS105657,CUST3880,45526.59,Withdrawal,2025-06-28 13:41:53
CBS105658,CUST1998,82513.59,Withdrawal,2023-11-07 23:44:35
CBS105659,CUST2450,70660.44,Withdrawal,2024-04-23 06:48:27
CBS105660,CUST3988,94713.63,Withdrawal,2024-11-18 17:17:47
CBS105661,CUST2104,54128.36,Deposit,2025-09-17 13:31:22
CBS105662,CUST2321,66015.44,Transfer,2022-01-18 04:29:18
CBS105663,CUST1839,6393.69,Deposit,2022-03-21 18:29:48
CBS105664,CUST5316,77401.43,Transfer,2024-11-21 21:45:46
CBS105665,CUST5466,62401.16,Deposit,2022-12-22 14:52:12
CBS105666,CUST2778,48347.48,Deposit,2023-10-05 20:20:38
CBS105667,CUST1023,97208.67,Transfer,2024-08-26 17:42:47
CBS105668,CUST4411,39850.16,Withdrawal,2022-05-23 05:47:17
CBS105669,CUST4346,13973.47,Transfer,2023-07-20 12:50:03
CBS105670,CUST1260,28279.93,Transfer,2023-06-13 17:03:07
CBS105671,CUST5003,91117.63,Withdrawal,2023-03-03 02:46:32
CBS105672,CUST3775,21358.73,Deposit,2025-06-24 18:05:08
CBS105673,CUST5596,96592.87,Withdrawal,2022-08-18 01:28:35
CBS105674,CUST1563,68107.9,Transfer,2025-04-26 03:47:27
CBS105675,CUST2390,20582.72,Deposit,2023-10-28 22:27:57
CBS105676,CUST2159,7105.93,Withdrawal,2022-03-29 17:50:03
CBS105677,CUST4309,47536.51,Withdrawal,2022-09-02 19:06:46
CBS105678,CUST2771,50515.19,Deposit,2023-11-08 11:11:18
CBS105679,CUST3040,35207.79,Transfer,2024-02-02 23:44:18
CBS105680,CUST3759,5008.97,Transfer,2023-09-07 15:11:54
CBS105681,CUST3120,92506.35,Deposit,2024-08-31 15:05:56
CBS105682,CUST3543,60064.02,Deposit,2024-11-19 16:04:36
CBS105683,CUST5190,48702.41,Transfer,2022-04-16 01:52:57
CBS105684,CUST5155,35992.55,Transfer,2023-06-10 12:16:11
CBS105685,CUST2458,67849.18,Deposit,2022-05-15 09:36:08
CBS105686,CUST4879,53050.36,Withdrawal,2024-05-22 03:45:45
CBS105687,CUST2478,84859.96,Deposit,2024-10-23 17:34:37
CBS105688,CUST1024,55892.77,Withdrawal,2022-04-11 00:06:50
CBS105689,CUST3756,52421.79,Withdrawal,2024-06-28 19:04:15
CBS105690,CUST3876,20243.08,Transfer,2023-01-13 16:25:31
CBS105691,CUST1913,7840.43,Transfer,2023-01-18 13:08:55
CBS105692,CUST3886,21506.87,Withdrawal,2022-05-19 13:01:23
CBS105693,CUST4647,16554.7,Deposit,2024-10-29 18:26:29
CBS105694,CUST5457,72516.63,Deposit,2022-03-15 06:47:51
CBS105695,CUST4406,25943.11,Deposit,2023-02-28 16:48:12
CBS105696,CUST5087,67739.84,Transfer,2022-12-26 08:01:35
CBS105697,CUST5908,58359.38,Withdrawal,2025-06-02 14:40:50
CBS105698,CUST2075,25450.81,Withdrawal,2025-08-19 00:19:19
CBS105699,CUST4102,61411.08,Deposit,2023-01-24 11:19:05
CBS105700,CUST1183,69723.88,Deposit,2023-12-14 12:10:11
CBS105701,CUST4144,2326.85,Withdrawal,2023-03-05 06:10:12
CBS105702,CUST4218,56067.88,Deposit,2023-08-29 10:51:51
CBS105703,CUST1123,77332.21,Transfer,2023-05-25 01:31:33
CBS105704,CUST4909,11838.79,Withdrawal,2024-08-21 00:56:42
CBS105705,CUST2717,39499.23,Transfer,2022-05-17 16:10:07
CBS105706,CUST1991,29917.0,Transfer,2025-09-07 09:33:05
CBS105707,CUST2466,63988.2,Transfer,2022-11-30 14:08:24
CBS105708,CUST1829,76285.21,Withdrawal,2022-05-25 11:17:27
CBS105709,CUST1677,96471.17,Deposit,2023-10-12 07:53:39
CBS105710,CUST4629,50017.04,Transfer,2025-06-06 10:47:10
CBS105711,CUST5887,71981.3,Transfer,2022-10-28 15:24:01
CBS105712,CUST1609,52620.91,Transfer,2024-02-29 15:19:03
CBS105713,CUST3674,36177.84,Transfer,2025-08-12 22:59:43
CBS105714,CUST4034,20849.53,Deposit,2022-05-24 08:44:52
CBS105715,CUST1718,88846.37,Withdrawal,2022-10-04 16:44:23
CBS105716,CUST1090,58642.44,Deposit,2025-08-18 05:52:29
CBS105717,CUST3686,64235.96,Transfer,2024-05-02 03:55:23
CBS105718,CUST1236,61889.54,Deposit,2024-10-23 15:43:57
CBS105719,CUST4243,24105.26,Transfer,2024-04-21 14:27:08
CBS105720,CUST4728,32629.68,Transfer,2023-09-25 09:47:48
CBS105721,CUST1482,84554.52,Withdrawal,2022-04-25 08:15:07
CBS105722,CUST2689,45182.69,Withdrawal,2025-04-25 11:12:15
CBS105723,CUST3269,1952.8,Transfer,2023-03-13 06:55:36
CBS105724,CUST2513,43936.05,Withdrawal,2025-06-17 13:15:28
CBS105725,CUST4291,23653.92,Transfer,2024-06-29 17:47:47
CBS105726,CUST2255,86277.18,Deposit,2024-04-12 09:05:34
CBS105727,CUST5751,51459.47,Transfer,2022-01-01 04:24:35
CBS105728,CUST3376,99415.76,Deposit,2024-06-26 10:59:47
CBS105729,CUST4262,3738.51,Transfer,2022-08-30 07:19:12
CBS105730,CUST2343,55422.24,Withdrawal,2023-04-18 01:39:30
CBS105731,CUST1666,5726.14,Deposit,2024-05-07 02:55:16
CBS105732,CUST4208,28766.3,Deposit,2024-07-21 14:26:55
CBS105733,CUST4027,23366.1,Withdrawal,2024-03-13 04:18:14
CBS105734,CUST4930,28580.02,Transfer,2023-06-07 08:17:41
CBS105735,CUST5262,98086.32,Withdrawal,2025-09-28 20:24:13
CBS105736,CUST5258,28201.55,Transfer,2025-07-22 07:53:13
CBS105737,CUST4468,16861.56,Deposit,2025-06-21 10:30:18
CBS105738,CUST1845,95158.7,Withdrawal,2023-02-11 04:20:12
CBS105739,CUST4508,62708.86,Transfer,2023-07-05 00:11:15
CBS105740,CUST2024,29013.04,Deposit,2024-02-05 18:09:53
CBS105741,CUST3225,66090.79,Deposit,2025-05-25 04:28:05
CBS105742,CUST5014,78975.3,Withdrawal,2023-04-23 14:27:55
CBS105743,CUST4552,2175.08,Deposit,2025-04-09 03:42:17
CBS105744,CUST4061,23880.37,Transfer,2024-06-08 15:52:51
CBS105745,CUST1870,57303.4,Transfer,2024-07-05 07:12:56
CBS105746,CUST3291,51333.78,Withdrawal,2024-05-17 05:10:19
CBS105747,CUST1691,42417.15,Withdrawal,2024-08-28 03:35:45
CBS105748,CUST4873,3568.32,Deposit,2023-02-20 05:33:21
CBS105749,CUST2371,95132.42,Deposit,2023-12-17 04:05:25
CBS105750,CUST5102,71650.2,Transfer,2025-03-04 21:09:23
CBS105751,CUST2139,99530.24,Transfer,2023-01-09 21:04:01
CBS105752,CUST5567,87539.0,Deposit,2024-05-02 19:50:10
CBS105753,CUST2614,57579.13,Withdrawal,2025-05-15 01:28:06
CBS105754,CUST5631,35549.62,Deposit,2024-02-22 11:26:40
