transaction_id,customer_id,amount,merchant,card_type,transaction_time
TXN102265,CUST1685,549.27,SastoDeal,Visa,2023-05-12 12:39:11
TXN102266,CUST3160,19840.46,Daraz,Amex,2022-05-14 14:55:34
TXN102267,CUST4988,29407.26,CityExpress,MasterCard,2024-07-04 08:01:20
TXN102268,CUST5066,28540.24,Daraz,Amex,2022-02-07 10:03:21
TXN102269,CUST2567,37513.4,Bhatbhateni,Visa,2024-05-19 02:51:51
TXN102270,CUST1038,33551.76,BigMart,Visa,2025-04-04 10:59:53
TXN102271,CUST3544,13912.66,CityExpress,Amex,2023-06-09 22:35:12
TXN102272,CUST5875,12856.62,CityExpress,Visa,2023-03-11 15:49:31
TXN102273,CUST2256,23260.68,BigMart,MasterCard,2022-11-20 20:22:49
TXN102274,CUST3990,36675.19,Bhatbhateni,MasterCard,2025-07-03 21:16:29
TXN102275,CUST3196,4781.98,SastoDeal,Visa,2022-08-11 12:24:26
TXN102276,CUST4468,47421.5,BigMart,MasterCard,2024-02-09 17:50:59
TXN102277,CUST3708,27203.34,SastoDeal,Amex,2025-09-25 00:16:36
TXN102278,CUST1301,15389.78,BigMart,Visa,2022-06-27 22:25:13
TXN102279,CUST1646,34700.22,Daraz,Amex,2023-09-15 09:06:19
TXN102280,CUST5758,2331.82,Bhatbhateni,Visa,2024-10-09 09:13:36
TXN102281,CUST2759,24271.41,Bhatbhateni,MasterCard,2022-11-12 05:20:21
TXN102282,CUST5351,24349.89,BigMart,MasterCard,2025-02-07 10:41:42
TXN102283,CUST1597,8182.57,Bhatbhateni,MasterCard,2022-03-30 13:51:41
TXN102284,CUST1661,41885.65,SastoDeal,MasterCard,2025-09-27 15:31:51
TXN102285,CUST5330,39860.92,Bhatbhateni,Amex,2024-09-28 22:01:33
TXN102286,CUST2368,7721.35,Bhatbhateni,Amex,2024-12-17 07:31:10
TXN102287,CUST3581,18254.98,Bhatbhateni,Visa,2025-02-01 00:15:50
TXN102288,CUST4868,5111.43,CityExpress,MasterCard,2022-11-04 19:28:22
TXN102289,CUST4537,42445.58,BigMart,MasterCard,2022-12-31 05:44:29
TXN102290,CUST5865,16233.67,Daraz,Amex,2023-05-13 12:27:56
TXN102291,CUST5308,22021.88,Daraz,MasterCard,2025-10-27 22:15:09
TXN102292,CUST5558,16261.21,CityExpress,MasterCard,2023-10-16 16:52:51
TXN102293,CUST1282,15570.3,CityExpress,MasterCard,2025-08-05 16:28:13
TXN102294,CUST4678,37390.38,Daraz,Amex,2024-10-15 05:07:17
TXN102295,CUST2486,37403.56,SastoDeal,Amex,2022-12-04 04:58:19
TXN102296,CUST5082,25937.63,Daraz,MasterCard,2023-08-16 11:13:41
TXN102297,CUST5183,32915.09,Daraz,Amex,2024-07-18 09:13:21
TXN102298,CUST1460,25631.99,BigMart,MasterCard,2025-01-12 05:55:49
TXN102299,CUST3325,1526.6,Daraz,Visa,2025-03-30 16:48:05
TXN102300,CUST4754,3393.72,Daraz,MasterCard,2025-07-17 09:48:04
TXN102301,CUST3468,19248.65,Bhatbhateni,MasterCard,2025-10-25 01:42:19
TXN102302,CUST2724,37512.34,CityExpress,Visa,2022-11-08 21:20:18
TXN102303,CUST2376,45669.99,Daraz,MasterCard,2025-06-15 02:58:29
TXN102304,CUST3743,1582.44,Daraz,MasterCard,2022-01-20 23:35:06
TXN102305,CUST1514,18464.7,SastoDeal,Visa,2022-05-19 21:24:54
TXN102306,CUST1702,11266.74,Daraz,MasterCard,2022-04-01 10:18:56
TXN102307,CUST2653,40778.74,BigMart,Visa,2022-03-30 08:03:33
TXN102308,CUST3066,42313.81,SastoDeal,Visa,2025-01-27 04:20:57
TXN102309,CUST1022,10399.8,Daraz,MasterCard,2022-02-28 14:09:51
TXN102310,CUST3460,35570.28,BigMart,MasterCard,2024-07-04 11:55:23
TXN102311,CUST2304,36614.63,CityExpress,MasterCard,2022-03-23 10:10:55
TXN102312,CUST4300,8935.18,Daraz,Visa,2024-03-28 14:45:25
TXN102313,CUST1361,21741.43,CityExpress,Visa,2025-06-28 23:58:44
TXN102314,CUST4727,31054.86,Daraz,Amex,2024-07-13 14:14:28
TXN102315,CUST2284,1400.72,SastoDeal,Visa,2024-07-03 10:14:58
TXN102316,CUST1514,20289.13,SastoDeal,Amex,2022-12-31 17:50:04
TXN102317,CUST1448,7832.42,BigMart,Visa,2022-04-13 11:24:33
TXN102318,CUST2855,27140.64,Bhatbhateni,MasterCard,2024-05-09 02:59:16
TXN102319,CUST5969,42161.59,BigMart,MasterCard,2023-11-20 17:55:48
TXN102320,CUST4562,26285.22,Daraz,MasterCard,2024-03-20 09:49:17
TXN102321,CUST3520,1895.58,CityExpress,Amex,2022-06-27 00:39:51
TXN102322,CUST4081,1579.9,CityExpress,MasterCard,2025-02-03 12:56:24
TXN102323,CUST2428,30314.61,Daraz,Visa,2022-01-06 12:24:34
TXN102324,CUST4967,16466.28,Bhatbhateni,MasterCard,2025-06-11 13:55:23
TXN102325,CUST1922,28676.06,Bhatbhateni,MasterCard,2023-04-27 03:17:40
TXN102326,CUST4137,8265.49,Bhatbhateni,Visa,2025-08-19 00:48:33
TXN102327,CUST3159,38865.43,Daraz,Amex,2025-07-03 23:04:15
TXN102328,CUST3547,43049.91,SastoDeal,MasterCard,2024-04-05 23:00:27
TXN102329,CUST3979,44472.36,SastoDeal,Amex,2022-03-11 16:18:40
TXN102330,CUST3281,15273.32,Daraz,Amex,2022-09-27 12:10:56
TXN102331,CUST3649,33070.69,SastoDeal,MasterCard,2024-03-29 05:49:05
TXN102332,CUST1313,14024.22,Bhatbhateni,Visa,2024-09-26 22:46:14
TXN102333,CUST3613,38161.57,SastoDeal,Amex,2022-12-25 06:55:06
TXN102334,CUST4083,6114.2,Daraz,Visa,2023-06-06 20:05:29
TXN102335,CUST3256,38161.96,SastoDeal,Amex,2024-12-21 21:21:57
TXN102336,CUST2037,22042.46,SastoDeal,MasterCard,2023-03-09 21:54:28
TXN102337,CUST4489,42791.92,SastoDeal,Visa,2022-04-11 03:34:37
TXN102338,CUST3634,36972.65,SastoDeal,Visa,2023-06-05 13:32:31
TXN102339,CUST4983,18888.33,Daraz,Amex,2024-04-24 16:39:38
TXN102340,CUST2778,45186.61,BigMart,Visa,2025-09-30 05:54:06
TXN102341,CUST4895,14238.52,SastoDeal,MasterCard,2024-07-21 06:43:00
TXN102342,CUST2124,48352.73,BigMart,Visa,2025-03-20 09:39:18
TXN102343,CUST1697,38383.45,Daraz,Visa,2022-10-07 04:05:41
TXN102344,CUST3179,49534.68,CityExpress,Amex,2024-08-28 21:26:20
TXN102345,CUST2404,2789.84,BigMart,Visa,2024-11-26 21:57:13
TXN102346,CUST2043,13774.4,Daraz,Visa,2022-03-20 13:28:26
TXN102347,CUST2929,37089.09,CityExpress,MasterCard,2024-08-23 16:19:37
TXN102348,CUST2013,46120.26,SastoDeal,Visa,2025-02-22 22:06:12
TXN102349,CUST1226,1535.66,Daraz,MasterCard,2022-12-24 11:18:50
TXN102350,CUST2828,100.46,Bhatbhateni,Visa,2022-03-18 16:36:26
TXN102351,CUST5917,12886.51,CityExpress,Visa,2023-02-12 19:09:38
TXN102352,CUST3023,42653.66,Bhatbhateni,MasterCard,2025-01-02 03:55:10
TXN102353,CUST5966,38380.94,SastoDeal,Visa,2022-12-09 17:29:58
TXN102354,CUST3452,17079.85,SastoDeal,Visa,2024-09-10 21:16:07
TXN102355,CUST3085,200.36,BigMart,Amex,2023-11-20 22:11:21
TXN102356,CUST5283,27779.82,SastoDeal,Amex,2023-10-11 00:49:01
TXN102357,CUST2080,11973.98,BigMart,Visa,2023-10-22 17:52:19
TXN102358,CUST3320,37305.89,CityExpress,MasterCard,2022-05-18 12:16:55
TXN102359,CUST4190,22372.85,Bhatbhateni,Amex,2023-01-12 14:52:27
TXN102360,CUST3630,33962.24,CityExpress,Visa,2025-04-11 15:24:12
TXN102361,CUST3563,42630.21,Bhatbhateni,Amex,2023-10-11 12:56:16
TXN102362,CUST4292,26834.41,Daraz,Visa,2023-09-04 21:57:31
TXN102363,CUST5621,16864.18,CityExpress,MasterCard,2022-09-22 16:44:13
TXN102364,CUST4586,38500.22,Daraz,Amex,2024-04-09 05:07:05
TXN102365,CUST5431,13332.84,Bhatbhateni,Amex,2024-09-25 09:29:19
TXN102366,CUST3947,44586.79,BigMart,Visa,2022-02-08 10:05:45
TXN102367,CUST4959,3664.24,CityExpress,MasterCard,2024-03-06 02:57:44
TXN102368,CUST3813,41789.89,CityExpress,MasterCard,2025-05-10 11:11:32
TXN102369,CUST3583,4668.63,BigMart,MasterCard,2025-06-13 11:51:51
TXN102370,CUST1161,2901.24,BigMart,Visa,2022-05-08 22:08:04
TXN102371,CUST1593,18226.52,SastoDeal,MasterCard,2022-08-06 23:54:04
TXN102372,CUST4259,47831.81,SastoDeal,MasterCard,2022-08-01 23:39:33
TXN102373,CUST5155,49175.95,Bhatbhateni,Visa,2024-11-13 14:40:32
TXN102374,CUST3962,10183.32,CityExpress,MasterCard,2024-09-13 17:34:41
TXN102375,CUST4888,7517.01,BigMart,MasterCard,2023-10-29 13:36:38
TXN102376,CUST4390,17712.37,BigMart,Amex,2024-03-18 15:45:16
TXN102377,CUST5501,16920.63,Daraz,MasterCard,2022-04-14 17:43:56
TXN102378,CUST1663,38003.68,SastoDeal,Amex,2023-06-26 19:50:17
TXN102379,CUST2132,22255.55,Daraz,Amex,2025-08-18 03:59:27
TXN102380,CUST1541,39016.19,BigMart,Amex,2025-09-06 01:37:43
TXN102381,CUST3974,37460.78,CityExpress,Amex,2025-03-28 05:20:17
TXN102382,CUST1867,28957.69,CityExpress,MasterCard,2024-06-07 16:38:06
TXN102383,CUST3066,41692.25,Daraz,Amex,2023-04-16 20:22:50
TXN102384,CUST1431,9862.82,SastoDeal,Amex,2025-04-26 09:24:59
TXN102385,CUST5835,8174.34,Bhatbhateni,Amex,2023-12-14 19:41:14
TXN102386,CUST5278,37557.45,CityExpress,MasterCard,2025-10-20 23:33:45
TXN102387,CUST2206,12315.37,Bhatbhateni,Visa,2024-12-19 09:14:19
TXN102388,CUST3528,239.44,SastoDeal,Amex,2023-02-03 08:34:31
TXN102389,CUST2169,45606.81,Daraz,Amex,2025-04-09 18:15:31
TXN102390,CUST1830,31184.56,SastoDeal,Visa,2023-12-13 11:25:21
TXN102391,CUST2651,22302.39,BigMart,MasterCard,2025-08-08 11:08:53
TXN102392,CUST2136,36314.25,SastoDeal,Amex,2022-01-06 19:39:23
TXN102393,CUST3810,16733.25,Daraz,MasterCard,2025-09-16 07:37:00
TXN102394,CUST1475,47687.94,Daraz,Amex,2023-06-24 19:05:24
TXN102395,CUST3810,3524.15,SastoDeal,MasterCard,2025-01-20 01:48:44
TXN102396,CUST2326,32083.31,Daraz,MasterCard,2022-12-09 04:55:52
TXN102397,CUST2019,38886.75,BigMart,Amex,2022-04-25 09:52:34
TXN102398,CUST2836,23509.38,Bhatbhateni,Amex,2025-07-10 13:51:37
TXN102399,CUST5256,37772.92,SastoDeal,MasterCard,2025-09-02 21:05:30
TXN102400,CUST3448,46352.83,Daraz,Amex,2022-05-18 03:12:11
TXN102401,CUST5293,37225.3,Bhatbhateni,Visa,2022-02-26 10:41:57
TXN102402,CUST2283,15537.41,BigMart,MasterCard,2023-06-26 22:07:39
TXN102403,CUST1659,28136.13,SastoDeal,Visa,2024-11-23 17:04:14
TXN102404,CUST3010,45589.02,Daraz,Amex,2024-05-02 00:49:18
TXN102405,CUST1398,22509.98,Bhatbhateni,Visa,2022-11-26 11:19:24
TXN102406,CUST2733,34116.75,BigMart,Visa,2024-11-13 13:20:09
TXN102407,CUST3125,23329.18,CityExpress,MasterCard,2025-04-26 07:22:12
TXN102408,CUST3171,6155.07,Daraz,Visa,2025-02-26 03:54:13
TXN102409,CUST1074,3024.02,BigMart,Amex,2023-01-15 19:52:39
TXN102410,CUST5697,47618.47,Bhatbhateni,MasterCard,2022-01-13 23:56:38
TXN102411,CUST4471,30665.83,SastoDeal,Amex,2025-09-01 02:21:31
TXN102412,CUST1836,5280.36,Bhatbhateni,Amex,2024-08-10 01:33:33
TXN102413,CUST1499,42886.18,SastoDeal,Visa,2023-11-04 02:22:32
TXN102414,CUST1137,26182.39,BigMart,Amex,2024-02-12 08:45:39
TXN102415,CUST3097,38619.41,BigMart,Visa,2022-11-12 01:02:37
TXN102416,CUST4696,6425.13,Bhatbhateni,MasterCard,2024-07-28 07:22:09
TXN102417,CUST2885,45354.83,Bhatbhateni,MasterCard,2023-11-27 17:36:08
TXN102418,CUST3757,29567.72,SastoDeal,Visa,2024-08-19 04:04:14
TXN102419,CUST4920,36939.21,Daraz,MasterCard,2024-02-22 16:26:55
TXN102420,CUST2900,1665.85,Bhatbhateni,MasterCard,2023-03-27 20:02:00
TXN102421,CUST3610,15833.71,Daraz,MasterCard,2022-08-05 17:14:28
TXN102422,CUST4986,13445.53,Daraz,MasterCard,2022-05-28 01:20:52
TXN102423,CUST2449,47484.79,Daraz,Visa,2024-05-16 08:32:46
TXN102424,CUST1546,9348.39,BigMart,Visa,2024-06-27 00:50:27
TXN102425,CUST5676,35381.88,BigMart,Amex,2022-07-13 20:34:56
TXN102426,CUST3003,2233.4,Daraz,Amex,2025-03-06 10:01:51
TXN102427,CUST3096,9964.44,Daraz,MasterCard,2023-04-25 02:54:27
TXN102428,CUST1703,16996.01,BigMart,Visa,2022-08-06 08:59:56
TXN102429,CUST3403,39745.84,SastoDeal,Visa,2024-11-02 13:28:43
TXN102430,CUST2625,39519.83,CityExpress,Visa,2023-10-18 20:24:41
TXN102431,CUST4331,47634.83,Bhatbhateni,Amex,2024-07-31 00:23:03
TXN102432,CUST5733,45846.7,Daraz,MasterCard,2022-12-28 14:41:12
TXN102433,CUST3978,4167.58,BigMart,Visa,2024-01-07 21:49:33
TXN102434,CUST5736,41510.4,Daraz,Amex,2023-09-27 02:29:46
TXN102435,CUST3839,22613.56,Daraz,Visa,2025-02-13 08:52:07
TXN102436,CUST4384,43307.72,Daraz,Visa,2025-09-03 10:08:54
TXN102437,CUST3659,4555.38,Daraz,Amex,2023-07-07 23:49:52
TXN102438,CUST2861,41156.18,SastoDeal,Amex,2024-10-03 01:43:31
TXN102439,CUST3856,8066.16,Bhatbhateni,Visa,2022-02-14 17:03:24
TXN102440,CUST1685,16758.7,Bhatbhateni,MasterCard,2025-03-22 16:27:28
TXN102441,CUST5283,1539.54,BigMart,MasterCard,2025-02-05 15:27:08
TXN102442,CUST2619,6274.03,SastoDeal,Amex,2022-06-11 07:39:08
TXN102443,CUST5643,22341.72,SastoDeal,Visa,2023-09-22 23:28:46
TXN102444,CUST2431,40935.08,Bhatbhateni,Amex,2025-06-15 20:31:59
TXN102445,CUST1875,38706.12,BigMart,Visa,2024-01-25 16:44:53
TXN102446,CUST5713,11841.36,SastoDeal,Visa,2023-10-26 12:57:47
TXN102447,CUST3461,7669.35,BigMart,Visa,2024-01-15 00:02:09
TXN102448,CUST2365,19524.25,Bhatbhateni,Amex,2024-12-08 00:00:50
TXN102449,CUST2243,44175.09,Daraz,Amex,2025-09-08 11:40:29
TXN102450,CUST5998,4662.11,SastoDeal,Amex,2022-06-02 16:39:05
TXN102451,CUST1162,27191.41,BigMart,Amex,2024-03-01 20:08:35
TXN102452,CUST2974,4531.49,Daraz,MasterCard,2024-02-09 07:52:14
TXN102453,CUST4291,23563.58,Bhatbhateni,Visa,2024-01-14 15:50:05
TXN102454,CUST1269,6426.9,CityExpress,Amex,2023-09-11 11:18:19
TXN102455,CUST1631,4108.81,SastoDeal,Visa,2025-09-13 01:59:49
TXN102456,CUST1905,9623.38,SastoDeal,MasterCard,2025-10-26 21:42:09
TXN102457,CUST4471,12837.28,BigMart,Amex,2022-07-14 14:13:41
TXN102458,CUST4253,13885.64,Bhatbhateni,MasterCard,2024-10-19 11:33:03
TXN102459,CUST3014,32298.87,Bhatbhateni,Amex,2024-04-04 12:33:13
TXN102460,CUST2641,2843.6,SastoDeal,Visa,2024-04-23 01:03:16
TXN102461,CUST1204,4132.37,SastoDeal,MasterCard,2025-06-13 01:18:29
TXN102462,CUST1581,9516.44,BigMart,MasterCard,2022-12-03 16:48:05
TXN102463,CUST1840,43615.95,BigMart,Amex,2023-09-28 14:51:10
TXN102464,CUST2719,31467.39,CityExpress,Visa,2023-01-02 21:42:32
TXN102465,CUST3643,36545.45,Daraz,Visa,2023-11-03 18:36:49
TXN102466,CUST3297,18581.07,BigMart,Visa,2024-04-26 05:38:17
TXN102467,CUST1874,10739.7,Daraz,Visa,2024-03-28 01:22:54
TXN102468,CUST1689,1994.27,SastoDeal,Amex,2024-10-29 17:35:24
TXN102469,CUST5000,24477.93,CityExpress,MasterCard,2024-11-01 18:55:16
TXN102470,CUST4141,28756.62,CityExpress,Amex,2023-07-10 09:52:21
TXN102471,CUST2422,44860.44,CityExpress,Visa,2022-02-08 04:12:53
TXN102472,CUST1671,44116.44,Bhatbhateni,MasterCard,2022-05-17 08:44:05
TXN102473,CUST2171,21291.79,SastoDeal,MasterCard,2025-02-06 00:16:02
TXN102474,CUST4726,21236.54,Bhatbhateni,Visa,2024-10-14 02:29:25
TXN102475,CUST1943,8140.03,Bhatbhateni,Amex,2023-09-08 23:02:54
TXN102476,CUST2449,12946.7,CityExpress,Amex,2025-09-27 15:08:33
TXN102477,CUST4737,46290.61,Bhatbhateni,Visa,2025-04-20 09:01:19
TXN102478,CUST3539,7137.7,SastoDeal,MasterCard,2025-04-30 06:53:03
TXN102479,CUST4959,48438.11,SastoDeal,MasterCard,2024-09-21 00:27:59
TXN102480,CUST5991,25286.45,Bhatbhateni,Amex,2022-09-08 19:51:08
TXN102481,CUST5260,22884.68,SastoDeal,MasterCard,2023-12-16 09:57:02
TXN102482,CUST3361,8814.46,Daraz,Visa,2023-09-16 17:40:50
TXN102483,CUST4652,33110.91,Bhatbhateni,MasterCard,2022-09-25 00:48:20
TXN102484,CUST4670,23046.29,CityExpress,Amex,2024-07-08 20:00:10
TXN102485,CUST2753,18596.09,CityExpress,Amex,2022-09-04 20:47:31
TXN102486,CUST3352,13299.36,SastoDeal,Visa,2022-10-13 22:49:48
TXN102487,CUST2938,3417.69,SastoDeal,Amex,2023-10-23 09:24:24
TXN102488,CUST1370,26014.47,CityExpress,Visa,2023-11-03 11:38:57
TXN102489,CUST5948,15714.13,Daraz,MasterCard,2023-11-07 17:16:47
TXN102490,CUST5479,35422.47,CityExpress,MasterCard,2023-11-21 12:02:51
TXN102491,CUST2931,36203.77,Bhatbhateni,MasterCard,2024-03-10 14:16:23
TXN102492,CUST1424,16672.14,CityExpress,Visa,2025-07-14 14:33:46
TXN102493,CUST5724,33489.12,BigMart,Amex,2024-12-09 15:11:19
TXN102494,CUST1894,13007.89,Daraz,Visa,2024-03-10 20:04:11
TXN102495,CUST1597,36385.97,Daraz,MasterCard,2022-01-18 09:18:27
TXN102496,CUST4062,902.25,CityExpress,MasterCard,2024-06-04 06:30:58
TXN102497,CUST3336,7665.28,BigMart,MasterCard,2024-12-22 05:26:39
TXN102498,CUST5688,12325.93,Bhatbhateni,MasterCard,2024-12-04 10:32:31
TXN102499,CUST2687,38669.48,CityExpress,MasterCard,2022-10-30 11:32:50
TXN102500,CUST1572,3412.18,Bhatbhateni,Visa,2023-11-27 05:44:02
TXN102501,CUST3090,9484.05,BigMart,MasterCard,2024-09-26 18:27:08
TXN102502,CUST4669,17995.34,CityExpress,Visa,2023-09-09 20:17:30
TXN102503,CUST5272,557.83,CityExpress,Visa,2022-05-14 00:20:29
TXN102504,CUST5624,38129.84,Bhatbhateni,MasterCard,2023-09-06 21:08:11
TXN102505,CUST2633,28049.25,CityExpress,MasterCard,2025-06-23 04:49:12
TXN102506,CUST2517,45043.9,BigMart,MasterCard,2023-05-20 15:49:55
TXN102507,CUST5293,1648.45,CityExpress,Visa,2022-09-20 13:04:40
TXN102508,CUST3657,13642.4,SastoDeal,Amex,2022-10-18 21:36:27
TXN102509,CUST4648,36589.46,BigMart,Visa,2024-05-04 20:33:24
TXN102510,CUST5948,33789.96,Daraz,MasterCard,2024-09-22 11:38:40
TXN102511,CUST4588,12228.57,Bhatbhateni,Visa,2024-07-24 12:37:38
TXN102512,CUST2537,29824.82,BigMart,Amex,2024-11-16 02:17:51
TXN102513,CUST4137,39708.51,Daraz,Amex,2025-10-17 15:49:21
TXN102514,CUST1097,1765.7,Daraz,Amex,2025-01-14 08:32:07
TXN102515,CUST4215,35909.66,BigMart,Visa,2024-04-15 09:43:50
TXN102516,CUST5530,12679.64,Daraz,Amex,2024-08-04 08:28:46
TXN102517,CUST5732,47397.78,Daraz,Amex,2022-01-02 01:11:38
TXN102518,CUST4750,26957.19,SastoDeal,Visa,2023-12-22 11:42:02
TXN102519,CUST4157,1765.97,CityExpress,MasterCard,2023-03-29 17:26:39
TXN102520,CUST5683,20231.19,SastoDeal,Amex,2024-06-21 05:03:14
TXN102521,CUST1343,48318.96,CityExpress,Visa,2024-06-25 19:06:28
TXN102522,CUST5666,36545.61,Daraz,Amex,2023-01-11 16:21:18
TXN102523,CUST1610,15093.9,CityExpress,Visa,2025-06-09 20:12:44
TXN102524,CUST2727,28805.84,SastoDeal,MasterCard,2023-05-09 23:34:03
TXN102525,CUST3290,29995.16,Bhatbhateni,Visa,2024-05-28 15:07:04
TXN102526,CUST2854,1265.07,Bhatbhateni,Visa,2024-04-11 19:25:11
TXN102527,CUST3608,9023.78,CityExpress,Amex,2022-06-14 22:23:48
TXN102528,CUST3079,27633.67,Bhatbhateni,Visa,2022-07-30 14:45:13
TXN102529,CUST3324,20197.35,BigMart,MasterCard,2023-05-18 11:25:11
TXN102530,CUST5627,9582.89,Bhatbhateni,Visa,2023-06-15 08:15:17
TXN102531,CUST2177,38656.17,CityExpress,Visa,2024-08-24 23:59:35
TXN102532,CUST2091,24500.84,Daraz,Visa,2024-01-11 09:43:33
TXN102533,CUST5979,15567.66,SastoDeal,MasterCard,2024-01-17 01:50:50
TXN102534,CUST3791,8167.7,Bhatbhateni,MasterCard,2023-12-24 02:58:58
TXN102535,CUST2749,30597.05,CityExpress,Visa,2022-08-25 13:55:44
TXN102536,CUST3675,33346.44,SastoDeal,Visa,2023-11-05 22:30:28
TXN102537,CUST1781,33512.9,BigMart,Visa,2023-05-17 07:43:37
TXN102538,CUST4048,11092.34,Daraz,Amex,2024-07-26 03:13:23
TXN102539,CUST3105,29807.39,SastoDeal,MasterCard,2025-07-22 14:19:14
TXN102540,CUST4867,45279.78,SastoDeal,Visa,2024-02-10 12:25:41
TXN102541,CUST5976,17724.06,CityExpress,Visa,2023-08-14 14:12:34
TXN102542,CUST5542,10617.27,BigMart,MasterCard,2023-04-06 10:03:51
TXN102543,CUST3113,38630.26,Bhatbhateni,Amex,2022-02-08 17:44:19
TXN102544,CUST4970,8926.46,BigMart,Visa,2024-05-02 21:52:01
TXN102545,CUST2991,12762.06,Daraz,MasterCard,2025-07-26 17:26:46
TXN102546,CUST2067,5122.16,Bhatbhateni,Amex,2022-10-19 23:41:34
TXN102547,CUST2577,13466.93,BigMart,MasterCard,2024-05-15 08:05:39
TXN102548,CUST2011,20575.72,Daraz,MasterCard,2023-07-28 18:38:45
TXN102549,CUST3274,3301.48,SastoDeal,Visa,2025-02-26 17:42:22
TXN102550,CUST5869,43598.27,SastoDeal,MasterCard,2024-04-06 17:53:41
TXN102551,CUST2814,25732.37,SastoDeal,Visa,2022-02-08 06:31:27
TXN102552,CUST3426,29446.37,SastoDeal,Amex,2023-05-08 13:53:21
TXN102553,CUST5402,18627.16,Bhatbhateni,Visa,2022-02-15 13:21:42
TXN102554,CUST5874,33524.78,SastoDeal,MasterCard,2022-04-23 12:45:10
TXN102555,CUST3551,21645.91,Bhatbhateni,MasterCard,2025-01-08 20:26:06
TXN102556,CUST4657,38089.56,Bhatbhateni,MasterCard,2023-03-28 21:51:59
TXN102557,CUST1007,41087.97,BigMart,Visa,2022-07-13 20:49:24
TXN102558,CUST3555,33625.27,SastoDeal,Amex,2025-04-16 03:14:05
TXN102559,CUST1475,24617.65,CityExpress,Amex,2023-11-16 18:50:22
TXN102560,CUST3211,39135.24,SastoDeal,MasterCard,2022-06-19 21:15:10
TXN102561,CUST1484,24764.84,CityExpress,Visa,2025-10-17 13:59:37
TXN102562,CUST5654,5664.34,SastoDeal,MasterCard,2025-04-27 18:55:14
TXN102563,CUST3285,5905.38,Bhatbhateni,Visa,2023-08-26 00:13:28
TXN102564,CUST5563,47434.3,SastoDeal,Amex,2023-05-28 02:40:09
TXN102565,CUST4525,10756.79,SastoDeal,Visa,2024-01-21 01:48:05
TXN102566,CUST4339,40814.66,SastoDeal,Visa,2024-05-06 15:01:34
TXN102567,CUST3822,12410.6,SastoDeal,MasterCard,2024-06-24 05:05:26
TXN102568,CUST5943,21595.93,BigMart,Visa,2022-10-20 18:42:29
TXN102569,CUST3924,32781.91,BigMart,Amex,2024-06-07 00:55:26
TXN102570,CUST1258,8027.47,Bhatbhateni,Amex,2022-04-19 16:42:30
TXN102571,CUST1282,36888.6,Bhatbhateni,Amex,2025-07-02 10:21:09
TXN102572,CUST2898,34526.66,CityExpress,MasterCard,2022-08-05 01:05:46
TXN102573,CUST5135,27199.84,Bhatbhateni,Visa,2024-07-05 21:25:03
TXN102574,CUST3976,28337.9,BigMart,Visa,2025-09-02 13:56:12
TXN102575,CUST3267,5378.01,Bhatbhateni,MasterCard,2023-07-02 13:23:31
TXN102576,CUST4200,21853.86,CityExpress,Amex,2025-09-09 11:06:41
TXN102577,CUST1612,4419.91,CityExpress,Amex,2023-09-08 21:54:33
TXN102578,CUST1687,15462.38,BigMart,MasterCard,2023-06-30 03:12:13
TXN102579,CUST4690,45025.58,Bhatbhateni,MasterCard,2025-05-29 23:33:54
TXN102580,CUST1612,28769.22,CityExpress,Amex,2022-05-25 04:18:10
TXN102581,CUST3307,37160.9,Bhatbhateni,Amex,2024-04-10 03:14:58
TXN102582,CUST4013,28736.9,Bhatbhateni,Visa,2024-04-07 19:05:18
TXN102583,CUST2781,9792.41,BigMart,Amex,2023-11-17 16:37:45
TXN102584,CUST3591,29780.93,BigMart,Amex,2022-05-05 17:00:38
TXN102585,CUST3696,37793.87,Bhatbhateni,Visa,2024-10-04 01:53:50
TXN102586,CUST4958,7006.41,SastoDeal,MasterCard,2022-06-27 07:50:54
TXN102587,CUST1574,40863.64,SastoDeal,Visa,2025-07-31 05:53:51
TXN102588,CUST2910,27814.07,Daraz,Visa,2023-04-25 00:51:42
TXN102589,CUST4604,313.33,Daraz,Amex,2024-03-27 11:07:18
TXN102590,CUST1669,26036.95,Daraz,MasterCard,2023-10-28 16:46:33
TXN102591,CUST5364,19844.01,BigMart,Amex,2022-03-03 04:06:39
TXN102592,CUST2283,14892.68,Bhatbhateni,MasterCard,2022-03-29 02:54:20
TXN102593,CUST1923,38585.74,CityExpress,Visa,2025-09-18 05:11:44
TXN102594,CUST2125,44985.04,Bhatbhateni,MasterCard,2024-10-09 01:14:39
TXN102595,CUST2529,38156.39,Bhatbhateni,Amex,2023-07-15 21:19:44
TXN102596,CUST2594,42353.95,Daraz,MasterCard,2025-04-17 03:53:00
TXN102597,CUST1246,45448.17,Bhatbhateni,MasterCard,2022-03-09 17:02:13
TXN102598,CUST4711,45640.2,Daraz,MasterCard,2022-01-07 18:39:24
TXN102599,CUST2560,5820.44,Bhatbhateni,Amex,2025-01-20 23:52:04
TXN102600,CUST3400,22873.64,CityExpress,Visa,2024-07-26 10:57:26
TXN102601,CUST3243,114.3,SastoDeal,Visa,2022-10-13 06:26:02
TXN102602,CUST4864,25372.48,SastoDeal,MasterCard,2023-02-11 19:58:35
TXN102603,CUST2939,46219.77,BigMart,MasterCard,2023-02-24 01:44:37
