card_id,customer_id,card_type,card_limit,issue_date
CARD_001646,CUST_03169,Debit,25000,2021-06-30
CARD_001647,CUST_02299,Debit,1000,2020-02-11
CARD_001648,CUST_04079,Debit,10000,2022-08-19
CARD_001649,CUST_01543,Debit,5000,2020-02-15
CARD_001650,CUST_04209,Credit,10000,2021-10-10
CARD_001651,CUST_04355,Credit,5000,2022-02-12
CARD_001652,CUST_02155,Credit,2500,2022-03-10
CARD_001653,CUST_00575,Debit,25000,2021-10-22
CARD_001654,CUST_03039,Debit,1000,2020-07-19
CARD_001655,CUST_01382,Debit,5000,2022-09-27
CARD_001656,CUST_01223,Credit,1000,2020-07-23
CARD_001657,CUST_02475,Debit,2500,2021-02-25
CARD_001658,CUST_01502,Credit,10000,2021-11-19
CARD_001659,CUST_00859,Credit,5000,2022-10-14
CARD_001660,CUST_03575,Credit,25000,2022-10-26
CARD_001661,CUST_03730,Credit,5000,2021-11-26
CARD_001662,CUST_02966,Prepaid,10000,2020-12-07
CARD_001663,CUST_03192,Credit,10000,2021-09-05
CARD_001664,CUST_01597,Prepaid,25000,2022-01-14
CARD_001665,CUST_01562,Debit,25000,2022-06-11
CARD_001666,CUST_02523,Debit,2500,2021-02-17
CARD_001667,CUST_02600,Credit,1000,2022-10-14
CARD_001668,CUST_02392,Prepaid,5000,2020-06-03
CARD_001669,CUST_02676,Debit,2500,2021-03-14
CARD_001670,CUST_02184,Debit,1000,2021-08-11
CARD_001671,CUST_00277,Credit,2500,2021-06-27
CARD_001672,CUST_03883,Credit,25000,2020-04-07
CARD_001673,CUST_03605,Debit,25000,2021-08-31
CARD_001674,CUST_02079,Credit,10000,2022-04-03
CARD_001675,CUST_04343,Prepaid,5000,2021-04-07
CARD_001676,CUST_04507,Credit,5000,2020-07-07
CARD_001677,CUST_04078,Debit,5000,2020-07-13
CARD_001678,CUST_04169,Debit,2500,2021-11-20
CARD_001679,CUST_01121,Debit,2500,2021-07-13
CARD_001680,CUST_04769,Debit,5000,2020-05-17
CARD_001681,CUST_02524,Debit,10000,2022-12-23
CARD_001682,CUST_03371,Credit,1000,2022-08-31
CARD_001683,CUST_04383,Debit,2500,2022-05-24
CARD_001684,CUST_01909,Credit,5000,2021-03-05
CARD_001685,CUST_03521,Prepaid,25000,2021-12-12
CARD_001686,CUST_04308,Debit,2500,2020-06-06
CARD_001687,CUST_04497,Prepaid,1000,2021-09-10
CARD_001688,CUST_04751,Credit,2500,2022-10-30
CARD_001689,CUST_03106,Credit,1000,2021-09-06
CARD_001690,CUST_00498,Debit,1000,2022-06-05
CARD_001691,CUST_03588,Credit,2500,2021-10-03
CARD_001692,CUST_04194,Debit,1000,2021-02-13
CARD_001693,CUST_02414,Credit,2500,2022-04-28
CARD_001694,CUST_03801,Debit,2500,2022-04-03
CARD_001695,CUST_00463,Credit,10000,2021-05-29
CARD_001696,CUST_02761,Debit,25000,2022-11-21
CARD_001697,CUST_03458,Debit,1000,2022-07-17
CARD_001698,CUST_00273,Credit,2500,2021-01-04
CARD_001699,CUST_01151,Credit,1000,2020-02-08
CARD_001700,CUST_03390,Debit,2500,2022-11-23
CARD_001701,CUST_00019,Debit,2500,2021-01-17
CARD_001702,CUST_01617,Credit,2500,2022-10-19
CARD_001703,CUST_03179,Credit,25000,2021-03-12
CARD_001704,CUST_04082,Debit,1000,2022-08-15
CARD_001705,CUST_00412,Credit,25000,2021-07-02
CARD_001706,CUST_00742,Debit,25000,2022-12-27
CARD_001707,CUST_02672,Debit,25000,2022-06-07
CARD_001708,CUST_02780,Credit,25000,2020-05-02
CARD_001709,CUST_02625,Credit,10000,2022-12-05
CARD_001710,CUST_00515,Credit,1000,2021-02-14
CARD_001711,CUST_00207,Debit,1000,2022-01-16
CARD_001712,CUST_00948,Credit,2500,2022-08-05
CARD_001713,CUST_02442,Debit,1000,2020-10-29
CARD_001714,CUST_01829,Prepaid,25000,2021-05-07
CARD_001715,CUST_03599,Debit,5000,2020-11-04
CARD_001716,CUST_02168,Debit,1000,2021-09-06
CARD_001717,CUST_01657,Credit,5000,2022-06-10
CARD_001718,CUST_00602,Debit,10000,2022-04-20
CARD_001719,CUST_00712,Credit,2500,2021-10-14
CARD_001720,CUST_01204,Credit,2500,2020-05-11
CARD_001721,CUST_01392,Debit,2500,2021-02-20
CARD_001722,CUST_02697,Credit,10000,2022-04-24
CARD_001723,CUST_03273,Debit,25000,2021-06-30
CARD_001724,CUST_04926,Debit,5000,2021-08-10
CARD_001725,CUST_03132,Prepaid,1000,2020-11-24
CARD_001726,CUST_03731,Credit,25000,2021-06-09
CARD_001727,CUST_02667,Debit,2500,2021-04-28
CARD_001728,CUST_00550,Credit,2500,2022-04-11
CARD_001729,CUST_04742,Debit,25000,2021-05-03
CARD_001730,CUST_03983,Credit,5000,2020-08-20
CARD_001731,CUST_01245,Prepaid,25000,2020-11-03
CARD_001732,CUST_03887,Debit,10000,2021-01-28
CARD_001733,CUST_04013,Credit,2500,2020-02-26
CARD_001734,CUST_02550,Debit,5000,2021-05-17
CARD_001735,CUST_03205,Debit,1000,2021-09-27
CARD_001736,CUST_00846,Prepaid,2500,2022-08-08
CARD_001737,CUST_04546,Credit,25000,2022-09-21
CARD_001738,CUST_00044,Debit,5000,2022-06-12
CARD_001739,CUST_00659,Credit,2500,2022-05-14
CARD_001740,CUST_04824,Debit,1000,2020-03-16
CARD_001741,CUST_03931,Debit,1000,2021-02-17
CARD_001742,CUST_02868,Prepaid,25000,2020-11-22
CARD_001743,CUST_03648,Credit,10000,2021-07-12
CARD_001744,CUST_02783,Credit,25000,2020-10-06
CARD_001745,CUST_01692,Debit,5000,2020-02-29
CARD_001746,CUST_02226,Credit,25000,2021-06-13
CARD_001747,CUST_03067,Prepaid,5000,2021-07-22
CARD_001748,CUST_01948,Debit,10000,2020-12-26
CARD_001749,CUST_01366,Debit,25000,2020-03-27
CARD_001750,CUST_03131,Credit,1000,2022-09-22
CARD_001751,CUST_04534,Debit,5000,2020-02-10
CARD_001752,CUST_04522,Debit,5000,2020-04-23
CARD_001753,CUST_00968,Credit,1000,2020-06-20
CARD_001754,CUST_01405,Prepaid,25000,2021-10-04
CARD_001755,CUST_00486,Credit,10000,2021-09-02
CARD_001756,CUST_01756,Credit,2500,2020-05-10
CARD_001757,CUST_03631,Credit,25000,2022-04-13
CARD_001758,CUST_02969,Credit,25000,2022-01-14
CARD_001759,CUST_01580,Debit,5000,2020-07-03
CARD_001760,CUST_02796,Debit,5000,2022-03-23
CARD_001761,CUST_00051,Debit,10000,2020-10-14
CARD_001762,CUST_01660,Debit,10000,2021-04-28
CARD_001763,CUST_04301,Debit,10000,2020-08-17
CARD_001764,CUST_02788,Debit,1000,2022-10-21
CARD_001765,CUST_04629,Debit,2500,2020-09-04
CARD_001766,CUST_02156,Debit,2500,2022-12-04
CARD_001767,CUST_04347,Credit,10000,2022-12-11
CARD_001768,CUST_04231,Debit,5000,2021-05-30
CARD_001769,CUST_03162,Credit,2500,2022-10-13
CARD_001770,CUST_01615,Debit,25000,2020-07-03
CARD_001771,CUST_02737,Credit,1000,2021-05-02
CARD_001772,CUST_00407,Prepaid,5000,2020-09-07
CARD_001773,CUST_03380,Credit,1000,2021-10-03
CARD_001774,CUST_04198,Credit,25000,2021-11-05
CARD_001775,CUST_01385,Prepaid,2500,2022-03-09
CARD_001776,CUST_03696,Debit,1000,2021-04-28
CARD_001777,CUST_04500,Prepaid,1000,2022-05-16
CARD_001778,CUST_04910,Credit,1000,2021-03-22
CARD_001779,CUST_02903,Credit,25000,2020-10-22
CARD_001780,CUST_01630,Debit,5000,2020-08-06
CARD_001781,CUST_03263,Credit,5000,2020-12-24
CARD_001782,CUST_01027,Credit,25000,2021-03-14
CARD_001783,CUST_02990,Credit,1000,2021-07-16
CARD_001784,CUST_02225,Credit,1000,2022-06-19
CARD_001785,CUST_02921,Debit,10000,2022-04-16
CARD_001786,CUST_04316,Debit,2500,2021-06-04
CARD_001787,CUST_04269,Debit,2500,2020-04-24
CARD_001788,CUST_02784,Debit,5000,2022-10-01
CARD_001789,CUST_01414,Debit,25000,2022-12-28
CARD_001790,CUST_04598,Debit,1000,2022-02-06
CARD_001791,CUST_03649,Debit,2500,2020-08-19
CARD_001792,CUST_02809,Debit,25000,2021-10-10
CARD_001793,CUST_03332,Debit,25000,2022-05-17
CARD_001794,CUST_02179,Prepaid,1000,2022-08-30
CARD_001795,CUST_00798,Credit,25000,2021-05-19
CARD_001796,CUST_02847,Credit,2500,2021-07-22
CARD_001797,CUST_00930,Debit,10000,2020-10-23
CARD_001798,CUST_04819,Credit,2500,2022-01-13
CARD_001799,CUST_03092,Credit,10000,2022-08-31
CARD_001800,CUST_02263,Prepaid,25000,2022-01-23
CARD_001801,CUST_01334,Credit,2500,2021-09-23
CARD_001802,CUST_01275,Credit,1000,2020-02-13
CARD_001803,CUST_04584,Credit,25000,2020-03-12
CARD_001804,CUST_03481,Debit,1000,2020-04-21
CARD_001805,CUST_03343,Debit,10000,2021-05-05
CARD_001806,CUST_01218,Credit,5000,2021-06-02
CARD_001807,CUST_01465,Debit,5000,2022-02-26
CARD_001808,CUST_04409,Debit,10000,2021-09-25
CARD_001809,CUST_04175,Credit,5000,2022-01-13
CARD_001810,CUST_04771,Debit,25000,2020-09-06
CARD_001811,CUST_00014,Credit,25000,2022-12-31
CARD_001812,CUST_02294,Prepaid,2500,2021-04-29
CARD_001813,CUST_02046,Debit,25000,2022-06-25
CARD_001814,CUST_01038,Debit,5000,2022-03-06
CARD_001815,CUST_04129,Debit,1000,2020-01-17
CARD_001816,CUST_01460,Debit,2500,2022-03-15
CARD_001817,CUST_00257,Debit,1000,2021-06-07
CARD_001818,CUST_04130,Debit,5000,2021-09-08
CARD_001819,CUST_04074,Debit,1000,2020-07-03
CARD_001820,CUST_01284,Debit,5000,2021-04-27
CARD_001821,CUST_03488,Credit,25000,2021-09-01
CARD_001822,CUST_02185,Credit,2500,2021-03-06
CARD_001823,CUST_00359,Credit,10000,2020-11-24
CARD_001824,CUST_03792,Credit,5000,2022-06-17
CARD_001825,CUST_04850,Debit,25000,2021-10-11
CARD_001826,CUST_03188,Credit,1000,2022-04-12
CARD_001827,CUST_04500,Debit,25000,2020-03-10
CARD_001828,CUST_01226,Debit,1000,2021-07-15
CARD_001829,CUST_02298,Credit,1000,2020-06-13
CARD_001830,CUST_00278,Debit,1000,2022-10-03
CARD_001831,CUST_04208,Debit,1000,2022-08-22
CARD_001832,CUST_01987,Credit,2500,2022-04-25
CARD_001833,CUST_03545,Prepaid,1000,2021-11-12
CARD_001834,CUST_02794,Debit,2500,2022-05-15
CARD_001835,CUST_00392,Debit,10000,2020-07-24
CARD_001836,CUST_00969,Credit,2500,2020-11-24
CARD_001837,CUST_02191,Credit,1000,2021-06-18
CARD_001838,CUST_02229,Debit,10000,2022-11-02
CARD_001839,CUST_02627,Credit,25000,2020-05-15
CARD_001840,CUST_02846,Prepaid,2500,2021-12-21
CARD_001841,CUST_04365,Debit,25000,2022-05-11
CARD_001842,CUST_03308,Prepaid,10000,2021-10-31
CARD_001843,CUST_02601,Prepaid,2500,2022-07-17
CARD_001844,CUST_02681,Debit,1000,2020-02-26
CARD_001845,CUST_04371,Credit,2500,2020-04-16
CARD_001846,CUST_04839,Debit,1000,2021-01-11
CARD_001847,CUST_00086,Credit,5000,2022-06-27
CARD_001848,CUST_03135,Credit,2500,2020-10-05
CARD_001849,CUST_04500,Debit,2500,2020-01-07
CARD_001850,CUST_02240,Credit,25000,2022-03-31
CARD_001851,CUST_03365,Credit,25000,2021-02-13
CARD_001852,CUST_02046,Debit,10000,2021-09-17
CARD_001853,CUST_01055,Debit,1000,2021-10-04
CARD_001854,CUST_03402,Debit,25000,2020-06-17
CARD_001855,CUST_03730,Credit,10000,2020-08-14
CARD_001856,CUST_02670,Prepaid,1000,2020-11-19
CARD_001857,CUST_00276,Credit,1000,2021-05-26
CARD_001858,CUST_04747,Debit,1000,2022-11-23
CARD_001859,CUST_04091,Credit,5000,2020-09-23
CARD_001860,CUST_01106,Debit,1000,2022-04-20
CARD_001861,CUST_04682,Debit,10000,2021-10-16
CARD_001862,CUST_02933,Debit,1000,2022-07-13
CARD_001863,CUST_00129,Debit,1000,2022-09-06
CARD_001864,CUST_04352,Credit,10000,2020-09-30
CARD_001865,CUST_04327,Prepaid,2500,2021-06-17
CARD_001866,CUST_03569,Credit,1000,2020-12-21
CARD_001867,CUST_02403,Credit,10000,2021-11-01
CARD_001868,CUST_01648,Debit,25000,2021-07-31
CARD_001869,CUST_03557,Prepaid,10000,2021-02-10
CARD_001870,CUST_03892,Credit,5000,2020-06-21
CARD_001871,CUST_02194,Credit,25000,2022-04-28
CARD_001872,CUST_02048,Debit,2500,2022-01-22
CARD_001873,CUST_03105,Credit,2500,2021-01-07
CARD_001874,CUST_04356,Credit,10000,2022-03-16
CARD_001875,CUST_02135,Debit,10000,2022-02-11
CARD_001876,CUST_00843,Credit,1000,2021-04-04
CARD_001877,CUST_01972,Prepaid,1000,2020-02-12
CARD_001878,CUST_04361,Debit,5000,2020-02-17
CARD_001879,CUST_03904,Debit,1000,2021-04-13
CARD_001880,CUST_03614,Credit,10000,2020-07-01
CARD_001881,CUST_00392,Debit,10000,2022-08-05
CARD_001882,CUST_02280,Credit,1000,2021-02-10
CARD_001883,CUST_00901,Credit,5000,2021-06-20
CARD_001884,CUST_04684,Debit,10000,2020-12-11
CARD_001885,CUST_02495,Credit,5000,2020-04-11
CARD_001886,CUST_01153,Credit,10000,2022-04-01
CARD_001887,CUST_01295,Credit,5000,2022-05-28
CARD_001888,CUST_00466,Credit,5000,2021-06-16
CARD_001889,CUST_02176,Credit,5000,2020-11-01
CARD_001890,CUST_03246,Debit,1000,2020-07-01
CARD_001891,CUST_00488,Debit,2500,2022-01-23
CARD_001892,CUST_02939,Debit,5000,2020-12-14
CARD_001893,CUST_02627,Debit,5000,2020-08-28
CARD_001894,CUST_00950,Credit,10000,2020-01-29
CARD_001895,CUST_04502,Debit,2500,2022-12-12
CARD_001896,CUST_01050,Credit,10000,2022-06-10
CARD_001897,CUST_04076,Debit,10000,2022-07-18
CARD_001898,CUST_04460,Debit,5000,2022-10-09
CARD_001899,CUST_01391,Credit,25000,2020-08-30
CARD_001900,CUST_01084,Debit,2500,2021-04-04
CARD_001901,CUST_04647,Credit,10000,2021-02-20
CARD_001902,CUST_01659,Debit,25000,2021-01-25
CARD_001903,CUST_04388,Prepaid,25000,2021-06-29
CARD_001904,CUST_01818,Credit,10000,2021-08-12
CARD_001905,CUST_00191,Credit,5000,2022-10-09
CARD_001906,CUST_00461,Debit,1000,2022-02-21
CARD_001907,CUST_02522,Debit,10000,2020-09-23
CARD_001908,CUST_03477,Prepaid,5000,2022-06-02
CARD_001909,CUST_02706,Credit,2500,2021-02-27
CARD_001910,CUST_04367,Debit,5000,2021-03-17
CARD_001911,CUST_01158,Debit,25000,2021-08-02
CARD_001912,CUST_04267,Debit,2500,2021-01-22
CARD_001913,CUST_00028,Debit,2500,2022-05-06
CARD_001914,CUST_04232,Credit,1000,2021-01-04
CARD_001915,CUST_02973,Debit,1000,2022-04-16
CARD_001916,CUST_03025,Debit,10000,2020-10-25
CARD_001917,CUST_04984,Credit,5000,2020-02-28
CARD_001918,CUST_01265,Debit,10000,2021-08-17
CARD_001919,CUST_00856,Credit,1000,2021-06-20
CARD_001920,CUST_04026,Prepaid,25000,2021-04-27
CARD_001921,CUST_01252,Debit,1000,2022-07-12
CARD_001922,CUST_04605,Credit,5000,2021-05-23
CARD_001923,CUST_03871,Debit,25000,2022-01-27
CARD_001924,CUST_01327,Debit,10000,2022-07-27
CARD_001925,CUST_01026,Debit,10000,2020-06-24
CARD_001926,CUST_00362,Debit,1000,2020-01-22
CARD_001927,CUST_01219,Debit,1000,2022-08-18
CARD_001928,CUST_00606,Debit,10000,2020-09-29
CARD_001929,CUST_01671,Credit,10000,2021-10-24
CARD_001930,CUST_04812,Credit,2500,2022-03-25
CARD_001931,CUST_02298,Prepaid,5000,2021-03-10
CARD_001932,CUST_02195,Credit,2500,2022-02-24
CARD_001933,CUST_04444,Debit,2500,2022-05-16
CARD_001934,CUST_01278,Debit,10000,2021-06-08
CARD_001935,CUST_00399,Debit,5000,2020-05-29
CARD_001936,CUST_02173,Debit,10000,2020-07-14
CARD_001937,CUST_02811,Credit,2500,2020-04-30
CARD_001938,CUST_02653,Credit,2500,2020-04-16
CARD_001939,CUST_02940,Debit,10000,2021-11-12
CARD_001940,CUST_00822,Debit,1000,2021-04-25
CARD_001941,CUST_04998,Debit,1000,2022-08-22
CARD_001942,CUST_00945,Debit,10000,2021-12-26
CARD_001943,CUST_03479,Debit,25000,2020-04-03
CARD_001944,CUST_02780,Credit,25000,2020-01-11
CARD_001945,CUST_04430,Debit,1000,2021-06-03
CARD_001946,CUST_04451,Credit,5000,2022-10-30
CARD_001947,CUST_01197,Debit,2500,2022-02-19
CARD_001948,CUST_01213,Debit,5000,2021-09-11
CARD_001949,CUST_00824,Credit,1000,2022-03-19
CARD_001950,CUST_01897,Credit,10000,2022-01-29
CARD_001951,CUST_04264,Debit,25000,2020-09-27
CARD_001952,CUST_02416,Credit,1000,2020-03-25
CARD_001953,CUST_00536,Debit,5000,2021-01-02
CARD_001954,CUST_03011,Debit,5000,2021-06-17
CARD_001955,CUST_02628,Credit,1000,2020-12-13
CARD_001956,CUST_03778,Credit,2500,2022-10-28
CARD_001957,CUST_00950,Debit,5000,2022-10-06
CARD_001958,CUST_03509,Debit,2500,2021-11-25
CARD_001959,CUST_04303,Credit,2500,2022-08-16
CARD_001960,CUST_00544,Debit,10000,2020-09-27
CARD_001961,CUST_03901,Debit,1000,2020-07-02
CARD_001962,CUST_03754,Credit,1000,2021-10-11
CARD_001963,CUST_04225,Prepaid,2500,2022-12-22
CARD_001964,CUST_02083,Debit,10000,2022-06-05
CARD_001965,CUST_02867,Credit,5000,2020-10-17
CARD_001966,CUST_02247,Credit,5000,2021-06-17
CARD_001967,CUST_01837,Debit,1000,2020-08-27
CARD_001968,CUST_00077,Credit,2500,2021-10-03
CARD_001969,CUST_00369,Prepaid,10000,2020-03-31
CARD_001970,CUST_04622,Debit,10000,2020-09-18
CARD_001971,CUST_00349,Debit,5000,2022-10-19
CARD_001972,CUST_04602,Prepaid,5000,2021-07-29
CARD_001973,CUST_04739,Credit,25000,2022-01-08
CARD_001974,CUST_04334,Debit,25000,2022-05-30
CARD_001975,CUST_01456,Credit,2500,2021-08-02
CARD_001976,CUST_02186,Credit,25000,2021-06-23
CARD_001977,CUST_03812,Credit,10000,2021-06-24
CARD_001978,CUST_03273,Prepaid,25000,2022-11-24
CARD_001979,CUST_03683,Debit,1000,2021-10-03
CARD_001980,CUST_01847,Debit,1000,2022-06-11
CARD_001981,CUST_01855,Credit,5000,2020-12-03
CARD_001982,CUST_02986,Debit,5000,2021-10-08
CARD_001983,CUST_04451,Credit,2500,2022-10-03
CARD_001984,CUST_02626,Debit,1000,2020-11-05
CARD_001985,CUST_02895,Debit,2500,2022-06-20
CARD_001986,CUST_00559,Debit,2500,2020-04-18
CARD_001987,CUST_02897,Credit,25000,2021-01-21
CARD_001988,CUST_01918,Credit,5000,2020-10-31
CARD_001989,CUST_01255,Debit,2500,2020-04-21
CARD_001990,CUST_01682,Debit,2500,2021-04-15
CARD_001991,CUST_01815,Debit,5000,2021-01-10
CARD_001992,CUST_00663,Credit,5000,2020-03-14
CARD_001993,CUST_04117,Debit,1000,2022-08-21
CARD_001994,CUST_03326,Credit,5000,2021-06-16
CARD_001995,CUST_01242,Credit,25000,2020-11-30
CARD_001996,CUST_03144,Debit,1000,2022-08-14
CARD_001997,CUST_03038,Credit,2500,2022-06-12
CARD_001998,CUST_00162,Debit,25000,2020-08-25
CARD_001999,CUST_04226,Credit,25000,2022-10-10
CARD_002000,CUST_01951,Debit,1000,2020-03-24
CARD_002001,CUST_04321,Debit,2500,2022-06-23
CARD_002002,CUST_01782,Credit,1000,2021-12-31
CARD_002003,CUST_04676,Debit,10000,2022-09-20
CARD_002004,CUST_01478,Credit,10000,2022-07-26
CARD_002005,CUST_03031,Credit,1000,2022-10-06
CARD_002006,CUST_03987,Credit,2500,2020-08-18
CARD_002007,CUST_00107,Debit,2500,2020-10-30
CARD_002008,CUST_02669,Credit,5000,2020-09-10
CARD_002009,CUST_04936,Credit,25000,2021-12-16
CARD_002010,CUST_01165,Debit,1000,2020-07-10
CARD_002011,CUST_01158,Credit,25000,2021-02-21
CARD_002012,CUST_02247,Prepaid,25000,2021-08-04
CARD_002013,CUST_00667,Debit,10000,2021-01-04
CARD_002014,CUST_02127,Prepaid,10000,2020-12-10
CARD_002015,CUST_02942,Debit,1000,2022-11-07
CARD_002016,CUST_00512,Debit,1000,2021-07-12
CARD_002017,CUST_00250,Debit,2500,2021-03-10
CARD_002018,CUST_00889,Credit,1000,2020-01-09
CARD_002019,CUST_01024,Debit,2500,2022-12-13
CARD_002020,CUST_04695,Credit,2500,2021-01-04
CARD_002021,CUST_04849,Credit,1000,2022-05-02
CARD_002022,CUST_00600,Credit,2500,2020-06-06
CARD_002023,CUST_03023,Debit,25000,2021-05-19
CARD_002024,CUST_02531,Prepaid,2500,2022-10-17
CARD_002025,CUST_02884,Credit,25000,2020-07-12
CARD_002026,CUST_02065,Debit,25000,2021-11-04
CARD_002027,CUST_01759,Credit,25000,2020-02-23
CARD_002028,CUST_03570,Credit,5000,2021-08-05
CARD_002029,CUST_01243,Credit,5000,2020-09-06
CARD_002030,CUST_04330,Debit,2500,2022-03-18
CARD_002031,CUST_02296,Debit,1000,2022-02-04
CARD_002032,CUST_01926,Debit,2500,2020-08-05
CARD_002033,CUST_02063,Debit,5000,2021-10-24
CARD_002034,CUST_03396,Credit,10000,2020-11-10
CARD_002035,CUST_00441,Prepaid,10000,2020-02-29
CARD_002036,CUST_02744,Prepaid,2500,2020-06-15
CARD_002037,CUST_00007,Credit,5000,2022-07-31
CARD_002038,CUST_01587,Credit,25000,2022-09-09
CARD_002039,CUST_00826,Debit,5000,2022-07-18
CARD_002040,CUST_03825,Credit,2500,2021-07-05
CARD_002041,CUST_01269,Debit,5000,2020-01-12
CARD_002042,CUST_03437,Debit,10000,2021-11-05
CARD_002043,CUST_03439,Credit,25000,2020-03-30
CARD_002044,CUST_01311,Debit,2500,2022-07-16
CARD_002045,CUST_04034,Debit,2500,2021-10-27
CARD_002046,CUST_01628,Credit,1000,2020-09-21
CARD_002047,CUST_01037,Debit,25000,2021-03-08
CARD_002048,CUST_00478,Debit,2500,2020-04-09
CARD_002049,CUST_02679,Debit,5000,2021-08-02
CARD_002050,CUST_00715,Debit,5000,2021-10-23
CARD_002051,CUST_01677,Debit,5000,2020-04-23
CARD_002052,CUST_02163,Credit,5000,2020-05-24
CARD_002053,CUST_00509,Debit,2500,2022-02-20
CARD_002054,CUST_00382,Credit,10000,2020-07-08
CARD_002055,CUST_01181,Debit,25000,2022-03-27
CARD_002056,CUST_01846,Debit,5000,2021-06-06
CARD_002057,CUST_04371,Credit,2500,2020-12-30
CARD_002058,CUST_01719,Credit,2500,2021-05-06
CARD_002059,CUST_01101,Credit,5000,2022-03-27
CARD_002060,CUST_01861,Prepaid,1000,2020-07-01
CARD_002061,CUST_02092,Debit,2500,2020-02-12
CARD_002062,CUST_00718,Debit,25000,2021-03-02
CARD_002063,CUST_00318,Credit,25000,2020-11-29
CARD_002064,CUST_04630,Debit,1000,2022-03-06
CARD_002065,CUST_01777,Debit,2500,2022-04-04
CARD_002066,CUST_02285,Debit,1000,2021-08-06
CARD_002067,CUST_01245,Credit,2500,2020-11-11
CARD_002068,CUST_01334,Debit,2500,2020-09-03
CARD_002069,CUST_03670,Debit,1000,2021-09-03
CARD_002070,CUST_01201,Debit,10000,2022-10-02
CARD_002071,CUST_01795,Credit,5000,2022-06-04
CARD_002072,CUST_02702,Debit,5000,2021-09-27
CARD_002073,CUST_01455,Debit,5000,2020-09-25
CARD_002074,CUST_01934,Credit,1000,2022-01-05
CARD_002075,CUST_00747,Prepaid,2500,2020-07-15
CARD_002076,CUST_00841,Credit,2500,2022-01-22
CARD_002077,CUST_02496,Credit,25000,2022-11-15
CARD_002078,CUST_01089,Debit,2500,2021-02-13
CARD_002079,CUST_00793,Debit,10000,2022-09-29
CARD_002080,CUST_01268,Debit,5000,2022-07-01
CARD_002081,CUST_01551,Credit,10000,2022-03-05
CARD_002082,CUST_02691,Debit,5000,2022-09-02
CARD_002083,CUST_00293,Credit,1000,2021-07-03
CARD_002084,CUST_04023,Prepaid,10000,2022-05-16
CARD_002085,CUST_01405,Debit,2500,2020-07-03
CARD_002086,CUST_01649,Debit,5000,2022-05-15
CARD_002087,CUST_02817,Debit,25000,2022-01-24
CARD_002088,CUST_03911,Debit,10000,2021-01-16
CARD_002089,CUST_02919,Debit,1000,2022-06-08
CARD_002090,CUST_01398,Credit,25000,2022-05-22
CARD_002091,CUST_01694,Debit,1000,2020-07-09
CARD_002092,CUST_01038,Debit,5000,2020-03-23
CARD_002093,CUST_03853,Debit,10000,2022-11-17
CARD_002094,CUST_01563,Prepaid,1000,2021-11-30
CARD_002095,CUST_01113,Credit,25000,2022-08-07
CARD_002096,CUST_01292,Prepaid,25000,2021-04-04
CARD_002097,CUST_01162,Prepaid,2500,2020-11-13
CARD_002098,CUST_01030,Debit,1000,2022-10-11
CARD_002099,CUST_04338,Debit,10000,2022-12-15
CARD_002100,CUST_04258,Debit,10000,2022-12-10
CARD_002101,CUST_02740,Debit,2500,2020-06-20
CARD_002102,CUST_00979,Credit,25000,2021-08-18
CARD_002103,CUST_00518,Debit,1000,2022-08-16
CARD_002104,CUST_04994,Debit,25000,2022-06-14
CARD_002105,CUST_00783,Credit,1000,2020-06-11
CARD_002106,CUST_02832,Credit,1000,2022-09-05
CARD_002107,CUST_04181,Credit,1000,2021-09-07
CARD_002108,CUST_00138,Debit,25000,2020-10-31
CARD_002109,CUST_00754,Credit,25000,2020-09-18
CARD_002110,CUST_02954,Credit,25000,2021-09-07
CARD_002111,CUST_04809,Debit,5000,2021-05-24
CARD_002112,CUST_02456,Credit,25000,2022-12-07
CARD_002113,CUST_02835,Prepaid,2500,2022-05-25
CARD_002114,CUST_00580,Debit,5000,2021-08-28
CARD_002115,CUST_03256,Debit,1000,2020-04-07
CARD_002116,CUST_03267,Debit,10000,2020-06-05
CARD_002117,CUST_04650,Debit,5000,2020-04-02
CARD_002118,CUST_00396,Credit,5000,2022-11-17
CARD_002119,CUST_01938,Debit,1000,2020-08-08
CARD_002120,CUST_04906,Credit,25000,2022-11-11
CARD_002121,CUST_02590,Credit,25000,2022-05-20
CARD_002122,CUST_03035,Credit,5000,2022-04-25
CARD_002123,CUST_00170,Debit,25000,2020-07-12
CARD_002124,CUST_02338,Debit,5000,2022-08-09
CARD_002125,CUST_03240,Debit,10000,2021-06-02
CARD_002126,CUST_03416,Debit,10000,2021-12-28
CARD_002127,CUST_03569,Debit,1000,2021-06-05
CARD_002128,CUST_03217,Credit,2500,2020-06-16
CARD_002129,CUST_03485,Debit,2500,2022-10-28
CARD_002130,CUST_04836,Credit,25000,2020-02-03
CARD_002131,CUST_01842,Debit,2500,2020-08-21
CARD_002132,CUST_03761,Credit,10000,2022-08-05
CARD_002133,CUST_04553,Prepaid,1000,2021-01-02
CARD_002134,CUST_03027,Debit,10000,2021-01-08
CARD_002135,CUST_03966,Credit,5000,2022-03-15
CARD_002136,CUST_01602,Credit,25000,2020-04-02
CARD_002137,CUST_01147,Credit,25000,2020-06-19
CARD_002138,CUST_04327,Credit,2500,2022-05-02
CARD_002139,CUST_02685,Debit,5000,2021-09-01
CARD_002140,CUST_00112,Debit,2500,2021-10-04
