device_id,customer_id,device_type,os,registration_date
DEV_001453,CUST_01972,Mobile,iOS,2022-05-16
DEV_001454,CUST_00017,POS Terminal,MacOS,2021-02-23
DEV_001455,CUST_01904,Mobile,MacOS,2020-03-22
DEV_001456,CUST_01613,ATM,Linux,2020-05-02
DEV_001457,CUST_03707,Mobile,MacOS,2020-01-21
DEV_001458,CUST_00436,Mobile,iOS,2020-08-16
DEV_001459,CUST_04072,Mobile,Linux,2021-11-22
DEV_001460,CUST_03456,Desktop,MacOS,2021-07-21
DEV_001461,CUST_02005,Mobile,MacOS,2021-08-05
DEV_001462,CUST_04954,ATM,Windows,2022-05-30
DEV_001463,CUST_02734,Mobile,iOS,2021-05-07
DEV_001464,CUST_00263,Mobile,Linux,2021-04-17
DEV_001465,CUST_02442,Mobile,Android,2021-03-27
DEV_001466,CUST_00808,Mobile,N/A,2021-06-30
DEV_001467,CUST_02513,Mobile,MacOS,2021-12-25
DEV_001468,CUST_00358,Mobile,iOS,2021-04-29
DEV_001469,CUST_02402,Mobile,Linux,2020-11-06
DEV_001470,CUST_01275,Mobile,N/A,2020-02-17
DEV_001471,CUST_04472,Mobile,iOS,2021-10-10
DEV_001472,CUST_00989,POS Terminal,iOS,2021-03-26
DEV_001473,CUST_00018,Mobile,Linux,2020-12-17
DEV_001474,CUST_01739,Mobile,Windows,2022-02-23
DEV_001475,CUST_02764,Mobile,N/A,2021-02-20
DEV_001476,CUST_02998,Desktop,Windows,2020-02-05
DEV_001477,CUST_00914,Mobile,MacOS,2020-11-24
DEV_001478,CUST_00566,Desktop,Windows,2020-07-05
DEV_001479,CUST_02913,ATM,MacOS,2021-07-06
DEV_001480,CUST_01353,Mobile,MacOS,2022-09-22
DEV_001481,CUST_01472,Mobile,Linux,2020-09-12
DEV_001482,CUST_03164,Mobile,iOS,2020-07-14
DEV_001483,CUST_00612,Mobile,Android,2021-05-19
DEV_001484,CUST_01063,Mobile,Android,2022-04-12
DEV_001485,CUST_00436,Desktop,Windows,2021-03-28
DEV_001486,CUST_00648,POS Terminal,Linux,2021-05-10
DEV_001487,CUST_02410,Mobile,Android,2022-07-30
DEV_001488,CUST_04018,Mobile,iOS,2020-12-05
DEV_001489,CUST_02610,POS Terminal,MacOS,2020-12-21
DEV_001490,CUST_00083,Mobile,MacOS,2021-03-27
DEV_001491,CUST_01790,Mobile,Linux,2021-07-26
DEV_001492,CUST_01051,Desktop,Windows,2020-08-07
DEV_001493,CUST_03839,Mobile,iOS,2020-01-07
DEV_001494,CUST_04117,POS Terminal,Windows,2021-05-04
DEV_001495,CUST_02742,Mobile,Windows,2021-09-23
DEV_001496,CUST_00798,Desktop,Linux,2022-06-10
DEV_001497,CUST_02527,POS Terminal,MacOS,2022-03-02
DEV_001498,CUST_04752,Mobile,Windows,2022-07-02
DEV_001499,CUST_00763,Mobile,Windows,2021-03-13
DEV_001500,CUST_00618,Mobile,iOS,2021-04-20
DEV_001501,CUST_03881,POS Terminal,N/A,2020-07-24
DEV_001502,CUST_04807,POS Terminal,MacOS,2020-06-16
DEV_001503,CUST_04433,Mobile,Windows,2022-04-16
DEV_001504,CUST_03864,POS Terminal,N/A,2022-06-28
DEV_001505,CUST_03687,POS Terminal,Android,2022-06-25
DEV_001506,CUST_00768,ATM,N/A,2020-11-03
DEV_001507,CUST_03186,Mobile,Android,2022-02-26
DEV_001508,CUST_01021,POS Terminal,MacOS,2022-02-17
DEV_001509,CUST_03494,Mobile,MacOS,2020-02-17
DEV_001510,CUST_01078,POS Terminal,Linux,2021-07-10
DEV_001511,CUST_03260,Mobile,N/A,2021-02-24
DEV_001512,CUST_03611,Mobile,Windows,2022-10-03
DEV_001513,CUST_01776,POS Terminal,Android,2022-06-13
DEV_001514,CUST_02879,POS Terminal,N/A,2022-12-09
DEV_001515,CUST_01891,Mobile,Android,2021-12-02
DEV_001516,CUST_01627,Desktop,MacOS,2021-10-21
DEV_001517,CUST_03619,Mobile,MacOS,2020-02-12
DEV_001518,CUST_04285,Mobile,iOS,2022-10-19
DEV_001519,CUST_01572,Mobile,iOS,2022-11-05
DEV_001520,CUST_04966,Mobile,MacOS,2022-03-05
DEV_001521,CUST_03676,Desktop,iOS,2022-06-24
DEV_001522,CUST_01592,Mobile,MacOS,2021-02-24
DEV_001523,CUST_02627,Mobile,N/A,2022-02-02
DEV_001524,CUST_01193,POS Terminal,MacOS,2020-10-22
DEV_001525,CUST_04774,Mobile,Linux,2020-06-07
DEV_001526,CUST_04248,Desktop,iOS,2022-02-12
DEV_001527,CUST_01129,POS Terminal,Windows,2020-12-10
DEV_001528,CUST_03439,Mobile,Windows,2022-04-07
DEV_001529,CUST_01116,Mobile,N/A,2021-02-28
DEV_001530,CUST_04809,Desktop,Linux,2021-03-22
DEV_001531,CUST_04901,Desktop,Windows,2021-10-05
DEV_001532,CUST_01909,Desktop,Windows,2021-12-24
DEV_001533,CUST_04528,Desktop,N/A,2022-04-09
DEV_001534,CUST_03753,POS Terminal,N/A,2021-07-15
DEV_001535,CUST_01329,Mobile,Linux,2021-05-24
DEV_001536,CUST_04124,POS Terminal,Android,2021-08-18
DEV_001537,CUST_01312,Mobile,Linux,2021-04-17
DEV_001538,CUST_04451,Mobile,Linux,2022-02-16
DEV_001539,CUST_04039,Mobile,iOS,2022-08-19
DEV_001540,CUST_01863,Mobile,Windows,2020-02-19
DEV_001541,CUST_02005,POS Terminal,Windows,2021-05-14
DEV_001542,CUST_03616,Mobile,Android,2020-05-12
DEV_001543,CUST_02726,Mobile,Linux,2022-07-15
DEV_001544,CUST_02184,Mobile,MacOS,2020-02-14
DEV_001545,CUST_00154,Mobile,Android,2022-03-07
DEV_001546,CUST_00816,POS Terminal,Android,2021-12-07
DEV_001547,CUST_01120,POS Terminal,Windows,2022-01-06
DEV_001548,CUST_03269,POS Terminal,Windows,2022-02-19
DEV_001549,CUST_02156,Desktop,Windows,2020-02-11
DEV_001550,CUST_01210,Desktop,Windows,2022-10-02
DEV_001551,CUST_00454,Mobile,Android,2022-06-12
DEV_001552,CUST_01107,Desktop,N/A,2022-07-01
DEV_001553,CUST_02797,Mobile,Linux,2022-05-18
DEV_001554,CUST_04545,ATM,N/A,2020-07-02
DEV_001555,CUST_04417,ATM,N/A,2022-06-14
DEV_001556,CUST_04374,POS Terminal,Windows,2021-06-06
DEV_001557,CUST_02660,Mobile,iOS,2021-12-14
DEV_001558,CUST_01038,Mobile,Android,2021-04-13
DEV_001559,CUST_03334,POS Terminal,MacOS,2021-07-05
DEV_001560,CUST_00414,POS Terminal,MacOS,2022-01-20
DEV_001561,CUST_02542,POS Terminal,Linux,2021-06-16
DEV_001562,CUST_04143,Mobile,Android,2022-09-07
DEV_001563,CUST_01940,POS Terminal,Android,2020-11-19
DEV_001564,CUST_00656,Desktop,Android,2020-12-11
DEV_001565,CUST_04045,Mobile,N/A,2021-03-24
DEV_001566,CUST_02480,POS Terminal,iOS,2022-11-25
DEV_001567,CUST_03862,Mobile,iOS,2022-12-23
DEV_001568,CUST_01348,Desktop,N/A,2021-02-04
DEV_001569,CUST_01317,Desktop,Windows,2020-03-15
DEV_001570,CUST_03607,Desktop,N/A,2022-02-20
DEV_001571,CUST_03839,Mobile,MacOS,2022-01-16
DEV_001572,CUST_04059,Desktop,N/A,2020-04-08
DEV_001573,CUST_00316,Desktop,iOS,2021-04-13
DEV_001574,CUST_00221,Desktop,MacOS,2020-07-03
DEV_001575,CUST_02262,POS Terminal,N/A,2020-11-21
DEV_001576,CUST_00845,Mobile,Android,2020-07-08
DEV_001577,CUST_01515,POS Terminal,iOS,2020-04-12
DEV_001578,CUST_01109,Mobile,MacOS,2021-05-27
DEV_001579,CUST_01731,Desktop,iOS,2020-06-11
DEV_001580,CUST_03186,Mobile,Android,2022-12-11
DEV_001581,CUST_01239,Mobile,Android,2021-06-06
DEV_001582,CUST_02925,POS Terminal,Android,2022-07-16
DEV_001583,CUST_01191,Mobile,Windows,2020-11-01
DEV_001584,CUST_04383,ATM,N/A,2021-08-23
DEV_001585,CUST_03567,Mobile,MacOS,2020-10-17
DEV_001586,CUST_02432,POS Terminal,Windows,2022-06-11
DEV_001587,CUST_02895,Desktop,Linux,2021-07-24
DEV_001588,CUST_01457,Desktop,Linux,2021-01-15
DEV_001589,CUST_01110,Mobile,iOS,2021-04-14
DEV_001590,CUST_01931,Mobile,iOS,2022-04-18
DEV_001591,CUST_03117,Mobile,iOS,2021-09-30
DEV_001592,CUST_00623,Desktop,Windows,2020-12-07
DEV_001593,CUST_02338,Desktop,N/A,2022-12-02
DEV_001594,CUST_01931,POS Terminal,Android,2020-05-16
DEV_001595,CUST_02745,POS Terminal,iOS,2021-04-19
DEV_001596,CUST_01259,Desktop,iOS,2020-07-07
DEV_001597,CUST_04502,Mobile,N/A,2020-04-16
DEV_001598,CUST_01969,Mobile,Linux,2020-12-26
DEV_001599,CUST_03296,POS Terminal,Android,2021-08-13
DEV_001600,CUST_02024,Mobile,Windows,2022-08-21
DEV_001601,CUST_00877,Desktop,N/A,2022-05-16
DEV_001602,CUST_02245,Mobile,Android,2020-12-09
DEV_001603,CUST_02527,Mobile,Linux,2021-04-28
DEV_001604,CUST_03590,Desktop,Windows,2020-02-05
DEV_001605,CUST_04404,Desktop,MacOS,2021-02-04
DEV_001606,CUST_00345,Desktop,iOS,2020-06-06
DEV_001607,CUST_03673,Desktop,Windows,2020-05-17
DEV_001608,CUST_03069,Mobile,Linux,2020-07-26
DEV_001609,CUST_01914,Mobile,Android,2021-07-05
DEV_001610,CUST_02446,Desktop,Windows,2021-01-01
DEV_001611,CUST_00785,Desktop,Linux,2022-12-29
DEV_001612,CUST_01488,Mobile,N/A,2020-09-11
DEV_001613,CUST_04892,Desktop,Windows,2022-08-05
DEV_001614,CUST_03849,Desktop,iOS,2022-01-25
DEV_001615,CUST_00450,Mobile,N/A,2021-01-01
DEV_001616,CUST_01428,POS Terminal,Android,2020-11-08
DEV_001617,CUST_02596,Desktop,N/A,2022-12-28
DEV_001618,CUST_02277,Mobile,Android,2021-01-17
DEV_001619,CUST_00244,Desktop,Windows,2021-05-18
DEV_001620,CUST_02113,Desktop,N/A,2020-01-18
DEV_001621,CUST_03309,POS Terminal,Linux,2021-10-28
DEV_001622,CUST_00946,POS Terminal,iOS,2020-12-17
DEV_001623,CUST_01027,Mobile,iOS,2021-07-11
DEV_001624,CUST_01524,Mobile,Windows,2022-11-17
DEV_001625,CUST_03109,POS Terminal,MacOS,2020-02-12
DEV_001626,CUST_03693,POS Terminal,N/A,2022-10-22
DEV_001627,CUST_03050,Mobile,Windows,2022-10-30
DEV_001628,CUST_03322,Mobile,N/A,2020-04-26
DEV_001629,CUST_03307,POS Terminal,iOS,2022-03-17
DEV_001630,CUST_04239,POS Terminal,N/A,2020-10-03
DEV_001631,CUST_00061,Mobile,Android,2020-12-08
DEV_001632,CUST_04175,Desktop,Windows,2020-04-09
DEV_001633,CUST_03399,Mobile,Windows,2022-08-18
DEV_001634,CUST_02415,Mobile,Android,2020-11-15
DEV_001635,CUST_03779,Mobile,N/A,2020-09-27
DEV_001636,CUST_03607,Desktop,Windows,2021-05-10
DEV_001637,CUST_00390,POS Terminal,Linux,2022-01-22
DEV_001638,CUST_04617,Desktop,Android,2021-07-25
DEV_001639,CUST_01676,Mobile,Android,2022-08-05
DEV_001640,CUST_01778,POS Terminal,N/A,2021-05-18
DEV_001641,CUST_00253,Mobile,Android,2022-07-20
DEV_001642,CUST_03167,POS Terminal,iOS,2020-12-24
DEV_001643,CUST_01715,POS Terminal,Windows,2020-08-13
DEV_001644,CUST_02051,Mobile,MacOS,2021-05-23
DEV_001645,CUST_00696,Mobile,Windows,2020-11-27
DEV_001646,CUST_02094,POS Terminal,Windows,2020-03-27
DEV_001647,CUST_04749,Desktop,iOS,2020-05-17
DEV_001648,CUST_02573,Mobile,Linux,2022-02-11
DEV_001649,CUST_01506,POS Terminal,Linux,2020-10-05
DEV_001650,CUST_03669,Mobile,iOS,2020-01-02
DEV_001651,CUST_04514,Mobile,iOS,2021-08-11
DEV_001652,CUST_02744,Desktop,iOS,2022-08-01
DEV_001653,CUST_04655,Desktop,Windows,2022-12-19
DEV_001654,CUST_03278,Mobile,iOS,2022-09-30
DEV_001655,CUST_01299,Mobile,MacOS,2022-03-19
DEV_001656,CUST_04691,Desktop,Android,2022-04-07
DEV_001657,CUST_03251,Desktop,Linux,2022-12-11
DEV_001658,CUST_02915,POS Terminal,N/A,2022-08-13
DEV_001659,CUST_03869,Desktop,MacOS,2022-11-30
DEV_001660,CUST_02265,Desktop,N/A,2021-12-25
DEV_001661,CUST_03793,Mobile,Linux,2022-04-09
DEV_001662,CUST_02881,POS Terminal,Windows,2021-05-29
DEV_001663,CUST_02854,Mobile,Windows,2022-12-08
DEV_001664,CUST_03708,Desktop,iOS,2022-04-14
DEV_001665,CUST_02829,POS Terminal,Linux,2020-12-07
DEV_001666,CUST_00216,POS Terminal,Windows,2022-10-27
DEV_001667,CUST_04566,Desktop,Windows,2022-10-20
DEV_001668,CUST_00180,POS Terminal,N/A,2020-09-15
DEV_001669,CUST_02687,POS Terminal,N/A,2020-03-15
DEV_001670,CUST_00377,POS Terminal,Linux,2021-02-27
DEV_001671,CUST_02729,Desktop,Windows,2020-05-30
DEV_001672,CUST_01828,Desktop,iOS,2022-01-22
DEV_001673,CUST_03227,Mobile,Windows,2021-09-03
DEV_001674,CUST_02328,Desktop,MacOS,2020-08-24
DEV_001675,CUST_01503,Mobile,MacOS,2022-04-24
DEV_001676,CUST_04945,Mobile,iOS,2022-02-22
DEV_001677,CUST_00753,Desktop,MacOS,2022-02-08
DEV_001678,CUST_03170,Mobile,N/A,2021-09-05
DEV_001679,CUST_00250,Mobile,Windows,2022-02-04
DEV_001680,CUST_02821,Mobile,MacOS,2020-02-18
DEV_001681,CUST_04737,Mobile,MacOS,2021-10-06
DEV_001682,CUST_00890,Mobile,Windows,2022-09-24
DEV_001683,CUST_04867,POS Terminal,Linux,2021-02-10
DEV_001684,CUST_04003,POS Terminal,iOS,2020-02-02
DEV_001685,CUST_03724,Mobile,Linux,2021-03-17
DEV_001686,CUST_03087,Mobile,Linux,2022-06-10
DEV_001687,CUST_02744,Desktop,MacOS,2020-10-28
DEV_001688,CUST_04577,Desktop,Android,2022-07-10
DEV_001689,CUST_01757,Desktop,Linux,2020-10-13
DEV_001690,CUST_02623,Mobile,Windows,2021-09-10
DEV_001691,CUST_01777,Mobile,Windows,2022-03-22
DEV_001692,CUST_04581,Mobile,Windows,2021-05-15
DEV_001693,CUST_03405,Desktop,Android,2020-10-18
DEV_001694,CUST_02075,POS Terminal,Android,2020-02-03
DEV_001695,CUST_03097,POS Terminal,N/A,2021-04-10
DEV_001696,CUST_01086,Mobile,iOS,2022-06-18
DEV_001697,CUST_03730,POS Terminal,Android,2021-06-01
DEV_001698,CUST_04329,ATM,iOS,2022-09-23
DEV_001699,CUST_01488,POS Terminal,N/A,2022-03-28
DEV_001700,CUST_00349,POS Terminal,Windows,2022-08-13
DEV_001701,CUST_00414,POS Terminal,Android,2022-08-10
DEV_001702,CUST_02454,Mobile,MacOS,2022-01-30
DEV_001703,CUST_03453,Mobile,N/A,2021-02-23
DEV_001704,CUST_02564,ATM,MacOS,2022-08-06
DEV_001705,CUST_01010,Desktop,MacOS,2020-09-24
DEV_001706,CUST_04383,POS Terminal,Android,2022-05-01
DEV_001707,CUST_00782,POS Terminal,Android,2020-04-15
DEV_001708,CUST_03080,Mobile,Android,2021-05-17
DEV_001709,CUST_04453,Desktop,MacOS,2020-10-25
DEV_001710,CUST_02629,Desktop,Windows,2020-07-26
DEV_001711,CUST_03976,Mobile,Linux,2021-08-28
DEV_001712,CUST_02187,Mobile,Windows,2022-02-05
DEV_001713,CUST_03320,Desktop,Android,2020-04-18
DEV_001714,CUST_01207,Mobile,Linux,2021-12-18
DEV_001715,CUST_03797,Mobile,N/A,2022-08-10
DEV_001716,CUST_04519,Mobile,Linux,2022-03-02
DEV_001717,CUST_04493,POS Terminal,Windows,2022-06-06
DEV_001718,CUST_00305,POS Terminal,MacOS,2020-06-08
DEV_001719,CUST_03455,Desktop,iOS,2021-08-25
DEV_001720,CUST_02274,Mobile,MacOS,2021-12-27
DEV_001721,CUST_00851,ATM,MacOS,2022-11-15
DEV_001722,CUST_00495,Mobile,Linux,2022-09-04
DEV_001723,CUST_03556,Mobile,Android,2020-03-23
DEV_001724,CUST_02675,Mobile,Android,2022-09-08
DEV_001725,CUST_03431,Mobile,Linux,2020-05-18
DEV_001726,CUST_03150,Mobile,MacOS,2021-12-22
DEV_001727,CUST_03348,Mobile,Windows,2021-11-09
DEV_001728,CUST_03950,Mobile,N/A,2021-01-31
DEV_001729,CUST_00505,Desktop,iOS,2021-09-27
DEV_001730,CUST_04703,Mobile,MacOS,2022-11-03
DEV_001731,CUST_02655,Desktop,MacOS,2020-12-05
DEV_001732,CUST_03407,Desktop,iOS,2020-01-23
DEV_001733,CUST_03518,Mobile,Windows,2020-07-26
DEV_001734,CUST_02705,POS Terminal,iOS,2020-10-25
DEV_001735,CUST_03765,Desktop,Linux,2021-07-06
DEV_001736,CUST_01580,Mobile,iOS,2020-05-02
DEV_001737,CUST_01762,Mobile,iOS,2020-02-20
DEV_001738,CUST_04133,POS Terminal,MacOS,2022-11-09
DEV_001739,CUST_00314,POS Terminal,MacOS,2021-03-23
DEV_001740,CUST_04316,Desktop,Android,2022-12-03
DEV_001741,CUST_02688,Mobile,iOS,2022-01-30
DEV_001742,CUST_01719,Desktop,Linux,2020-02-19
DEV_001743,CUST_04500,Desktop,Android,2022-07-07
DEV_001744,CUST_03627,POS Terminal,N/A,2022-04-06
DEV_001745,CUST_04575,Desktop,iOS,2021-11-15
DEV_001746,CUST_00824,Mobile,MacOS,2022-07-31
DEV_001747,CUST_04316,Mobile,Linux,2021-12-11
DEV_001748,CUST_02415,Mobile,Windows,2021-10-30
DEV_001749,CUST_04780,Desktop,Android,2021-08-06
DEV_001750,CUST_03821,Mobile,MacOS,2022-01-23
DEV_001751,CUST_01970,Desktop,Windows,2020-04-14
DEV_001752,CUST_03104,Desktop,iOS,2022-11-24
DEV_001753,CUST_03067,Mobile,Linux,2020-09-09
DEV_001754,CUST_01760,Desktop,MacOS,2022-06-16
DEV_001755,CUST_03126,Desktop,MacOS,2022-09-25
DEV_001756,CUST_04053,Mobile,Linux,2022-06-06
DEV_001757,CUST_02282,POS Terminal,MacOS,2022-11-18
DEV_001758,CUST_04925,Desktop,MacOS,2020-03-15
DEV_001759,CUST_04839,Mobile,iOS,2022-11-02
DEV_001760,CUST_03035,POS Terminal,Android,2020-05-17
DEV_001761,CUST_01124,POS Terminal,Windows,2020-11-10
DEV_001762,CUST_01235,POS Terminal,N/A,2022-02-12
DEV_001763,CUST_00675,Desktop,Linux,2021-11-07
DEV_001764,CUST_02703,Mobile,Windows,2022-06-19
DEV_001765,CUST_02306,Mobile,Linux,2021-07-01
DEV_001766,CUST_01269,Desktop,N/A,2020-10-21
DEV_001767,CUST_03222,Mobile,Linux,2020-10-18
DEV_001768,CUST_04720,POS Terminal,MacOS,2021-02-06
DEV_001769,CUST_04195,Mobile,N/A,2020-07-09
DEV_001770,CUST_03795,Desktop,N/A,2022-02-25
DEV_001771,CUST_04079,Desktop,iOS,2021-07-18
DEV_001772,CUST_02060,Desktop,Linux,2022-03-18
DEV_001773,CUST_01250,POS Terminal,N/A,2021-03-27
DEV_001774,CUST_04030,Desktop,Windows,2020-03-26
DEV_001775,CUST_02861,Mobile,Android,2020-03-31
DEV_001776,CUST_03514,Mobile,Windows,2021-09-12
DEV_001777,CUST_03220,POS Terminal,N/A,2020-01-25
DEV_001778,CUST_00179,POS Terminal,iOS,2020-09-29
DEV_001779,CUST_02200,Mobile,Android,2021-02-02
DEV_001780,CUST_04931,Mobile,MacOS,2022-05-06
DEV_001781,CUST_04678,Mobile,Windows,2021-01-31
DEV_001782,CUST_04292,POS Terminal,Windows,2022-05-05
DEV_001783,CUST_02530,Mobile,N/A,2020-11-06
DEV_001784,CUST_02256,Mobile,Linux,2022-05-24
DEV_001785,CUST_00936,Mobile,Linux,2021-06-06
DEV_001786,CUST_00957,POS Terminal,Android,2021-03-07
DEV_001787,CUST_02474,POS Terminal,MacOS,2020-01-02
DEV_001788,CUST_01086,Mobile,Linux,2020-05-15
DEV_001789,CUST_04663,Mobile,N/A,2020-11-30
DEV_001790,CUST_03435,Desktop,Windows,2020-03-17
DEV_001791,CUST_02666,Mobile,Android,2021-06-27
DEV_001792,CUST_02993,Mobile,Linux,2022-09-15
DEV_001793,CUST_01102,POS Terminal,Linux,2020-05-15
DEV_001794,CUST_04983,POS Terminal,iOS,2021-03-24
DEV_001795,CUST_02977,ATM,Android,2022-08-17
DEV_001796,CUST_00284,Desktop,Android,2020-12-05
DEV_001797,CUST_04472,Mobile,N/A,2022-10-07
DEV_001798,CUST_03791,POS Terminal,MacOS,2020-08-21
DEV_001799,CUST_02820,Mobile,Linux,2020-06-12
DEV_001800,CUST_00788,Mobile,Android,2022-07-30
DEV_001801,CUST_04469,Mobile,N/A,2021-12-02
DEV_001802,CUST_00857,ATM,MacOS,2022-02-01
DEV_001803,CUST_01699,POS Terminal,Linux,2022-08-18
DEV_001804,CUST_02681,Mobile,Windows,2021-06-12
DEV_001805,CUST_02134,Mobile,iOS,2021-11-08
DEV_001806,CUST_04195,POS Terminal,MacOS,2021-10-30
DEV_001807,CUST_02422,POS Terminal,iOS,2022-12-14
DEV_001808,CUST_02806,Desktop,Windows,2020-11-14
DEV_001809,CUST_03932,Mobile,Android,2022-12-01
DEV_001810,CUST_00625,Desktop,Linux,2021-07-25
DEV_001811,CUST_04179,Desktop,Android,2021-05-17
DEV_001812,CUST_01601,POS Terminal,iOS,2021-04-08
DEV_001813,CUST_00001,Mobile,Android,2020-02-15
DEV_001814,CUST_04782,Desktop,Android,2022-06-07
DEV_001815,CUST_04346,Mobile,MacOS,2022-09-16
DEV_001816,CUST_04506,Mobile,N/A,2021-07-11
DEV_001817,CUST_01410,Mobile,MacOS,2021-11-03
DEV_001818,CUST_03868,POS Terminal,Windows,2022-11-08
DEV_001819,CUST_04586,Mobile,MacOS,2021-09-07
DEV_001820,CUST_02971,Mobile,MacOS,2022-10-18
DEV_001821,CUST_02588,Mobile,MacOS,2022-04-08
DEV_001822,CUST_00799,POS Terminal,MacOS,2020-04-15
DEV_001823,CUST_00943,POS Terminal,N/A,2021-09-07
DEV_001824,CUST_03463,Mobile,Windows,2021-06-11
DEV_001825,CUST_01328,Mobile,MacOS,2020-08-06
DEV_001826,CUST_00695,Desktop,MacOS,2020-10-30
DEV_001827,CUST_03417,Mobile,iOS,2021-04-02
DEV_001828,CUST_04231,Mobile,MacOS,2021-03-24
DEV_001829,CUST_00186,POS Terminal,Windows,2021-05-24
DEV_001830,CUST_00478,Mobile,N/A,2022-08-08
DEV_001831,CUST_04097,ATM,Windows,2020-11-09
DEV_001832,CUST_02898,Mobile,Android,2020-07-20
DEV_001833,CUST_03016,Mobile,MacOS,2022-11-01
DEV_001834,CUST_03816,Mobile,Linux,2022-01-13
DEV_001835,CUST_01686,Desktop,Android,2022-04-25
DEV_001836,CUST_00992,Mobile,Windows,2022-03-29
DEV_001837,CUST_02750,POS Terminal,Android,2022-05-08
DEV_001838,CUST_04366,Mobile,Linux,2021-11-09
DEV_001839,CUST_02946,Mobile,iOS,2021-09-04
DEV_001840,CUST_03399,POS Terminal,Linux,2020-06-15
DEV_001841,CUST_00195,POS Terminal,N/A,2021-05-11
DEV_001842,CUST_02303,Desktop,N/A,2020-11-28
DEV_001843,CUST_00079,POS Terminal,Android,2022-09-12
DEV_001844,CUST_03947,Mobile,MacOS,2020-05-15
DEV_001845,CUST_01122,Mobile,iOS,2021-10-04
DEV_001846,CUST_03222,Mobile,N/A,2020-04-26
DEV_001847,CUST_00786,ATM,Linux,2022-06-11
DEV_001848,CUST_02862,Desktop,MacOS,2022-04-11
DEV_001849,CUST_00447,Mobile,Linux,2022-06-04
DEV_001850,CUST_04219,Mobile,Windows,2020-11-11
DEV_001851,CUST_02724,Mobile,MacOS,2022-04-28
DEV_001852,CUST_01582,Mobile,Windows,2022-08-27
DEV_001853,CUST_00359,Desktop,iOS,2020-03-03
DEV_001854,CUST_02287,Mobile,iOS,2021-11-14
DEV_001855,CUST_01766,Mobile,iOS,2022-01-28
DEV_001856,CUST_00805,Mobile,iOS,2020-08-30
DEV_001857,CUST_02731,Desktop,Windows,2021-09-22
DEV_001858,CUST_04765,Desktop,Windows,2021-04-27
DEV_001859,CUST_04063,Mobile,N/A,2022-09-23
DEV_001860,CUST_00143,POS Terminal,Android,2022-10-04
DEV_001861,CUST_02235,Mobile,Android,2022-03-22
DEV_001862,CUST_03560,Mobile,Windows,2021-03-14
DEV_001863,CUST_02170,POS Terminal,iOS,2022-04-10
DEV_001864,CUST_03422,Mobile,Android,2022-05-30
DEV_001865,CUST_01124,Mobile,MacOS,2021-04-26
DEV_001866,CUST_00284,POS Terminal,Windows,2021-08-09
DEV_001867,CUST_00384,Mobile,MacOS,2021-05-13
DEV_001868,CUST_01579,Mobile,iOS,2020-12-03
DEV_001869,CUST_03873,POS Terminal,N/A,2021-11-19
DEV_001870,CUST_02946,Mobile,Windows,2020-11-22
DEV_001871,CUST_04283,Desktop,Android,2021-10-31
DEV_001872,CUST_00624,Mobile,N/A,2022-02-10
DEV_001873,CUST_00545,Desktop,Android,2020-06-18
DEV_001874,CUST_00914,Desktop,MacOS,2020-07-25
DEV_001875,CUST_02138,Mobile,Windows,2020-06-17
DEV_001876,CUST_02544,POS Terminal,N/A,2020-06-17
DEV_001877,CUST_03733,POS Terminal,iOS,2020-01-18
DEV_001878,CUST_03996,Mobile,Linux,2020-11-03
DEV_001879,CUST_01748,POS Terminal,Linux,2022-05-27
DEV_001880,CUST_02164,Mobile,N/A,2022-10-05
DEV_001881,CUST_01044,Mobile,iOS,2020-07-08
DEV_001882,CUST_02180,ATM,Android,2020-11-07
DEV_001883,CUST_01316,Desktop,Linux,2020-04-15
DEV_001884,CUST_01378,Mobile,iOS,2020-01-05
DEV_001885,CUST_03309,Desktop,N/A,2022-08-23
DEV_001886,CUST_00223,Mobile,N/A,2020-12-29
DEV_001887,CUST_04532,Desktop,N/A,2020-03-07
DEV_001888,CUST_04423,Desktop,MacOS,2020-09-30
DEV_001889,CUST_02154,POS Terminal,Android,2021-08-19
DEV_001890,CUST_02700,Mobile,iOS,2022-01-21
DEV_001891,CUST_03321,Mobile,N/A,2022-01-01
DEV_001892,CUST_00567,Mobile,MacOS,2020-06-28
DEV_001893,CUST_02043,Mobile,Windows,2020-03-23
DEV_001894,CUST_00630,POS Terminal,Linux,2020-12-04
DEV_001895,CUST_02736,POS Terminal,Linux,2021-09-26
DEV_001896,CUST_02518,POS Terminal,Linux,2021-11-07
DEV_001897,CUST_00725,Desktop,iOS,2020-07-23
DEV_001898,CUST_04361,POS Terminal,Windows,2020-03-20
DEV_001899,CUST_04049,Mobile,iOS,2020-06-17
DEV_001900,CUST_02899,Mobile,N/A,2020-03-21
DEV_001901,CUST_01465,Mobile,iOS,2020-01-01
DEV_001902,CUST_01308,POS Terminal,Windows,2021-01-28
DEV_001903,CUST_01955,Desktop,N/A,2020-12-14
DEV_001904,CUST_04795,Desktop,N/A,2022-03-11
DEV_001905,CUST_00154,Mobile,MacOS,2022-10-01
DEV_001906,CUST_03512,Desktop,N/A,2020-08-08
DEV_001907,CUST_04067,POS Terminal,Android,2021-07-01
DEV_001908,CUST_00811,Mobile,Linux,2021-08-19
DEV_001909,CUST_00151,Desktop,Windows,2022-12-13
DEV_001910,CUST_02223,Mobile,MacOS,2020-05-26
